erinaceus_europaeus ENSEEUG00000015404
sorex_araneus ENSSARG00000012079
equus_asinus_asinus ENSEASG00005015214
equus_caballus ENSECAG00000007070
myotis_lucifugus ENSMLUG00000000554
pteropus_vampyrus ENSPVAG00000012419
ursus_americanus ENSUAMG00000011308
ursus_maritimus ENSUMAG00000000766
ailuropoda_melanoleuca ENSAMEG00000017408
canis_lupus_familiaris ENSCAFG00000008802
canis_lupus_dingo ENSCAFG00020013709
vulpes_vulpes ENSVVUG00000004786
neovison_vison ENSNVIG00000001758
mustela_putorius_furo ENSMPUG00000007712
panthera_tigris_altaica ENSPTIG00000000176
panthera_pardus ENSPPRG00000008793
felis_catus ENSFCAG00000045186
capra_hircus ENSCHIG00000022063
ovis_aries ENSOARG00000011948
bos_taurus ENSBTAG00000011176
bos_mutus ENSBMUG00000012265
bison_bison_bison ENSBBBG00000005177
sus_scrofa ENSSSCG00000008297
vicugna_pacos ENSVPAG00000007934
cavia_aperea ENSCAPG00000014302
cavia_porcellus ENSCPOG00000031401
cavia_porcellus ENSCPOG00000025899
fukomys_damarensis ENSFDAG00000018102
octodon_degus ENSODEG00000010574
chinchilla_lanigera ENSCLAG00000007331
oryctolagus_cuniculus ENSOCUG00000016251
propithecus_coquereli ENSPCOG00000021135
microcebus_murinus ENSMICG00000044266
prolemur_simus ENSPSMG00000018746
otolemur_garnettii ENSOGAG00000032893
tupaia_belangeri ENSTBEG00000014584
tupaia_belangeri ENSTBEG00000008417
mus_spicilegus ENSMSIG00000015753
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054226
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029598
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028587
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022322
rattus_norvegicus ENSRNOG00000015818
rattus_norvegicus ENSRNOG00000050645
meriones_unguiculatus ENSMUGG00000020669
mesocricetus_auratus ENSMAUG00000011674
mesocricetus_auratus ENSMAUG00000018599
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002334
cricetulus_griseus_crigri_1.0 ENSCGRG00000005059
cricetulus_griseus_crigri-picr ENSCGRG00015012229
microtus_ochrogaster ENSMOCG00000009055
peromyscus_maniculatus_bairdii ENSPEMG00000002687
nannospalax_galili ENSNGAG00000009212
jaculus_jaculus ENSJJAG00000000191
urocitellus_parryii ENSUPAG00010014464
ictidomys_tridecemlineatus ENSSTOG00000016406
spermophilus_dauricus ENSSDAG00000000774
marmota_marmota_marmota ENSMMMG00000023795
urocitellus_parryii ENSUPAG00010021853
spermophilus_dauricus ENSSDAG00000010030
marmota_marmota_marmota ENSMMMG00000010561
ochotona_princeps ENSOPRG00000006509
microcebus_murinus ENSMICG00000036794
propithecus_coquereli ENSPCOG00000024220
cebus_capucinus_imitator ENSCCAG00000036333
saimiri_boliviensis_boliviensis ENSSBOG00000029761
aotus_nancymaae ENSANAG00000034216
theropithecus_gelada ENSTGEG00000000272
piliocolobus_tephrosceles ENSPTEG00000022177
piliocolobus_tephrosceles ENSPTEG00000038024
