echinops_telfairi ENSETEG00000008071
procavia_capensis ENSPCAG00000007435
microcebus_murinus ENSMICG00000008338
oryctolagus_cuniculus ENSOCUG00000026822
pan_troglodytes ENSPTRG00000007466
pan_paniscus ENSPPAG00000041396
homo_sapiens ENSG00000166965
gorilla_gorilla ENSGGOG00000008214
pongo_abelii ENSPPYG00000006790
nomascus_leucogenys ENSNLEG00000012251
mandrillus_leucophaeus ENSMLEG00000031904
cercocebus_atys ENSCATG00000044276
macaca_fascicularis ENSMFAG00000044068
macaca_mulatta ENSMMUG00000005108
macaca_nemestrina ENSMNEG00000007953
papio_anubis ENSPANG00000023492
chlorocebus_sabaeus ENSCSAG00000017077
rhinopithecus_roxellana ENSRROG00000036157
rhinopithecus_bieti ENSRBIG00000032680
colobus_angolensis_palliatus ENSCANG00000020827
theropithecus_gelada ENSTGEG00000005452
piliocolobus_tephrosceles ENSPTEG00000031450
saimiri_boliviensis_boliviensis ENSSBOG00000030496
cebus_capucinus_imitator ENSCCAG00000020832
callithrix_jacchus ENSCJAG00000011763
aotus_nancymaae ENSANAG00000022033
carlito_syrichta ENSTSYG00000035757
propithecus_coquereli ENSPCOG00000020749
prolemur_simus ENSPSMG00000011580
otolemur_garnettii ENSOGAG00000005740
mus_spicilegus ENSMSIG00000016690
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031002
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000038930
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029900
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013122
rattus_norvegicus ENSRNOG00000042059
meriones_unguiculatus ENSMUGG00000010352
meriones_unguiculatus ENSMUGG00000010091
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020094
cricetulus_griseus_crigri_1.0 ENSCGRG00000003644
cricetulus_griseus_crigri-picr ENSCGRG00015002627
mesocricetus_auratus ENSMAUG00000001132
microtus_ochrogaster ENSMOCG00000007153
peromyscus_maniculatus_bairdii ENSPEMG00000010404
nannospalax_galili ENSNGAG00000013437
jaculus_jaculus ENSJJAG00000017472
ictidomys_tridecemlineatus ENSSTOG00000023982
urocitellus_parryii ENSUPAG00010015255
marmota_marmota_marmota ENSMMMG00000019386
cavia_aperea ENSCAPG00000016938
cavia_porcellus ENSCPOG00000007603
octodon_degus ENSODEG00000015923
chinchilla_lanigera ENSCLAG00000013802
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011725
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006963
fukomys_damarensis ENSFDAG00000003255
dipodomys_ordii ENSDORG00000014068
ochotona_princeps ENSOPRG00000011253
equus_caballus ENSECAG00000017879
equus_asinus_asinus ENSEASG00005006692
pteropus_vampyrus ENSPVAG00000015680
ailuropoda_melanoleuca ENSAMEG00000013688
ursus_americanus ENSUAMG00000020345
neovison_vison ENSNVIG00000016944
mustela_putorius_furo ENSMPUG00000015705
canis_lupus_dingo ENSCAFG00020016296
canis_lupus_familiaris ENSCAFG00000012162
vulpes_vulpes ENSVVUG00000006500
panthera_pardus ENSPPRG00000011903
felis_catus ENSFCAG00000006098
ovis_aries ENSOARG00000012325
capra_hircus ENSCHIG00000017401
bos_taurus ENSBTAG00000018642
sus_scrofa ENSSSCG00000001822
tursiops_truncatus ENSTTRG00000007907
loxodonta_africana ENSLAFG00000007122
dasypus_novemcinctus ENSDNOG00000031938
phascolarctos_cinereus ENSPCIG00000006571
notamacropus_eugenii ENSMEUG00000016099
sarcophilus_harrisii ENSSHAG00000010570
castor_canadensis ENSCCNG00000015650
erinaceus_europaeus ENSEEUG00000011088
ornithorhynchus_anatinus ENSOANG00000028327
