takifugu_rubripes ENSTRUG00000025334
mola_mola ENSMMOG00000012521
tetraodon_nigroviridis ENSTNIG00000001729
seriola_dumerili ENSSDUG00000018545
amphilophus_citrinellus ENSACIG00000014136
amphiprion_percula ENSAPEG00000024436
amphiprion_ocellaris ENSAOCG00000005847
stegastes_partitus ENSSPAG00000008654
oryzias_latipes_asm223467v1 ENSORLG00000028962
oryzias_latipes_asm223469v1 ENSORLG00015005554
oryzias_latipes_asm223471v1 ENSORLG00020003149
oryzias_melastigma ENSOMEG00000013130
astatotilapia_calliptera ENSACLG00000016343
maylandia_zebra ENSMZEG00005016704
haplochromis_burtoni ENSHBUG00000002026
pundamilia_nyererei ENSPNYG00000006242
neolamprologus_brichardi ENSNBRG00000004365
oreochromis_niloticus ENSONIG00000003754
seriola_lalandi_dorsalis ENSSLDG00000020752
scophthalmus_maximus ENSSMAG00000013436
monopterus_albus ENSMALG00000012344
mastacembelus_armatus ENSMAMG00000011681
anabas_testudineus ENSATEG00000013683
labrus_bergylta ENSLBEG00000021012
fundulus_heteroclitus ENSFHEG00000006291
cyprinodon_variegatus ENSCVAG00000003949
poecilia_latipinna ENSPLAG00000019623
poecilia_mexicana ENSPMEG00000016142
poecilia_reticulata ENSPREG00000001061
xiphophorus_maculatus ENSXMAG00000026001
xiphophorus_couchianus ENSXCOG00000012605
gambusia_affinis ENSGAFG00000012299
kryptolebias_marmoratus ENSKMAG00000021016
tetraodon_nigroviridis ENSTNIG00000001568
acanthochromis_polyacanthus ENSAPOG00000016595
hippocampus_comes ENSHCOG00000007509
periophthalmus_magnuspinnatus ENSPMGG00000014100
esox_lucius ENSELUG00000014521
pygocentrus_nattereri ENSPNAG00000003573
astyanax_mexicanus ENSAMXG00000001129
ictalurus_punctatus ENSIPUG00000011956
danio_rerio ENSDARG00000077897
paramormyrops_kingsleyae ENSPKIG00000011230
phascolarctos_cinereus ENSPCIG00000022910
notamacropus_eugenii ENSMEUG00000010019
monodelphis_domestica ENSMODG00000020853
procavia_capensis ENSPCAG00000011041
loxodonta_africana ENSLAFG00000029107
echinops_telfairi ENSETEG00000012190
dasypus_novemcinctus ENSDNOG00000019934
dasypus_novemcinctus ENSDNOG00000043862
ursus_americanus ENSUAMG00000005272
ailuropoda_melanoleuca ENSAMEG00000012635
neovison_vison ENSNVIG00000008007
mustela_putorius_furo ENSMPUG00000006143
mustela_putorius_furo ENSMPUG00000012610
canis_lupus_dingo ENSCAFG00020012298
canis_lupus_familiaris ENSCAFG00000004575
vulpes_vulpes ENSVVUG00000008157
felis_catus ENSFCAG00000040249
panthera_pardus ENSPPRG00000018193
myotis_lucifugus ENSMLUG00000022275
myotis_lucifugus ENSMLUG00000000279
myotis_lucifugus ENSMLUG00000028903
myotis_lucifugus ENSMLUG00000002172
myotis_lucifugus ENSMLUG00000022653
myotis_lucifugus ENSMLUG00000028686
myotis_lucifugus ENSMLUG00000024112
pteropus_vampyrus ENSPVAG00000015955
capra_hircus ENSCHIG00000002342
ovis_aries ENSOARG00000009625
bos_taurus ENSBTAG00000013702
bos_mutus ENSBMUG00000020016
bison_bison_bison ENSBBBG00000015485
sus_scrofa ENSSSCG00000040692
sus_scrofa ENSSSCG00000031166
vicugna_pacos ENSVPAG00000007076
equus_caballus ENSECAG00000011640
equus_asinus_asinus ENSEASG00005013775
erinaceus_europaeus ENSEEUG00000015386
castor_canadensis ENSCCNG00000000163
dipodomys_ordii ENSDORG00000003451
mus_spicilegus ENSMSIG00000006673
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030382
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000011267
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029298
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021158
rattus_norvegicus ENSRNOG00000049605
meriones_unguiculatus ENSMUGG00000001101
microtus_ochrogaster ENSMOCG00000000338
peromyscus_maniculatus_bairdii ENSPEMG00000008067
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015680
cricetulus_griseus_crigri_1.0 ENSCGRG00000011069
cricetulus_griseus_crigri-picr ENSCGRG00015006692
mesocricetus_auratus ENSMAUG00000019561
nannospalax_galili ENSNGAG00000010996
jaculus_jaculus ENSJJAG00000015875
spermophilus_dauricus ENSSDAG00000010407
ictidomys_tridecemlineatus ENSSTOG00000023578
urocitellus_parryii ENSUPAG00010021770
marmota_marmota_marmota ENSMMMG00000014656
chinchilla_lanigera ENSCLAG00000002406
octodon_degus ENSODEG00000008238
cavia_porcellus ENSCPOG00000010291
cavia_aperea ENSCAPG00000016187
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011934
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003326
fukomys_damarensis ENSFDAG00000009662
oryctolagus_cuniculus ENSOCUG00000026570
ochotona_princeps ENSOPRG00000008092
tupaia_belangeri ENSTBEG00000001997
pan_troglodytes ENSPTRG00000011136
pan_paniscus ENSPPAG00000016242
homo_sapiens ENSG00000170684
gorilla_gorilla ENSGGOG00000003398
pongo_abelii ENSPPYG00000010105
nomascus_leucogenys ENSNLEG00000001844
piliocolobus_tephrosceles ENSPTEG00000036275
colobus_angolensis_palliatus ENSCANG00000027877
rhinopithecus_bieti ENSRBIG00000038795
rhinopithecus_roxellana ENSRROG00000037896
mandrillus_leucophaeus ENSMLEG00000031124
cercocebus_atys ENSCATG00000015397
macaca_nemestrina ENSMNEG00000030927
macaca_fascicularis ENSMFAG00000040337
theropithecus_gelada ENSTGEG00000019986
papio_anubis ENSPANG00000011600
chlorocebus_sabaeus ENSCSAG00000003225
cebus_capucinus_imitator ENSCCAG00000007856
saimiri_boliviensis_boliviensis ENSSBOG00000022159
callithrix_jacchus ENSCJAG00000012912
aotus_nancymaae ENSANAG00000038105
carlito_syrichta ENSTSYG00000012127
otolemur_garnettii ENSOGAG00000025116
otolemur_garnettii ENSOGAG00000029413
propithecus_coquereli ENSPCOG00000017587
prolemur_simus ENSPSMG00000025135
microcebus_murinus ENSMICG00000007012
latimeria_chalumnae ENSLACG00000003385
