chinchilla_lanigera ENSCLAG00000004507
octodon_degus ENSODEG00000004390
fukomys_damarensis ENSFDAG00000013706
castor_canadensis ENSCCNG00000006099
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025808
mus_spicilegus ENSMSIG00000024547
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032854
mus_spicilegus ENSMSIG00000014499
mus_spicilegus ENSMSIG00000001967
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056018
rattus_norvegicus ENSRNOG00000050191
meriones_unguiculatus ENSMUGG00000001181
cricetulus_griseus_crigri_1.0 ENSCGRG00000012473
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014917
cricetulus_griseus_crigri-picr ENSCGRG00015001160
mesocricetus_auratus ENSMAUG00000008544
peromyscus_maniculatus_bairdii ENSPEMG00000014994
microtus_ochrogaster ENSMOCG00000020281
nannospalax_galili ENSNGAG00000015345
jaculus_jaculus ENSJJAG00000023843
urocitellus_parryii ENSUPAG00010007843
spermophilus_dauricus ENSSDAG00000005161
ictidomys_tridecemlineatus ENSSTOG00000019715
marmota_marmota_marmota ENSMMMG00000017700
oryctolagus_cuniculus ENSOCUG00000022239
oryctolagus_cuniculus ENSOCUG00000021856
cercocebus_atys ENSCATG00000014638
mandrillus_leucophaeus ENSMLEG00000040836
macaca_mulatta ENSMMUG00000003925
chlorocebus_sabaeus ENSCSAG00000011562
rhinopithecus_roxellana ENSRROG00000031766
rhinopithecus_bieti ENSRBIG00000031665
nomascus_leucogenys ENSNLEG00000018135
aotus_nancymaae ENSANAG00000005489
aotus_nancymaae ENSANAG00000020756
carlito_syrichta ENSTSYG00000003466
prolemur_simus ENSPSMG00000004905
microcebus_murinus ENSMICG00000036365
propithecus_coquereli ENSPCOG00000018241
otolemur_garnettii ENSOGAG00000031329
ursus_maritimus ENSUMAG00000016059
ursus_americanus ENSUAMG00000012537
ailuropoda_melanoleuca ENSAMEG00000010372
mustela_putorius_furo ENSMPUG00000013067
canis_lupus_familiaris ENSCAFG00000003851
panthera_pardus ENSPPRG00000023715
panthera_tigris_altaica ENSPTIG00000021875
felis_catus ENSFCAG00000029110
canis_lupus_dingo ENSCAFG00020010712
neovison_vison ENSNVIG00000000731
equus_caballus ENSECAG00000032961
equus_asinus_asinus ENSEASG00005010253
sus_scrofa ENSSSCG00000033395
bos_taurus ENSBTAG00000052951
bos_taurus ENSBTAG00000002675
capra_hircus ENSCHIG00000019225
bos_mutus ENSBMUG00000015764
bison_bison_bison ENSBBBG00000001103
ovis_aries ENSOARG00000017733
tursiops_truncatus ENSTTRG00000001368
vicugna_pacos ENSVPAG00000008445
pteropus_vampyrus ENSPVAG00000005622
dasypus_novemcinctus ENSDNOG00000024295
loxodonta_africana ENSLAFG00000020489
loxodonta_africana ENSLAFG00000030841
procavia_capensis ENSPCAG00000001377
choloepus_hoffmanni ENSCHOG00000005774
phascolarctos_cinereus ENSPCIG00000036745
sarcophilus_harrisii ENSSHAG00000016543
monodelphis_domestica ENSMODG00000029376
ornithorhynchus_anatinus ENSOANG00000031625
pogona_vitticeps ENSPVIG00000022755
dromaius_novaehollandiae ENSDNVG00000005087
