notechis_scutatus ENSNSUG00000007753
anolis_carolinensis ENSACAG00000002338
pogona_vitticeps ENSPVIG00000009777
salvator_merianae ENSSMRG00000017366
sphenodon_punctatus ENSSPUG00000011442
chelonoidis_abingdonii ENSCABG00000019759
gopherus_agassizii ENSGAGG00000019085
chrysemys_picta_bellii ENSCPBG00000025918
apteryx_haastii ENSAHAG00000018309
apteryx_owenii ENSAOWG00000014005
apteryx_rowi ENSARWG00000018826
dromaius_novaehollandiae ENSDNVG00000008193
nothoprocta_perdicaria ENSNPEG00000003562
anas_platyrhynchos_platyrhynchos ENSAPLG00000020979
anser_brachyrhynchus ENSABRG00000002354
gallus_gallus ENSGALG00000007184
coturnix_japonica ENSCJPG00005016825
meleagris_gallopavo ENSMGAG00000008901
numida_meleagris ENSNMEG00000020743
serinus_canaria ENSSCAG00000006244
taeniopygia_guttata ENSTGUG00000009339
ficedula_albicollis ENSFALG00000013223
lepidothrix_coronata ENSLCOG00000003225
junco_hyemalis ENSJHYG00000008343
lonchura_striata_domestica ENSLSDG00000012493
parus_major ENSPMJG00000005019
calidris_pugnax ENSCPUG00000019658
melopsittacus_undulatus ENSMUNG00000015300
calidris_pygmaea ENSCPGG00000009942
phascolarctos_cinereus ENSPCIG00000012765
notamacropus_eugenii ENSMEUG00000011663
monodelphis_domestica ENSMODG00000002738
castor_canadensis ENSCCNG00000024926
dipodomys_ordii ENSDORG00000000030
cricetulus_griseus_crigri-picr ENSCGRG00015015065
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011113
cricetulus_griseus_crigri_1.0 ENSCGRG00000009122
mesocricetus_auratus ENSMAUG00000016293
microtus_ochrogaster ENSMOCG00000008456
peromyscus_maniculatus_bairdii ENSPEMG00000016571
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021743
mus_spicilegus ENSMSIG00000013414
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019828
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018952
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029966
rattus_norvegicus ENSRNOG00000009206
meriones_unguiculatus ENSMUGG00000012416
nannospalax_galili ENSNGAG00000022336
jaculus_jaculus ENSJJAG00000018215
urocitellus_parryii ENSUPAG00010021362
marmota_marmota_marmota ENSMMMG00000014492
