xiphophorus_couchianus ENSXCOG00000012332
xiphophorus_maculatus ENSXMAG00000023320
mastacembelus_armatus ENSMAMG00000020683
periophthalmus_magnuspinnatus ENSPMGG00000002059
mola_mola ENSMMOG00000000820
gasterosteus_aculeatus ENSGACG00000016280
cynoglossus_semilaevis ENSCSEG00000008482
chelonoidis_abingdonii ENSCABG00000013177
nothoprocta_perdicaria ENSNPEG00000012706
ursus_maritimus ENSUMAG00000020600
ursus_americanus ENSUAMG00000009423
equus_asinus_asinus ENSEASG00005003508
bos_mutus ENSBMUG00000026823
