ursus_maritimus ENSUMAG00000022349
ailuropoda_melanoleuca ENSAMEG00000008272
neovison_vison ENSNVIG00000011558
canis_lupus_familiaris ENSCAFG00000014256
canis_lupus_dingo ENSCAFG00020013170
vulpes_vulpes ENSVVUG00000001995
myotis_lucifugus ENSMLUG00000030541
bos_mutus ENSBMUG00000015284
bos_taurus ENSBTAG00000030910
bison_bison_bison ENSBBBG00000009221
ovis_aries ENSOARG00000014055
tursiops_truncatus ENSTTRG00000007214
sus_scrofa ENSSSCG00000015293
vicugna_pacos ENSVPAG00000010717
equus_caballus ENSECAG00000012244
equus_asinus_asinus ENSEASG00005002577
