sarcophilus_harrisii ENSSHAG00000017150
monodelphis_domestica ENSMODG00000024568
capra_hircus ENSCHIG00000009361
ovis_aries ENSOARG00000001363
bos_mutus ENSBMUG00000014059
bos_taurus ENSBTAG00000026408
bison_bison_bison ENSBBBG00000007335
sus_scrofa ENSSSCG00000007967
tursiops_truncatus ENSTTRG00000004055
ursus_maritimus ENSUMAG00000000933
mustela_putorius_furo ENSMPUG00000015182
equus_caballus ENSECAG00000009465
equus_asinus_asinus ENSEASG00005006093
vicugna_pacos ENSVPAG00000002815
canis_lupus_dingo ENSCAFG00020025834
vulpes_vulpes ENSVVUG00000008297
neovison_vison ENSNVIG00000023342
felis_catus ENSFCAG00000025735
panthera_pardus ENSPPRG00000012571
pteropus_vampyrus ENSPVAG00000001471
cavia_porcellus ENSCPOG00000000772
cavia_aperea ENSCAPG00000012031
octodon_degus ENSODEG00000013700
chinchilla_lanigera ENSCLAG00000012741
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017256
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005527
urocitellus_parryii ENSUPAG00010018583
ictidomys_tridecemlineatus ENSSTOG00000003817
spermophilus_dauricus ENSSDAG00000008504
marmota_marmota_marmota ENSMMMG00000007954
castor_canadensis ENSCCNG00000017963
dipodomys_ordii ENSDORG00000004372
cricetulus_griseus_crigri-picr ENSCGRG00015011166
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020878
cricetulus_griseus_crigri_1.0 ENSCGRG00000010027
mesocricetus_auratus ENSMAUG00000009416
microtus_ochrogaster ENSMOCG00000021846
peromyscus_maniculatus_bairdii ENSPEMG00000013864
mus_spicilegus ENSMSIG00000014082
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022055
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071256
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021145
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023462
rattus_norvegicus ENSRNOG00000021872
meriones_unguiculatus ENSMUGG00000017329
nannospalax_galili ENSNGAG00000019711
jaculus_jaculus ENSJJAG00000011386
ochotona_princeps ENSOPRG00000005848
pan_troglodytes ENSPTRG00000007687
pan_troglodytes ENSPTRG00000044066
pan_paniscus ENSPPAG00000040592
homo_sapiens ENSG00000085644
gorilla_gorilla ENSGGOG00000012025
pongo_abelii ENSPPYG00000007035
nomascus_leucogenys ENSNLEG00000031328
macaca_nemestrina ENSMNEG00000029464
macaca_mulatta ENSMMUG00000020970
macaca_fascicularis ENSMFAG00000032481
mandrillus_leucophaeus ENSMLEG00000036177
cercocebus_atys ENSCATG00000044841
theropithecus_gelada ENSTGEG00000025654
papio_anubis ENSPANG00000022700
chlorocebus_sabaeus ENSCSAG00000010127
piliocolobus_tephrosceles ENSPTEG00000012698
colobus_angolensis_palliatus ENSCANG00000041460
rhinopithecus_bieti ENSRBIG00000038721
rhinopithecus_roxellana ENSRROG00000033100
cebus_capucinus_imitator ENSCCAG00000028172
saimiri_boliviensis_boliviensis ENSSBOG00000034259
callithrix_jacchus ENSCJAG00000015554
aotus_nancymaae ENSANAG00000026275
carlito_syrichta ENSTSYG00000003396
microcebus_murinus ENSMICG00000009093
prolemur_simus ENSPSMG00000017285
propithecus_coquereli ENSPCOG00000021251
otolemur_garnettii ENSOGAG00000003695
loxodonta_africana ENSLAFG00000010182
procavia_capensis ENSPCAG00000012311
mus_spicilegus ENSMSIG00000029473
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027976
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000093910
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028980
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024548
rattus_norvegicus ENSRNOG00000030579
cricetulus_griseus_crigri_1.0 ENSCGRG00000005787
cricetulus_griseus_crigri-picr ENSCGRG00015014222
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024977
mesocricetus_auratus ENSMAUG00000016640
peromyscus_maniculatus_bairdii ENSPEMG00000022955
meriones_unguiculatus ENSMUGG00000013293
cavia_porcellus ENSCPOG00000035682
jaculus_jaculus ENSJJAG00000023526
nannospalax_galili ENSNGAG00000023160
castor_canadensis ENSCCNG00000024951
ictidomys_tridecemlineatus ENSSTOG00000019895
