sphenodon_punctatus ENSSPUG00000003706
pogona_vitticeps ENSPVIG00000018599
castor_canadensis ENSCCNG00000007332
meriones_unguiculatus ENSMUGG00000004969
carlito_syrichta ENSTSYG00000014572
carlito_syrichta ENSTSYG00000033409
ursus_americanus ENSUAMG00000018684
mustela_putorius_furo ENSMPUG00000000834
pteropus_vampyrus ENSPVAG00000001530
erinaceus_europaeus ENSEEUG00000009664
amphilophus_citrinellus ENSACIG00000005062
periophthalmus_magnuspinnatus ENSPMGG00000018109
xenopus_tropicalis ENSXETG00000033312
caenorhabditis_elegans_strain_n2 WBGene00017123
