capra_hircus ENSCHIG00000004803
ovis_aries ENSOARG00000008316
bison_bison_bison ENSBBBG00000001858
bos_mutus ENSBMUG00000011727
bos_taurus ENSBTAG00000048377
sus_scrofa ENSSSCG00000038616
ursus_maritimus ENSUMAG00000013732
ursus_americanus ENSUAMG00000010397
ailuropoda_melanoleuca ENSAMEG00000005626
mustela_putorius_furo ENSMPUG00000001711
neovison_vison ENSNVIG00000017301
canis_lupus_familiaris ENSCAFG00000002808
canis_lupus_dingo ENSCAFG00020027117
vulpes_vulpes ENSVVUG00000005441
panthera_tigris_altaica ENSPTIG00000014094
panthera_pardus ENSPPRG00000011149
felis_catus ENSFCAG00000023948
equus_caballus ENSECAG00000024588
equus_asinus_asinus ENSEASG00005018360
castor_canadensis ENSCCNG00000013669
dipodomys_ordii ENSDORG00000028800
mus_spicilegus ENSMSIG00000002680
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028337
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035861
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027345
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017124
rattus_norvegicus ENSRNOG00000002002
meriones_unguiculatus ENSMUGG00000020411
cricetulus_griseus_crigri-picr ENSCGRG00015019146
cricetulus_griseus_crigri_1.0 ENSCGRG00000005980
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013017
mesocricetus_auratus ENSMAUG00000003761
microtus_ochrogaster ENSMOCG00000012773
peromyscus_maniculatus_bairdii ENSPEMG00000010122
nannospalax_galili ENSNGAG00000023628
jaculus_jaculus ENSJJAG00000014306
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009463
fukomys_damarensis ENSFDAG00000020771
chinchilla_lanigera ENSCLAG00000003989
octodon_degus ENSODEG00000001810
cavia_aperea ENSCAPG00000007660
cavia_porcellus ENSCPOG00000026992
urocitellus_parryii ENSUPAG00010007762
ictidomys_tridecemlineatus ENSSTOG00000024638
spermophilus_dauricus ENSSDAG00000000722
marmota_marmota_marmota ENSMMMG00000023130
oryctolagus_cuniculus ENSOCUG00000028107
propithecus_coquereli ENSPCOG00000012261
prolemur_simus ENSPSMG00000015464
otolemur_garnettii ENSOGAG00000034623
dasypus_novemcinctus ENSDNOG00000036802
loxodonta_africana ENSLAFG00000012761
sarcophilus_harrisii ENSSHAG00000007228
phascolarctos_cinereus ENSPCIG00000031850
