monodelphis_domestica ENSMODG00000025610
phascolarctos_cinereus ENSPCIG00000012864
colobus_angolensis_palliatus ENSCANG00000033231
piliocolobus_tephrosceles ENSPTEG00000013918
rhinopithecus_roxellana ENSRROG00000036384
rhinopithecus_bieti ENSRBIG00000005781
macaca_nemestrina ENSMNEG00000027171
macaca_fascicularis ENSMFAG00000002255
macaca_mulatta ENSMMUG00000003018
mandrillus_leucophaeus ENSMLEG00000006247
cercocebus_atys ENSCATG00000036046
papio_anubis ENSPANG00000010318
theropithecus_gelada ENSTGEG00000023394
chlorocebus_sabaeus ENSCSAG00000013507
pan_troglodytes ENSPTRG00000020351
pan_paniscus ENSPPAG00000028427
homo_sapiens ENSG00000154589
gorilla_gorilla ENSGGOG00000015375
pongo_abelii ENSPPYG00000018680
nomascus_leucogenys ENSNLEG00000027487
callithrix_jacchus ENSCJAG00000000577
saimiri_boliviensis_boliviensis ENSSBOG00000030931
cebus_capucinus_imitator ENSCCAG00000032245
aotus_nancymaae ENSANAG00000000010
carlito_syrichta ENSTSYG00000000506
propithecus_coquereli ENSPCOG00000017221
prolemur_simus ENSPSMG00000012339
microcebus_murinus ENSMICG00000028451
otolemur_garnettii ENSOGAG00000007008
castor_canadensis ENSCCNG00000016113
dipodomys_ordii ENSDORG00000014550
urocitellus_parryii ENSUPAG00010011295
spermophilus_dauricus ENSSDAG00000003830
marmota_marmota_marmota ENSMMMG00000005320
cricetulus_griseus_crigri-picr ENSCGRG00015019137
cricetulus_griseus_crigri_1.0 ENSCGRG00000007875
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019128
cricetulus_griseus_crigri-picr ENSCGRG00015005473
mesocricetus_auratus ENSMAUG00000017395
peromyscus_maniculatus_bairdii ENSPEMG00000015591
microtus_ochrogaster ENSMOCG00000016438
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014776
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025779
mus_spicilegus ENSMSIG00000008783
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013971
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023848
nannospalax_galili ENSNGAG00000013344
cavia_porcellus ENSCPOG00000033283
cavia_aperea ENSCAPG00000014566
octodon_degus ENSODEG00000004007
chinchilla_lanigera ENSCLAG00000002393
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004043
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017254
oryctolagus_cuniculus ENSOCUG00000000965
ochotona_princeps ENSOPRG00000014841
tupaia_belangeri ENSTBEG00000012160
myotis_lucifugus ENSMLUG00000015919
pteropus_vampyrus ENSPVAG00000008107
equus_asinus_asinus ENSEASG00005020204
equus_caballus ENSECAG00000017538
ailuropoda_melanoleuca ENSAMEG00000012852
ursus_maritimus ENSUMAG00000019013
mustela_putorius_furo ENSMPUG00000010184
neovison_vison ENSNVIG00000015253
canis_lupus_dingo ENSCAFG00020017830
canis_lupus_familiaris ENSCAFG00000032483
vulpes_vulpes ENSVVUG00000019489
panthera_tigris_altaica ENSPTIG00000007766
panthera_pardus ENSPPRG00000018921
felis_catus ENSFCAG00000021962
ovis_aries ENSOARG00000006376
capra_hircus ENSCHIG00000012530
bos_mutus ENSBMUG00000009985
bos_taurus ENSBTAG00000008864
bison_bison_bison ENSBBBG00000006972
tursiops_truncatus ENSTTRG00000013567
vicugna_pacos ENSVPAG00000011209
sus_scrofa ENSSSCG00000006175
erinaceus_europaeus ENSEEUG00000009386
loxodonta_africana ENSLAFG00000011075
echinops_telfairi ENSETEG00000005951
procavia_capensis ENSPCAG00000008664
sorex_araneus ENSSARG00000008609
dasypus_novemcinctus ENSDNOG00000042948
choloepus_hoffmanni ENSCHOG00000012662
chrysemys_picta_bellii ENSCPBG00000007033
gopherus_agassizii ENSGAGG00000025910
apteryx_haastii ENSAHAG00000000314
apteryx_owenii ENSAOWG00000015926
apteryx_rowi ENSARWG00000008104
dromaius_novaehollandiae ENSDNVG00000009060
ficedula_albicollis ENSFALG00000008561
cyanistes_caeruleus ENSCCEG00000010035
junco_hyemalis ENSJHYG00000017027
zonotrichia_albicollis ENSZALG00000008895
serinus_canaria ENSSCAG00000002215
taeniopygia_guttata ENSTGUG00000011566
manacus_vitellinus ENSMVIG00005015931
lepidothrix_coronata ENSLCOG00000004289
calidris_pugnax ENSCPUG00000016569
calidris_pygmaea ENSCPGG00000017082
melopsittacus_undulatus ENSMUNG00000006217
anser_brachyrhynchus ENSABRG00000008729
anas_platyrhynchos_platyrhynchos ENSAPLG00000004845
meleagris_gallopavo ENSMGAG00000011558
gallus_gallus ENSGALG00000032701
numida_meleagris ENSNMEG00000017491
anolis_carolinensis ENSACAG00000013058
pogona_vitticeps ENSPVIG00000008223
notechis_scutatus ENSNSUG00000014972
salvator_merianae ENSSMRG00000011108
sphenodon_punctatus ENSSPUG00000018187
