calidris_pygmaea ENSCPGG00000018632
calidris_pugnax ENSCPUG00000006779
parus_major ENSPMJG00000018940
cyanistes_caeruleus ENSCCEG00000003616
lonchura_striata_domestica ENSLSDG00000011616
taeniopygia_guttata ENSTGUG00000003986
serinus_canaria ENSSCAG00000004713
junco_hyemalis ENSJHYG00000014990
zonotrichia_albicollis ENSZALG00000016500
ficedula_albicollis ENSFALG00000007184
manacus_vitellinus ENSMVIG00005009614
lepidothrix_coronata ENSLCOG00000006133
melopsittacus_undulatus ENSMUNG00000003159
anser_brachyrhynchus ENSABRG00000009345
anas_platyrhynchos_platyrhynchos ENSAPLG00000007717
gallus_gallus ENSGALG00000001467
meleagris_gallopavo ENSMGAG00000002751
coturnix_japonica ENSCJPG00005008910
numida_meleagris ENSNMEG00000012960
apteryx_haastii ENSAHAG00000005801
apteryx_owenii ENSAOWG00000017930
apteryx_rowi ENSARWG00000006122
dromaius_novaehollandiae ENSDNVG00000006536
nothoprocta_perdicaria ENSNPEG00000002827
crocodylus_porosus ENSCPRG00005006596
gopherus_agassizii ENSGAGG00000008844
chelonoidis_abingdonii ENSCABG00000010754
chrysemys_picta_bellii ENSCPBG00000027722
pelodiscus_sinensis ENSPSIG00000015710
sphenodon_punctatus ENSSPUG00000006623
xenopus_tropicalis ENSXETG00000030210
pogona_vitticeps ENSPVIG00000004425
anolis_carolinensis ENSACAG00000014975
notechis_scutatus ENSNSUG00000008033
salvator_merianae ENSSMRG00000010641
ochotona_princeps ENSOPRG00000011508
oryctolagus_cuniculus ENSOCUG00000014843
echinops_telfairi ENSETEG00000014721
bos_mutus ENSBMUG00000010515
bos_taurus ENSBTAG00000021091
bison_bison_bison ENSBBBG00000007755
ovis_aries ENSOARG00000018887
capra_hircus ENSCHIG00000026097
tursiops_truncatus ENSTTRG00000000588
sus_scrofa ENSSSCG00000017877
vicugna_pacos ENSVPAG00000010277
tupaia_belangeri ENSTBEG00000003772
equus_caballus ENSECAG00000021771
equus_asinus_asinus ENSEASG00005013869
pteropus_vampyrus ENSPVAG00000000457
erinaceus_europaeus ENSEEUG00000009011
sorex_araneus ENSSARG00000013182
pan_paniscus ENSPPAG00000034110
pan_troglodytes ENSPTRG00000008587
homo_sapiens ENSG00000185722
gorilla_gorilla ENSGGOG00000002030
pongo_abelii ENSPPYG00000007830
nomascus_leucogenys ENSNLEG00000017317
rhinopithecus_roxellana ENSRROG00000043954
rhinopithecus_bieti ENSRBIG00000043693
colobus_angolensis_palliatus ENSCANG00000033649
piliocolobus_tephrosceles ENSPTEG00000038452
macaca_mulatta ENSMMUG00000019184
macaca_fascicularis ENSMFAG00000030993
macaca_nemestrina ENSMNEG00000029235
chlorocebus_sabaeus ENSCSAG00000013207
theropithecus_gelada ENSTGEG00000018036
cercocebus_atys ENSCATG00000043241
papio_anubis ENSPANG00000024354
mandrillus_leucophaeus ENSMLEG00000043470
cebus_capucinus_imitator ENSCCAG00000025661
