echinops_telfairi ENSETEG00000002991
loxodonta_africana ENSLAFG00000031742
mus_spicilegus ENSMSIG00000014913
dasypus_novemcinctus ENSDNOG00000031278
mustela_putorius_furo ENSMPUG00000001202
neovison_vison ENSNVIG00000019267
canis_lupus_familiaris ENSCAFG00000000485
canis_lupus_dingo ENSCAFG00020019564
vulpes_vulpes ENSVVUG00000011102
ursus_americanus ENSUAMG00000026586
ursus_maritimus ENSUMAG00000020030
ailuropoda_melanoleuca ENSAMEG00000010377
panthera_pardus ENSPPRG00000023693
panthera_tigris_altaica ENSPTIG00000007904
felis_catus ENSFCAG00000001078
sus_scrofa ENSSSCG00000001393
tursiops_truncatus ENSTTRG00000006542
bos_mutus ENSBMUG00000017344
bos_taurus ENSBTAG00000001873
capra_hircus ENSCHIG00000018929
ovis_aries ENSOARG00000000802
sus_scrofa ENSSSCG00000039178
ailuropoda_melanoleuca ENSAMEG00000002321
bos_mutus ENSBMUG00000002307
bos_taurus ENSBTAG00000021111
bison_bison_bison ENSBBBG00000024430
ovis_aries ENSOARG00000012760
ovis_aries ENSOARG00000012697
capra_hircus ENSCHIG00000010867
capra_hircus ENSCHIG00000021343
ovis_aries ENSOARG00000010006
bos_mutus ENSBMUG00000013965
bos_taurus ENSBTAG00000052249
bison_bison_bison ENSBBBG00000024406
bos_mutus ENSBMUG00000007302
bison_bison_bison ENSBBBG00000010517
neovison_vison ENSNVIG00000024573
pteropus_vampyrus ENSPVAG00000007334
myotis_lucifugus ENSMLUG00000011028
equus_asinus_asinus ENSEASG00005020672
equus_asinus_asinus ENSEASG00005020667
equus_caballus ENSECAG00000008967
ursus_americanus ENSUAMG00000012469
ursus_maritimus ENSUMAG00000003023
panthera_pardus ENSPPRG00000010158
erinaceus_europaeus ENSEEUG00000015357
pan_troglodytes ENSPTRG00000001427
homo_sapiens ENSG00000212993
pan_troglodytes ENSPTRG00000047569
pan_paniscus ENSPPAG00000036109
pan_troglodytes ENSPTRG00000017953
pan_troglodytes ENSPTRG00000039491
pan_paniscus ENSPPAG00000038400
homo_sapiens ENSG00000204531
gorilla_gorilla ENSGGOG00000027662
pongo_abelii ENSPPYG00000017210
rhinopithecus_roxellana ENSRROG00000010781
rhinopithecus_bieti ENSRBIG00000036435
piliocolobus_tephrosceles ENSPTEG00000031225
colobus_angolensis_palliatus ENSCANG00000043498
macaca_mulatta ENSMMUG00000015688
macaca_fascicularis ENSMFAG00000004232
mandrillus_leucophaeus ENSMLEG00000041582
cercocebus_atys ENSCATG00000039479
papio_anubis ENSPANG00000007627
theropithecus_gelada ENSTGEG00000017106
macaca_nemestrina ENSMNEG00000036844
nomascus_leucogenys ENSNLEG00000005802
chlorocebus_sabaeus ENSCSAG00000008409
pan_paniscus ENSPPAG00000027229
nomascus_leucogenys ENSNLEG00000034531
cebus_capucinus_imitator ENSCCAG00000031069
cebus_capucinus_imitator ENSCCAG00000000482
cebus_capucinus_imitator ENSCCAG00000028412
saimiri_boliviensis_boliviensis ENSSBOG00000025691
callithrix_jacchus ENSCJAG00000019789
aotus_nancymaae ENSANAG00000030190
aotus_nancymaae ENSANAG00000021381
aotus_nancymaae ENSANAG00000022960
carlito_syrichta ENSTSYG00000026100
carlito_syrichta ENSTSYG00000007340
carlito_syrichta ENSTSYG00000032863
microcebus_murinus ENSMICG00000047360
microcebus_murinus ENSMICG00000032969
microcebus_murinus ENSMICG00000001511
microcebus_murinus ENSMICG00000043327
microcebus_murinus ENSMICG00000028681
prolemur_simus ENSPSMG00000005176
propithecus_coquereli ENSPCOG00000001569
propithecus_coquereli ENSPCOG00000028655
propithecus_coquereli ENSPCOG00000026729
propithecus_coquereli ENSPCOG00000027789
otolemur_garnettii ENSOGAG00000000621
castor_canadensis ENSCCNG00000003852
castor_canadensis ENSCCNG00000008923
castor_canadensis ENSCCNG00000003645
dipodomys_ordii ENSDORG00000009549
spermophilus_dauricus ENSSDAG00000004253
ictidomys_tridecemlineatus ENSSTOG00000026103
urocitellus_parryii ENSUPAG00010003071
marmota_marmota_marmota ENSMMMG00000020469
ictidomys_tridecemlineatus ENSSTOG00000030241
urocitellus_parryii ENSUPAG00010008928
spermophilus_dauricus ENSSDAG00000018620
spermophilus_dauricus ENSSDAG00000024257
spermophilus_dauricus ENSSDAG00000013845
pan_paniscus ENSPPAG00000043086
pan_paniscus ENSPPAG00000034068
theropithecus_gelada ENSTGEG00000027547
papio_anubis ENSPANG00000015262
theropithecus_gelada ENSTGEG00000027535
callithrix_jacchus ENSCJAG00000044515
cricetulus_griseus_crigri-picr ENSCGRG00015004698
tupaia_belangeri ENSTBEG00000013044
loxodonta_africana ENSLAFG00000010419
procavia_capensis ENSPCAG00000003699
choloepus_hoffmanni ENSCHOG00000001211
oryctolagus_cuniculus ENSOCUG00000017160
oryctolagus_cuniculus ENSOCUG00000021014
ochotona_princeps ENSOPRG00000003926
peromyscus_maniculatus_bairdii ENSPEMG00000031210
cricetulus_griseus_crigri-picr ENSCGRG00015027937
marmota_marmota_marmota ENSMMMG00000020938
marmota_marmota_marmota ENSMMMG00000002970
urocitellus_parryii ENSUPAG00010004329
spermophilus_dauricus ENSSDAG00000018595
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024406
mus_spicilegus ENSMSIG00000014513
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022427
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021520
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020514
rattus_norvegicus ENSRNOG00000046487
meriones_unguiculatus ENSMUGG00000015421
cricetulus_griseus_crigri_1.0 ENSCGRG00000015026
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008449
cricetulus_griseus_crigri-picr ENSCGRG00015028203
cricetulus_griseus_crigri_1.0 ENSCGRG00000011630
mesocricetus_auratus ENSMAUG00000012941
microtus_ochrogaster ENSMOCG00000021473
microtus_ochrogaster ENSMOCG00000002543
peromyscus_maniculatus_bairdii ENSPEMG00000007202
peromyscus_maniculatus_bairdii ENSPEMG00000013496
peromyscus_maniculatus_bairdii ENSPEMG00000028267
meriones_unguiculatus ENSMUGG00000002462
nannospalax_galili ENSNGAG00000017505
nannospalax_galili ENSNGAG00000013413
nannospalax_galili ENSNGAG00000017534
jaculus_jaculus ENSJJAG00000007532
prolemur_simus ENSPSMG00000018192
octodon_degus ENSODEG00000017818
octodon_degus ENSODEG00000016851
chinchilla_lanigera ENSCLAG00000003495
cavia_porcellus ENSCPOG00000025010
cavia_aperea ENSCAPG00000011360
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011357
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015934
fukomys_damarensis ENSFDAG00000013426
phascolarctos_cinereus ENSPCIG00000033995
sorex_araneus ENSSARG00000013384
phascolarctos_cinereus ENSPCIG00000017567
phascolarctos_cinereus ENSPCIG00000029214
notamacropus_eugenii ENSMEUG00000013221
sarcophilus_harrisii ENSSHAG00000002855
monodelphis_domestica ENSMODG00000015811
ornithorhynchus_anatinus ENSOANG00000013329
