labrus_bergylta ENSLBEG00000005810
mola_mola ENSMMOG00000017109
seriola_lalandi_dorsalis ENSSLDG00000010436
seriola_dumerili ENSSDUG00000001236
scophthalmus_maximus ENSSMAG00000013805
mastacembelus_armatus ENSMAMG00000024089
monopterus_albus ENSMALG00000021561
anabas_testudineus ENSATEG00000014675
fundulus_heteroclitus ENSFHEG00000001307
cyprinodon_variegatus ENSCVAG00000015475
xiphophorus_maculatus ENSXMAG00000028393
xiphophorus_couchianus ENSXCOG00000011141
gambusia_affinis ENSGAFG00000015965
poecilia_latipinna ENSPLAG00000004876
poecilia_formosa ENSPFOG00000014615
poecilia_mexicana ENSPMEG00000013643
kryptolebias_marmoratus ENSKMAG00000014832
oryzias_latipes_asm223467v1 ENSORLG00000026604
oryzias_latipes_asm223471v1 ENSORLG00020019913
oryzias_latipes_asm223469v1 ENSORLG00015015271
oryzias_melastigma ENSOMEG00000008694
haplochromis_burtoni ENSHBUG00000022337
maylandia_zebra ENSMZEG00005025826
pundamilia_nyererei ENSPNYG00000005584
neolamprologus_brichardi ENSNBRG00000021566
amphilophus_citrinellus ENSACIG00000004329
amphiprion_percula ENSAPEG00000015774
amphiprion_percula ENSAPEG00000015886
amphiprion_ocellaris ENSAOCG00000002098
acanthochromis_polyacanthus ENSAPOG00000013159
stegastes_partitus ENSSPAG00000021012
tetraodon_nigroviridis ENSTNIG00000000358
periophthalmus_magnuspinnatus ENSPMGG00000013824
hippocampus_comes ENSHCOG00000005807
esox_lucius ENSELUG00000018395
astyanax_mexicanus ENSAMXG00000003670
pygocentrus_nattereri ENSPNAG00000007881
ictalurus_punctatus ENSIPUG00000023537
paramormyrops_kingsleyae ENSPKIG00000004284
scleropages_formosus ENSSFOG00015006267
lepisosteus_oculatus ENSLOCG00000014522
parus_major ENSPMJG00000004860
cyanistes_caeruleus ENSCCEG00000021739
lonchura_striata_domestica ENSLSDG00000007972
lepidothrix_coronata ENSLCOG00000013183
junco_hyemalis ENSJHYG00000003727
zonotrichia_albicollis ENSZALG00000017195
ficedula_albicollis ENSFALG00000012980
serinus_canaria ENSSCAG00000005485
coturnix_japonica ENSCJPG00005016582
coturnix_japonica ENSCJPG00005016583
gallus_gallus ENSGALG00000054572
calidris_pygmaea ENSCPGG00000012783
apteryx_haastii ENSAHAG00000014431
apteryx_owenii ENSAOWG00000018310
numida_meleagris ENSNMEG00000020340
anser_brachyrhynchus ENSABRG00000017585
anas_platyrhynchos_platyrhynchos ENSAPLG00000028414
melopsittacus_undulatus ENSMUNG00000002141
crocodylus_porosus ENSCPRG00005016941
gopherus_agassizii ENSGAGG00000007505
chrysemys_picta_bellii ENSCPBG00000008818
pogona_vitticeps ENSPVIG00000006973
anolis_carolinensis ENSACAG00000008673
notechis_scutatus ENSNSUG00000001394
notechis_scutatus ENSNSUG00000001864
salvator_merianae ENSSMRG00000016497
phascolarctos_cinereus ENSPCIG00000021904
notamacropus_eugenii ENSMEUG00000011466
sarcophilus_harrisii ENSSHAG00000015693
monodelphis_domestica ENSMODG00000005265
ursus_americanus ENSUAMG00000001844
ursus_americanus ENSUAMG00000001839
ailuropoda_melanoleuca ENSAMEG00000016202
neovison_vison ENSNVIG00000014695
neovison_vison ENSNVIG00000014710
mustela_putorius_furo ENSMPUG00000017144
canis_lupus_dingo ENSCAFG00020008558
canis_lupus_familiaris ENSCAFG00000005254
vulpes_vulpes ENSVVUG00000023710
panthera_pardus ENSPPRG00000022633
felis_catus ENSFCAG00000018693
panthera_tigris_altaica ENSPTIG00000021599
sus_scrofa ENSSSCG00000011556
erinaceus_europaeus ENSEEUG00000000772
loxodonta_africana ENSLAFG00000009758
procavia_capensis ENSPCAG00000001622
ursus_maritimus ENSUMAG00000018811
ursus_maritimus ENSUMAG00000018807
bos_mutus ENSBMUG00000011245
bos_taurus ENSBTAG00000010833
bison_bison_bison ENSBBBG00000004781
ovis_aries ENSOARG00000005670
capra_hircus ENSCHIG00000006313
tursiops_truncatus ENSTTRG00000007548
equus_asinus_asinus ENSEASG00005014169
equus_caballus ENSECAG00000014681
pteropus_vampyrus ENSPVAG00000011110
myotis_lucifugus ENSMLUG00000003445
pan_troglodytes ENSPTRG00000014602
pan_paniscus ENSPPAG00000027902
homo_sapiens ENSG00000163701
gorilla_gorilla ENSGGOG00000012145
pongo_abelii ENSPPYG00000013673
nomascus_leucogenys ENSNLEG00000004232
rhinopithecus_roxellana ENSRROG00000011429
rhinopithecus_bieti ENSRBIG00000040101
piliocolobus_tephrosceles ENSPTEG00000035201
cercocebus_atys ENSCATG00000035410
papio_anubis ENSPANG00000004249
macaca_mulatta ENSMMUG00000018281
macaca_fascicularis ENSMFAG00000034533
macaca_nemestrina ENSMNEG00000037804
chlorocebus_sabaeus ENSCSAG00000010454
mandrillus_leucophaeus ENSMLEG00000031426
colobus_angolensis_palliatus ENSCANG00000032900
theropithecus_gelada ENSTGEG00000019816
cebus_capucinus_imitator ENSCCAG00000035729
saimiri_boliviensis_boliviensis ENSSBOG00000035126
callithrix_jacchus ENSCJAG00000016205
aotus_nancymaae ENSANAG00000022892
carlito_syrichta ENSTSYG00000034792
prolemur_simus ENSPSMG00000009642
propithecus_coquereli ENSPCOG00000020006
otolemur_garnettii ENSOGAG00000011517
tupaia_belangeri ENSTBEG00000003490
spermophilus_dauricus ENSSDAG00000023855
marmota_marmota_marmota ENSMMMG00000009145
ictidomys_tridecemlineatus ENSSTOG00000002153
urocitellus_parryii ENSUPAG00010022937
castor_canadensis ENSCCNG00000009611
chinchilla_lanigera ENSCLAG00000000786
octodon_degus ENSODEG00000018313
cavia_aperea ENSCAPG00000017404
cavia_porcellus ENSCPOG00000038397
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012011
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013446
mus_spicilegus ENSMSIG00000026416
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029756
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000043088
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028728
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022479
rattus_norvegicus ENSRNOG00000009204
meriones_unguiculatus ENSMUGG00000007070
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013354
cricetulus_griseus_crigri_1.0 ENSCGRG00000015589
cricetulus_griseus_crigri-picr ENSCGRG00015000575
mesocricetus_auratus ENSMAUG00000001338
microtus_ochrogaster ENSMOCG00000018643
peromyscus_maniculatus_bairdii ENSPEMG00000011109
nannospalax_galili ENSNGAG00000023051
jaculus_jaculus ENSJJAG00000021939
oryctolagus_cuniculus ENSOCUG00000005311
ochotona_princeps ENSOPRG00000002339
marmota_marmota_marmota ENSMMMG00000009135
echinops_telfairi ENSETEG00000006546
ornithorhynchus_anatinus ENSOANG00000004459
xenopus_tropicalis ENSXETG00000023654
latimeria_chalumnae ENSLACG00000003215
