chelonoidis_abingdonii ENSCABG00000008554
gopherus_agassizii ENSGAGG00000025435
chrysemys_picta_bellii ENSCPBG00000009092
pelodiscus_sinensis ENSPSIG00000003145
crocodylus_porosus ENSCPRG00005012001
sphenodon_punctatus ENSSPUG00000018597
phascolarctos_cinereus ENSPCIG00000007795
notamacropus_eugenii ENSMEUG00000002977
monodelphis_domestica ENSMODG00000017812
choloepus_hoffmanni ENSCHOG00000007967
dasypus_novemcinctus ENSDNOG00000015068
urocitellus_parryii ENSUPAG00010004105
spermophilus_dauricus ENSSDAG00000006902
ictidomys_tridecemlineatus ENSSTOG00000027273
marmota_marmota_marmota ENSMMMG00000016866
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013677
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000122
fukomys_damarensis ENSFDAG00000017493
cavia_aperea ENSCAPG00000009255
cavia_porcellus ENSCPOG00000009711
chinchilla_lanigera ENSCLAG00000015413
octodon_degus ENSODEG00000008908
mus_spicilegus ENSMSIG00000019607
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029028
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041681
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030083
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022789
rattus_norvegicus ENSRNOG00000012417
meriones_unguiculatus ENSMUGG00000002521
cricetulus_griseus_crigri_1.0 ENSCGRG00000004695
cricetulus_griseus_crigri-picr ENSCGRG00015011206
mesocricetus_auratus ENSMAUG00000019252
microtus_ochrogaster ENSMOCG00000012346
peromyscus_maniculatus_bairdii ENSPEMG00000000249
nannospalax_galili ENSNGAG00000018204
jaculus_jaculus ENSJJAG00000014968
castor_canadensis ENSCCNG00000018726
tupaia_belangeri ENSTBEG00000003382
capra_hircus ENSCHIG00000014669
ovis_aries ENSOARG00000020369
bos_taurus ENSBTAG00000010530
tursiops_truncatus ENSTTRG00000006679
sus_scrofa ENSSSCG00000000582
vicugna_pacos ENSVPAG00000004678
equus_asinus_asinus ENSEASG00005014143
equus_caballus ENSECAG00000023618
ursus_maritimus ENSUMAG00000003810
ursus_americanus ENSUAMG00000008290
ailuropoda_melanoleuca ENSAMEG00000000901
canis_lupus_familiaris ENSCAFG00000029872
canis_lupus_dingo ENSCAFG00020007750
vulpes_vulpes ENSVVUG00000001343
mustela_putorius_furo ENSMPUG00000011286
panthera_tigris_altaica ENSPTIG00000011390
panthera_pardus ENSPPRG00000012980
felis_catus ENSFCAG00000029193
sorex_araneus ENSSARG00000006337
pan_troglodytes ENSPTRG00000004756
pan_paniscus ENSPPAG00000033571
gorilla_gorilla ENSGGOG00000023493
homo_sapiens ENSG00000121351
nomascus_leucogenys ENSNLEG00000004779
macaca_fascicularis ENSMFAG00000041436
macaca_nemestrina ENSMNEG00000028927
macaca_mulatta ENSMMUG00000032087
papio_anubis ENSPANG00000001104
theropithecus_gelada ENSTGEG00000025549
cercocebus_atys ENSCATG00000029932
mandrillus_leucophaeus ENSMLEG00000042083
chlorocebus_sabaeus ENSCSAG00000007986
rhinopithecus_bieti ENSRBIG00000027592
rhinopithecus_roxellana ENSRROG00000040892
colobus_angolensis_palliatus ENSCANG00000043436
saimiri_boliviensis_boliviensis ENSSBOG00000032613
cebus_capucinus_imitator ENSCCAG00000020992
callithrix_jacchus ENSCJAG00000040116
carlito_syrichta ENSTSYG00000012780
prolemur_simus ENSPSMG00000013247
microcebus_murinus ENSMICG00000028352
otolemur_garnettii ENSOGAG00000004750
oryctolagus_cuniculus ENSOCUG00000002938
erinaceus_europaeus ENSEEUG00000003609
pteropus_vampyrus ENSPVAG00000007084
apteryx_haastii ENSAHAG00000001966
apteryx_owenii ENSAOWG00000007187
apteryx_rowi ENSARWG00000018209
dromaius_novaehollandiae ENSDNVG00000013099
nothoprocta_perdicaria ENSNPEG00000003886
anser_brachyrhynchus ENSABRG00000012203
anas_platyrhynchos_platyrhynchos ENSAPLG00000003888
coturnix_japonica ENSCJPG00005003113
gallus_gallus ENSGALG00000013168
meleagris_gallopavo ENSMGAG00000013623
numida_meleagris ENSNMEG00000011099
calidris_pygmaea ENSCPGG00000009092
calidris_pugnax ENSCPUG00000019335
lepidothrix_coronata ENSLCOG00000012675
manacus_vitellinus ENSMVIG00005013216
parus_major ENSPMJG00000010496
cyanistes_caeruleus ENSCCEG00000003429
lonchura_striata_domestica ENSLSDG00000009529
taeniopygia_guttata ENSTGUG00000011714
serinus_canaria ENSSCAG00000007418
junco_hyemalis ENSJHYG00000015023
zonotrichia_albicollis ENSZALG00000003761
melopsittacus_undulatus ENSMUNG00000005674
ornithorhynchus_anatinus ENSOANG00000031242
ornithorhynchus_anatinus ENSOANG00000031041
ficedula_albicollis ENSFALG00000008049
anolis_carolinensis ENSACAG00000017440
pogona_vitticeps ENSPVIG00000009818
notechis_scutatus ENSNSUG00000002015
salvator_merianae ENSSMRG00000006632
latimeria_chalumnae ENSLACG00000012440
esox_lucius ENSELUG00000011444
gadus_morhua ENSGMOG00000017160
pygocentrus_nattereri ENSPNAG00000029787
astyanax_mexicanus ENSAMXG00000034981
ictalurus_punctatus ENSIPUG00000009146
amphiprion_percula ENSAPEG00000010591
amphiprion_ocellaris ENSAOCG00000008827
acanthochromis_polyacanthus ENSAPOG00000001997
stegastes_partitus ENSSPAG00000000096
stegastes_partitus ENSSPAG00000006690
scophthalmus_maximus ENSSMAG00000017305
mola_mola ENSMMOG00000007122
labrus_bergylta ENSLBEG00000000289
seriola_lalandi_dorsalis ENSSLDG00000012420
seriola_dumerili ENSSDUG00000013234
anabas_testudineus ENSATEG00000009610
mastacembelus_armatus ENSMAMG00000002815
maylandia_zebra ENSMZEG00005017971
haplochromis_burtoni ENSHBUG00000019701
astatotilapia_calliptera ENSACLG00000006495
neolamprologus_brichardi ENSNBRG00000021832
pundamilia_nyererei ENSPNYG00000005001
oreochromis_niloticus ENSONIG00000009872
amphilophus_citrinellus ENSACIG00000023627
fundulus_heteroclitus ENSFHEG00000000890
cyprinodon_variegatus ENSCVAG00000001621
poecilia_reticulata ENSPREG00000003471
poecilia_reticulata ENSPREG00000020056
xiphophorus_couchianus ENSXCOG00000014958
xiphophorus_maculatus ENSXMAG00000026420
gambusia_affinis ENSGAFG00000011182
kryptolebias_marmoratus ENSKMAG00000006702
oryzias_latipes_asm223467v1 ENSORLG00000008741
oryzias_latipes_asm223471v1 ENSORLG00020006543
oryzias_latipes_asm223469v1 ENSORLG00015003434
oryzias_melastigma ENSOMEG00000023168
cynoglossus_semilaevis ENSCSEG00000014586
periophthalmus_magnuspinnatus ENSPMGG00000010733
takifugu_rubripes ENSTRUG00000004197
tetraodon_nigroviridis ENSTNIG00000002742
gasterosteus_aculeatus ENSGACG00000019067
hippocampus_comes ENSHCOG00000003115
danio_rerio ENSDARG00000105976
paramormyrops_kingsleyae ENSPKIG00000008179
lepisosteus_oculatus ENSLOCG00000015398
