anser_brachyrhynchus ENSABRG00000000942
anas_platyrhynchos_platyrhynchos ENSAPLG00000029689
numida_meleagris ENSNMEG00000009807
coturnix_japonica ENSCJPG00005003612
melopsittacus_undulatus ENSMUNG00000004279
zonotrichia_albicollis ENSZALG00000015787
lonchura_striata_domestica ENSLSDG00000007125
lepidothrix_coronata ENSLCOG00000014388
calidris_pygmaea ENSCPGG00000015940
calidris_pugnax ENSCPUG00000013738
dromaius_novaehollandiae ENSDNVG00000001788
chrysemys_picta_bellii ENSCPBG00000007880
sphenodon_punctatus ENSSPUG00000013510
bison_bison_bison ENSBBBG00000008010
bos_taurus ENSBTAG00000008551
capra_hircus ENSCHIG00000012670
sus_scrofa ENSSSCG00000005128
vicugna_pacos ENSVPAG00000007943
equus_caballus ENSECAG00000028727
equus_asinus_asinus ENSEASG00005004690
ursus_americanus ENSUAMG00000004090
ailuropoda_melanoleuca ENSAMEG00000009375
neovison_vison ENSNVIG00000012160
canis_lupus_dingo ENSCAFG00020014387
felis_catus ENSFCAG00000042736
panthera_pardus ENSPPRG00000012467
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012163
cricetulus_griseus_crigri-picr ENSCGRG00015017304
mesocricetus_auratus ENSMAUG00000020941
microtus_ochrogaster ENSMOCG00000019464
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027126
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000054000
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026161
mus_spicilegus ENSMSIG00000024817
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028498
meriones_unguiculatus ENSMUGG00000024137
nannospalax_galili ENSNGAG00000001051
ictidomys_tridecemlineatus ENSSTOG00000019804
castor_canadensis ENSCCNG00000010824
dipodomys_ordii ENSDORG00000029686
prolemur_simus ENSPSMG00000011421
otolemur_garnettii ENSOGAG00000031514
gorilla_gorilla ENSGGOG00000004137
homo_sapiens ENSG00000198680
pan_troglodytes ENSPTRG00000029307
macaca_mulatta ENSMMUG00000040285
theropithecus_gelada ENSTGEG00000012671
chlorocebus_sabaeus ENSCSAG00000000441
piliocolobus_tephrosceles ENSPTEG00000014821
pan_paniscus ENSPPAG00000035721
colobus_angolensis_palliatus ENSCANG00000030250
callithrix_jacchus ENSCJAG00000043194
oryctolagus_cuniculus ENSOCUG00000017580
dasypus_novemcinctus ENSDNOG00000034474
loxodonta_africana ENSLAFG00000013180
notamacropus_eugenii ENSMEUG00000012586
phascolarctos_cinereus ENSPCIG00000013953
monodelphis_domestica ENSMODG00000004001
