sarcophilus_harrisii ENSSHAG00000014828
monodelphis_domestica ENSMODG00000018909
phascolarctos_cinereus ENSPCIG00000024754
notamacropus_eugenii ENSMEUG00000000253
pteropus_vampyrus ENSPVAG00000006992
myotis_lucifugus ENSMLUG00000017693
ursus_americanus ENSUAMG00000007166
ursus_maritimus ENSUMAG00000005186
ailuropoda_melanoleuca ENSAMEG00000005187
mustela_putorius_furo ENSMPUG00000012499
neovison_vison ENSNVIG00000009079
canis_lupus_familiaris ENSCAFG00000002020
canis_lupus_dingo ENSCAFG00020012626
vulpes_vulpes ENSVVUG00000029286
panthera_tigris_altaica ENSPTIG00000019107
panthera_pardus ENSPPRG00000010642
felis_catus ENSFCAG00000033409
bos_mutus ENSBMUG00000007044
bos_taurus ENSBTAG00000003499
bison_bison_bison ENSBBBG00000005264
capra_hircus ENSCHIG00000012993
ovis_aries ENSOARG00000010497
sus_scrofa ENSSSCG00000025788
tursiops_truncatus ENSTTRG00000008421
vicugna_pacos ENSVPAG00000012282
equus_caballus ENSECAG00000008799
equus_asinus_asinus ENSEASG00005003776
sorex_araneus ENSSARG00000007765
erinaceus_europaeus ENSEEUG00000004403
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023961
mus_spicilegus ENSMSIG00000023915
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022549
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021637
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020629
rattus_norvegicus ENSRNOG00000010174
meriones_unguiculatus ENSMUGG00000008268
peromyscus_maniculatus_bairdii ENSPEMG00000025230
microtus_ochrogaster ENSMOCG00000020772
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000243
cricetulus_griseus_crigri_1.0 ENSCGRG00000000897
cricetulus_griseus_crigri-picr ENSCGRG00015005649
mesocricetus_auratus ENSMAUG00000013309
nannospalax_galili ENSNGAG00000013418
ictidomys_tridecemlineatus ENSSTOG00000011891
urocitellus_parryii ENSUPAG00010004511
spermophilus_dauricus ENSSDAG00000005226
marmota_marmota_marmota ENSMMMG00000024589
castor_canadensis ENSCCNG00000019179
dipodomys_ordii ENSDORG00000015218
chinchilla_lanigera ENSCLAG00000013475
octodon_degus ENSODEG00000015367
cavia_aperea ENSCAPG00000011344
cavia_porcellus ENSCPOG00000032719
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006447
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014196
fukomys_damarensis ENSFDAG00000002119
oryctolagus_cuniculus ENSOCUG00000012928
ochotona_princeps ENSOPRG00000006734
pan_troglodytes ENSPTRG00000018231
pan_paniscus ENSPPAG00000032184
homo_sapiens ENSG00000001561
