seriola_lalandi_dorsalis ENSSLDG00000019534
seriola_dumerili ENSSDUG00000013502
scophthalmus_maximus ENSSMAG00000003336
anabas_testudineus ENSATEG00000002696
mastacembelus_armatus ENSMAMG00000009007
amphiprion_ocellaris ENSAOCG00000007204
amphiprion_percula ENSAPEG00000013807
acanthochromis_polyacanthus ENSAPOG00000013526
stegastes_partitus ENSSPAG00000010110
maylandia_zebra ENSMZEG00005019961
astatotilapia_calliptera ENSACLG00000024160
haplochromis_burtoni ENSHBUG00000015665
pundamilia_nyererei ENSPNYG00000007775
neolamprologus_brichardi ENSNBRG00000022550
amphilophus_citrinellus ENSACIG00000022795
poecilia_formosa ENSPFOG00000018618
poecilia_mexicana ENSPMEG00000013323
poecilia_latipinna ENSPLAG00000012150
poecilia_reticulata ENSPREG00000004753
xiphophorus_couchianus ENSXCOG00000020334
xiphophorus_maculatus ENSXMAG00000004170
gambusia_affinis ENSGAFG00000004372
fundulus_heteroclitus ENSFHEG00000002427
cyprinodon_variegatus ENSCVAG00000004171
kryptolebias_marmoratus ENSKMAG00000013970
oryzias_latipes_asm223467v1 ENSORLG00000009329
oryzias_latipes_asm223471v1 ENSORLG00020002544
oryzias_latipes_asm223469v1 ENSORLG00015015644
oryzias_melastigma ENSOMEG00000007167
mola_mola ENSMMOG00000008327
gasterosteus_aculeatus ENSGACG00000012787
labrus_bergylta ENSLBEG00000019068
takifugu_rubripes ENSTRUG00000014517
tetraodon_nigroviridis ENSTNIG00000004304
hippocampus_comes ENSHCOG00000011144
periophthalmus_magnuspinnatus ENSPMGG00000005547
gadus_morhua ENSGMOG00000002200
astyanax_mexicanus ENSAMXG00000003688
pygocentrus_nattereri ENSPNAG00000027067
danio_rerio ENSDARG00000088549
scleropages_formosus ENSSFOG00015019625
lepisosteus_oculatus ENSLOCG00000004051
saccharomyces_cerevisiae_strain_s288c YOR386W
