calidris_pygmaea ENSCPGG00000004484
melopsittacus_undulatus ENSMUNG00000014769
taeniopygia_guttata ENSTGUG00000016937
taeniopygia_guttata ENSTGUG00000009432
lonchura_striata_domestica ENSLSDG00000001820
zonotrichia_albicollis ENSZALG00000016635
junco_hyemalis ENSJHYG00000010959
serinus_canaria ENSSCAG00000011789
ficedula_albicollis ENSFALG00000007790
parus_major ENSPMJG00000003594
cyanistes_caeruleus ENSCCEG00000004053
manacus_vitellinus ENSMVIG00005003712
lepidothrix_coronata ENSLCOG00000013602
coturnix_japonica ENSCJPG00005014449
meleagris_gallopavo ENSMGAG00000005866
gallus_gallus ENSGALG00000004729
numida_meleagris ENSNMEG00000018557
anas_platyrhynchos_platyrhynchos ENSAPLG00000008042
anser_brachyrhynchus ENSABRG00000009798
apteryx_owenii ENSAOWG00000015233
apteryx_rowi ENSARWG00000015342
apteryx_haastii ENSAHAG00000014755
dromaius_novaehollandiae ENSDNVG00000011096
nothoprocta_perdicaria ENSNPEG00000012251
crocodylus_porosus ENSCPRG00005004357
gopherus_agassizii ENSGAGG00000020613
chelonoidis_abingdonii ENSCABG00000013618
chrysemys_picta_bellii ENSCPBG00000001106
pelodiscus_sinensis ENSPSIG00000015514
pogona_vitticeps ENSPVIG00000021882
anolis_carolinensis ENSACAG00000002568
notechis_scutatus ENSNSUG00000012892
salvator_merianae ENSSMRG00000017101
sphenodon_punctatus ENSSPUG00000013471
monodelphis_domestica ENSMODG00000012202
sarcophilus_harrisii ENSSHAG00000015445
notamacropus_eugenii ENSMEUG00000012448
propithecus_coquereli ENSPCOG00000008563
microcebus_murinus ENSMICG00000045526
prolemur_simus ENSPSMG00000014871
otolemur_garnettii ENSOGAG00000029800
homo_sapiens ENSG00000130876
gorilla_gorilla ENSGGOG00000006085
pan_paniscus ENSPPAG00000029338
pan_troglodytes ENSPTRG00000010807
pongo_abelii ENSPPYG00000009827
nomascus_leucogenys ENSNLEG00000007686
mandrillus_leucophaeus ENSMLEG00000037857
cercocebus_atys ENSCATG00000030571
macaca_nemestrina ENSMNEG00000037424
macaca_fascicularis ENSMFAG00000041307
theropithecus_gelada ENSTGEG00000014988
papio_anubis ENSPANG00000005447
chlorocebus_sabaeus ENSCSAG00000004683
piliocolobus_tephrosceles ENSPTEG00000039330
colobus_angolensis_palliatus ENSCANG00000013118
rhinopithecus_bieti ENSRBIG00000036126
rhinopithecus_roxellana ENSRROG00000038295
saimiri_boliviensis_boliviensis ENSSBOG00000027542
cebus_capucinus_imitator ENSCCAG00000037990
callithrix_jacchus ENSCJAG00000000642
aotus_nancymaae ENSANAG00000021682
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030679
mus_spicilegus ENSMSIG00000023015
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000030495
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029580
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012814
rattus_norvegicus ENSRNOG00000010938
meriones_unguiculatus ENSMUGG00000014713
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006085
cricetulus_griseus_crigri-picr ENSCGRG00015019841
cricetulus_griseus_crigri_1.0 ENSCGRG00000000224
mesocricetus_auratus ENSMAUG00000007653
peromyscus_maniculatus_bairdii ENSPEMG00000007269
microtus_ochrogaster ENSMOCG00000020699
nannospalax_galili ENSNGAG00000009565
jaculus_jaculus ENSJJAG00000006090
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004696
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015188
fukomys_damarensis ENSFDAG00000018366
chinchilla_lanigera ENSCLAG00000015288
octodon_degus ENSODEG00000014633
cavia_porcellus ENSCPOG00000040440
cavia_aperea ENSCAPG00000000289
castor_canadensis ENSCCNG00000028958
dipodomys_ordii ENSDORG00000002321
oryctolagus_cuniculus ENSOCUG00000009443
ochotona_princeps ENSOPRG00000012130
spermophilus_dauricus ENSSDAG00000004987
carlito_syrichta ENSTSYG00000029397
ursus_americanus ENSUAMG00000017449
ailuropoda_melanoleuca ENSAMEG00000008261
canis_lupus_dingo ENSCAFG00020019693
canis_lupus_familiaris ENSCAFG00000007422
vulpes_vulpes ENSVVUG00000016564
neovison_vison ENSNVIG00000019536
mustela_putorius_furo ENSMPUG00000007598
panthera_pardus ENSPPRG00000010815
panthera_tigris_altaica ENSPTIG00000021296
felis_catus ENSFCAG00000014921
erinaceus_europaeus ENSEEUG00000000645
erinaceus_europaeus ENSEEUG00000009971
pteropus_vampyrus ENSPVAG00000011611
myotis_lucifugus ENSMLUG00000012196
equus_caballus ENSECAG00000014510
equus_asinus_asinus ENSEASG00005021240
tursiops_truncatus ENSTTRG00000012227
sus_scrofa ENSSSCG00000002864
bison_bison_bison ENSBBBG00000010361
bos_mutus ENSBMUG00000019581
capra_hircus ENSCHIG00000023717
ovis_aries ENSOARG00000004405
dasypus_novemcinctus ENSDNOG00000032554
ictidomys_tridecemlineatus ENSSTOG00000009450
marmota_marmota_marmota ENSMMMG00000006705
urocitellus_parryii ENSUPAG00010010545
spermophilus_dauricus ENSSDAG00000004959
tupaia_belangeri ENSTBEG00000016892
sorex_araneus ENSSARG00000005807
ursus_maritimus ENSUMAG00000014779
procavia_capensis ENSPCAG00000000600
ochotona_princeps ENSOPRG00000004834
bos_taurus ENSBTAG00000046544
macaca_mulatta ENSMMUG00000022875
phascolarctos_cinereus ENSPCIG00000009596
pogona_vitticeps ENSPVIG00000021883
calidris_pugnax ENSCPUG00000008113
ornithorhynchus_anatinus ENSOANG00000012737
xenopus_tropicalis ENSXETG00000018279
latimeria_chalumnae ENSLACG00000010247
pygocentrus_nattereri ENSPNAG00000016669
astyanax_mexicanus ENSAMXG00000013943
ictalurus_punctatus ENSIPUG00000016318
danio_rerio ENSDARG00000051730
esox_lucius ENSELUG00000001270
mola_mola ENSMMOG00000018658
gasterosteus_aculeatus ENSGACG00000008186
labrus_bergylta ENSLBEG00000005766
amphiprion_ocellaris ENSAOCG00000016356
amphiprion_percula ENSAPEG00000014970
acanthochromis_polyacanthus ENSAPOG00000006501
stegastes_partitus ENSSPAG00000003776
poecilia_latipinna ENSPLAG00000011762
poecilia_mexicana ENSPMEG00000021762
poecilia_formosa ENSPFOG00000000024
poecilia_reticulata ENSPREG00000004837
xiphophorus_couchianus ENSXCOG00000000813
xiphophorus_maculatus ENSXMAG00000012176
gambusia_affinis ENSGAFG00000003762
cyprinodon_variegatus ENSCVAG00000021983
oryzias_latipes_asm223467v1 ENSORLG00000018320
oryzias_latipes_asm223469v1 ENSORLG00015020865
oryzias_latipes_asm223471v1 ENSORLG00020005606
oryzias_melastigma ENSOMEG00000021797
astatotilapia_calliptera ENSACLG00000023774
maylandia_zebra ENSMZEG00005024217
haplochromis_burtoni ENSHBUG00000020334
pundamilia_nyererei ENSPNYG00000022898
oreochromis_niloticus ENSONIG00000010619
neolamprologus_brichardi ENSNBRG00000017967
amphilophus_citrinellus ENSACIG00000005883
tetraodon_nigroviridis ENSTNIG00000004495
mastacembelus_armatus ENSMAMG00000013841
monopterus_albus ENSMALG00000015712
anabas_testudineus ENSATEG00000011680
scophthalmus_maximus ENSSMAG00000000627
cynoglossus_semilaevis ENSCSEG00000021699
seriola_dumerili ENSSDUG00000017375
seriola_lalandi_dorsalis ENSSLDG00000024595
