astyanax_mexicanus ENSAMXG00000016232
pygocentrus_nattereri ENSPNAG00000020222
ictalurus_punctatus ENSIPUG00000005578
danio_rerio ENSDARG00000096562
monopterus_albus ENSMALG00000018790
mastacembelus_armatus ENSMAMG00000019874
anabas_testudineus ENSATEG00000000409
scophthalmus_maximus ENSSMAG00000003153
cynoglossus_semilaevis ENSCSEG00000001547
seriola_dumerili ENSSDUG00000010793
seriola_lalandi_dorsalis ENSSLDG00000010217
poecilia_latipinna ENSPLAG00000023057
poecilia_mexicana ENSPMEG00000008894
poecilia_formosa ENSPFOG00000018833
poecilia_reticulata ENSPREG00000018332
xiphophorus_maculatus ENSXMAG00000005408
xiphophorus_couchianus ENSXCOG00000002801
gambusia_affinis ENSGAFG00000014429
fundulus_heteroclitus ENSFHEG00000019025
cyprinodon_variegatus ENSCVAG00000001711
kryptolebias_marmoratus ENSKMAG00000000830
oryzias_latipes_asm223467v1 ENSORLG00000013618
oryzias_latipes_asm223469v1 ENSORLG00015017825
oryzias_melastigma ENSOMEG00000021651
oryzias_latipes_asm223467v1 ENSORLG00000026186
oryzias_latipes_asm223471v1 ENSORLG00020015884
oryzias_latipes_asm223469v1 ENSORLG00015013658
astatotilapia_calliptera ENSACLG00000023516
maylandia_zebra ENSMZEG00005004884
haplochromis_burtoni ENSHBUG00000006385
pundamilia_nyererei ENSPNYG00000007593
neolamprologus_brichardi ENSNBRG00000012925
amphilophus_citrinellus ENSACIG00000001514
amphiprion_ocellaris ENSAOCG00000006220
amphiprion_percula ENSAPEG00000016542
acanthochromis_polyacanthus ENSAPOG00000021620
stegastes_partitus ENSSPAG00000022112
mola_mola ENSMMOG00000020733
takifugu_rubripes ENSTRUG00000023473
labrus_bergylta ENSLBEG00000028158
hippocampus_comes ENSHCOG00000012119
periophthalmus_magnuspinnatus ENSPMGG00000019378
esox_lucius ENSELUG00000021405
scleropages_formosus ENSSFOG00015022829
paramormyrops_kingsleyae ENSPKIG00000006678
lepisosteus_oculatus ENSLOCG00000010884
