ictalurus_punctatus ENSIPUG00000001490
astyanax_mexicanus ENSAMXG00000004165
pygocentrus_nattereri ENSPNAG00000015803
danio_rerio ENSDARG00000006666
takifugu_rubripes ENSTRUG00000017101
tetraodon_nigroviridis ENSTNIG00000009983
mola_mola ENSMMOG00000018777
amphiprion_ocellaris ENSAOCG00000007679
amphiprion_percula ENSAPEG00000023734
acanthochromis_polyacanthus ENSAPOG00000013402
stegastes_partitus ENSSPAG00000008190
astatotilapia_calliptera ENSACLG00000020797
maylandia_zebra ENSMZEG00005018890
maylandia_zebra ENSMZEG00005018919
maylandia_zebra ENSMZEG00005018950
maylandia_zebra ENSMZEG00005018960
maylandia_zebra ENSMZEG00005018935
maylandia_zebra ENSMZEG00005018954
astatotilapia_calliptera ENSACLG00000021004
maylandia_zebra ENSMZEG00005018945
neolamprologus_brichardi ENSNBRG00000007225
oreochromis_niloticus ENSONIG00000004913
amphilophus_citrinellus ENSACIG00000003246
cyprinodon_variegatus ENSCVAG00000002633
fundulus_heteroclitus ENSFHEG00000017085
poecilia_formosa ENSPFOG00000018569
poecilia_latipinna ENSPLAG00000007067
poecilia_mexicana ENSPMEG00000002258
gambusia_affinis ENSGAFG00000000968
xiphophorus_maculatus ENSXMAG00000010906
poecilia_reticulata ENSPREG00000017161
kryptolebias_marmoratus ENSKMAG00000022255
oryzias_latipes_asm223467v1 ENSORLG00000005682
oryzias_latipes_asm223471v1 ENSORLG00020008669
oryzias_latipes_asm223469v1 ENSORLG00015014456
oryzias_melastigma ENSOMEG00000018921
labrus_bergylta ENSLBEG00000015760
gasterosteus_aculeatus ENSGACG00000020632
seriola_dumerili ENSSDUG00000004190
seriola_lalandi_dorsalis ENSSLDG00000017222
scophthalmus_maximus ENSSMAG00000010031
monopterus_albus ENSMALG00000007372
mastacembelus_armatus ENSMAMG00000018919
anabas_testudineus ENSATEG00000021254
hippocampus_comes ENSHCOG00000000187
cynoglossus_semilaevis ENSCSEG00000010161
periophthalmus_magnuspinnatus ENSPMGG00000005014
gadus_morhua ENSGMOG00000002316
esox_lucius ENSELUG00000011399
scleropages_formosus ENSSFOG00015005820
paramormyrops_kingsleyae ENSPKIG00000015986
lepisosteus_oculatus ENSLOCG00000005915
phascolarctos_cinereus ENSPCIG00000000146
notamacropus_eugenii ENSMEUG00000002945
monodelphis_domestica ENSMODG00000013825
notamacropus_eugenii ENSMEUG00000005039
sarcophilus_harrisii ENSSHAG00000001955
loxodonta_africana ENSLAFG00000010279
procavia_capensis ENSPCAG00000011376
echinops_telfairi ENSETEG00000011902
dipodomys_ordii ENSDORG00000012405
castor_canadensis ENSCCNG00000025688
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032077
mus_spicilegus ENSMSIG00000011279
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033299
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032160
rattus_norvegicus ENSRNOG00000018665
meriones_unguiculatus ENSMUGG00000013474
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019626
