parus_major ENSPMJG00000015519
cyanistes_caeruleus ENSCCEG00000015507
ficedula_albicollis ENSFALG00000007250
taeniopygia_guttata ENSTGUG00000007414
lonchura_striata_domestica ENSLSDG00000003577
serinus_canaria ENSSCAG00000017277
zonotrichia_albicollis ENSZALG00000012922
junco_hyemalis ENSJHYG00000017986
manacus_vitellinus ENSMVIG00005016659
lepidothrix_coronata ENSLCOG00000004959
melopsittacus_undulatus ENSMUNG00000013711
calidris_pygmaea ENSCPGG00000015576
calidris_pugnax ENSCPUG00000013604
anser_brachyrhynchus ENSABRG00000001837
anas_platyrhynchos_platyrhynchos ENSAPLG00000012179
gallus_gallus ENSGALG00000005637
meleagris_gallopavo ENSMGAG00000007097
coturnix_japonica ENSCJPG00005018322
numida_meleagris ENSNMEG00000002966
apteryx_owenii ENSAOWG00000009237
apteryx_haastii ENSAHAG00000003354
apteryx_rowi ENSARWG00000003658
dromaius_novaehollandiae ENSDNVG00000003383
nothoprocta_perdicaria ENSNPEG00000012151
crocodylus_porosus ENSCPRG00005001363
chrysemys_picta_bellii ENSCPBG00000020416
chelonoidis_abingdonii ENSCABG00000006615
gopherus_agassizii ENSGAGG00000012266
chelonoidis_abingdonii ENSCABG00000006616
pelodiscus_sinensis ENSPSIG00000017086
pogona_vitticeps ENSPVIG00000016667
anolis_carolinensis ENSACAG00000014475
pogona_vitticeps ENSPVIG00000016666
notechis_scutatus ENSNSUG00000020249
salvator_merianae ENSSMRG00000001625
sphenodon_punctatus ENSSPUG00000014652
ornithorhynchus_anatinus ENSOANG00000007818
ornithorhynchus_anatinus ENSOANG00000007821
cyprinodon_variegatus ENSCVAG00000017199
cyprinodon_variegatus ENSCVAG00000017133
calidris_pygmaea ENSCPGG00000015604
equus_asinus_asinus ENSEASG00005015245
equus_caballus ENSECAG00000023593
myotis_lucifugus ENSMLUG00000006247
pteropus_vampyrus ENSPVAG00000011270
bos_mutus ENSBMUG00000001789
bos_taurus ENSBTAG00000006014
bison_bison_bison ENSBBBG00000022275
ovis_aries ENSOARG00000017794
capra_hircus ENSCHIG00000006795
tursiops_truncatus ENSTTRG00000008352
sus_scrofa ENSSSCG00000010579
vicugna_pacos ENSVPAG00000007562
ursus_americanus ENSUAMG00000028062
ursus_maritimus ENSUMAG00000023098
ailuropoda_melanoleuca ENSAMEG00000017700
neovison_vison ENSNVIG00000017606
mustela_putorius_furo ENSMPUG00000016883
canis_lupus_dingo ENSCAFG00020010157
canis_lupus_dingo ENSCAFG00020010159
canis_lupus_familiaris ENSCAFG00000010131
vulpes_vulpes ENSVVUG00000002840
panthera_tigris_altaica ENSPTIG00000017555
panthera_pardus ENSPPRG00000022832
felis_catus ENSFCAG00000001241
erinaceus_europaeus ENSEEUG00000012548
sorex_araneus ENSSARG00000006111
prolemur_simus ENSPSMG00000011538
propithecus_coquereli ENSPCOG00000027442
microcebus_murinus ENSMICG00000011832
otolemur_garnettii ENSOGAG00000016366
pan_paniscus ENSPPAG00000042922
pan_troglodytes ENSPTRG00000002887
homo_sapiens ENSG00000107862
gorilla_gorilla ENSGGOG00000006948
pongo_abelii ENSPPYG00000002598
nomascus_leucogenys ENSNLEG00000015044
piliocolobus_tephrosceles ENSPTEG00000002599
colobus_angolensis_palliatus ENSCANG00000031123
rhinopithecus_roxellana ENSRROG00000033162
rhinopithecus_bieti ENSRBIG00000005903
theropithecus_gelada ENSTGEG00000020459
papio_anubis ENSPANG00000021018
macaca_mulatta ENSMMUG00000002985
macaca_fascicularis ENSMFAG00000002812
macaca_nemestrina ENSMNEG00000030880
mandrillus_leucophaeus ENSMLEG00000030526
cercocebus_atys ENSCATG00000041222
chlorocebus_sabaeus ENSCSAG00000005450
cebus_capucinus_imitator ENSCCAG00000035570
saimiri_boliviensis_boliviensis ENSSBOG00000021062
callithrix_jacchus ENSCJAG00000017861
aotus_nancymaae ENSANAG00000028077
tupaia_belangeri ENSTBEG00000006737
carlito_syrichta ENSTSYG00000006326
octodon_degus ENSODEG00000007076
chinchilla_lanigera ENSCLAG00000004338
cavia_porcellus ENSCPOG00000004514
cavia_aperea ENSCAPG00000004658
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002115
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008912
fukomys_damarensis ENSFDAG00000002209
ictidomys_tridecemlineatus ENSSTOG00000002171
urocitellus_parryii ENSUPAG00010020727
spermophilus_dauricus ENSSDAG00000022149
marmota_marmota_marmota ENSMMMG00000023283
mus_spicilegus ENSMSIG00000011585
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023951
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000025224
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023030
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014520
rattus_norvegicus ENSRNOG00000026048
meriones_unguiculatus ENSMUGG00000015222
mesocricetus_auratus ENSMAUG00000017791
mesocricetus_auratus ENSMAUG00000017130
cricetulus_griseus_crigri-picr ENSCGRG00015021219
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022494
cricetulus_griseus_crigri_1.0 ENSCGRG00000013530
peromyscus_maniculatus_bairdii ENSPEMG00000018772
microtus_ochrogaster ENSMOCG00000022834
nannospalax_galili ENSNGAG00000006095
jaculus_jaculus ENSJJAG00000010788
