tetraodon_nigroviridis ENSTNIG00000007256
periophthalmus_magnuspinnatus ENSPMGG00000019488
cynoglossus_semilaevis ENSCSEG00000016000
poecilia_formosa ENSPFOG00000015046
poecilia_mexicana ENSPMEG00000013835
poecilia_latipinna ENSPLAG00000018925
poecilia_reticulata ENSPREG00000000630
gambusia_affinis ENSGAFG00000020829
xiphophorus_maculatus ENSXMAG00000005257
xiphophorus_couchianus ENSXCOG00000006344
fundulus_heteroclitus ENSFHEG00000018659
cyprinodon_variegatus ENSCVAG00000017641
kryptolebias_marmoratus ENSKMAG00000004021
oryzias_latipes_asm223467v1 ENSORLG00000015710
oryzias_latipes_asm223469v1 ENSORLG00015002119
oryzias_latipes_asm223471v1 ENSORLG00020007003
oryzias_melastigma ENSOMEG00000013603
monopterus_albus ENSMALG00000005127
labrus_bergylta ENSLBEG00000002170
seriola_dumerili ENSSDUG00000001226
seriola_lalandi_dorsalis ENSSLDG00000011987
mola_mola ENSMMOG00000015120
amphilophus_citrinellus ENSACIG00000009385
scophthalmus_maximus ENSSMAG00000018000
gasterosteus_aculeatus ENSGACG00000005799
maylandia_zebra ENSMZEG00005023736
astatotilapia_calliptera ENSACLG00000021267
haplochromis_burtoni ENSHBUG00000001330
pundamilia_nyererei ENSPNYG00000015943
neolamprologus_brichardi ENSNBRG00000014271
oreochromis_niloticus ENSONIG00000001688
amphiprion_ocellaris ENSAOCG00000009414
amphiprion_percula ENSAPEG00000008968
acanthochromis_polyacanthus ENSAPOG00000012631
stegastes_partitus ENSSPAG00000018211
anabas_testudineus ENSATEG00000013799
mastacembelus_armatus ENSMAMG00000001055
hippocampus_comes ENSHCOG00000006750
gadus_morhua ENSGMOG00000003664
esox_lucius ENSELUG00000021209
astyanax_mexicanus ENSAMXG00000032007
pygocentrus_nattereri ENSPNAG00000013997
ictalurus_punctatus ENSIPUG00000020909
danio_rerio ENSDARG00000023117
scleropages_formosus ENSSFOG00015016215
paramormyrops_kingsleyae ENSPKIG00000014301
anas_platyrhynchos_platyrhynchos ENSAPLG00000028794
takifugu_rubripes ENSTRUG00000003796
lepisosteus_oculatus ENSLOCG00000017146
phascolarctos_cinereus ENSPCIG00000023081
notamacropus_eugenii ENSMEUG00000005745
monodelphis_domestica ENSMODG00000017803
sarcophilus_harrisii ENSSHAG00000013357
prolemur_simus ENSPSMG00000022383
microcebus_murinus ENSMICG00000037737
propithecus_coquereli ENSPCOG00000028025
otolemur_garnettii ENSOGAG00000014241
macaca_fascicularis ENSMFAG00000032714
macaca_nemestrina ENSMNEG00000041231
theropithecus_gelada ENSTGEG00000004745
papio_anubis ENSPANG00000020085
cercocebus_atys ENSCATG00000037476
mandrillus_leucophaeus ENSMLEG00000026392
chlorocebus_sabaeus ENSCSAG00000016048
colobus_angolensis_palliatus ENSCANG00000016325
piliocolobus_tephrosceles ENSPTEG00000026282
rhinopithecus_roxellana ENSRROG00000035926
rhinopithecus_bieti ENSRBIG00000040565
homo_sapiens ENSG00000047932
homo_sapiens ENSG00000282218
gorilla_gorilla ENSGGOG00000013555
pan_paniscus ENSPPAG00000042271
pan_troglodytes ENSPTRG00000018546
pongo_abelii ENSPPYG00000016964
nomascus_leucogenys ENSNLEG00000013426
cebus_capucinus_imitator ENSCCAG00000028924
cebus_capucinus_imitator ENSCCAG00000036177
saimiri_boliviensis_boliviensis ENSSBOG00000021757
callithrix_jacchus ENSCJAG00000004242
aotus_nancymaae ENSANAG00000032043
carlito_syrichta ENSTSYG00000004241
carlito_syrichta ENSTSYG00000037568
tupaia_belangeri ENSTBEG00000017477
castor_canadensis ENSCCNG00000031263
dipodomys_ordii ENSDORG00000015778
urocitellus_parryii ENSUPAG00010021972
spermophilus_dauricus ENSSDAG00000007759
ictidomys_tridecemlineatus ENSSTOG00000006712
marmota_marmota_marmota ENSMMMG00000015918
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019861
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015313
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016122
mus_spicilegus ENSMSIG00000022667
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030730
rattus_norvegicus ENSRNOG00000000408
meriones_unguiculatus ENSMUGG00000015158
microtus_ochrogaster ENSMOCG00000020068
