gasterosteus_aculeatus ENSGACG00000010646
scophthalmus_maximus ENSSMAG00000012724
monopterus_albus ENSMALG00000009874
mastacembelus_armatus ENSMAMG00000019735
xiphophorus_maculatus ENSXMAG00000009653
xiphophorus_couchianus ENSXCOG00000019432
gambusia_affinis ENSGAFG00000013507
poecilia_formosa ENSPFOG00000010576
poecilia_latipinna ENSPLAG00000016501
poecilia_reticulata ENSPREG00000008654
poecilia_mexicana ENSPMEG00000003667
fundulus_heteroclitus ENSFHEG00000016207
cyprinodon_variegatus ENSCVAG00000004469
kryptolebias_marmoratus ENSKMAG00000005756
oryzias_latipes_asm223467v1 ENSORLG00000011481
oryzias_latipes_asm223471v1 ENSORLG00020007116
oryzias_latipes_asm223469v1 ENSORLG00015012940
oryzias_melastigma ENSOMEG00000011269
astatotilapia_calliptera ENSACLG00000022019
haplochromis_burtoni ENSHBUG00000013792
pundamilia_nyererei ENSPNYG00000001545
maylandia_zebra ENSMZEG00005016536
oreochromis_niloticus ENSONIG00000012786
neolamprologus_brichardi ENSNBRG00000002774
amphilophus_citrinellus ENSACIG00000005814
periophthalmus_magnuspinnatus ENSPMGG00000023012
anabas_testudineus ENSATEG00000022390
hippocampus_comes ENSHCOG00000020438
cynoglossus_semilaevis ENSCSEG00000018812
amphiprion_percula ENSAPEG00000008956
amphiprion_ocellaris ENSAOCG00000023010
acanthochromis_polyacanthus ENSAPOG00000015739
stegastes_partitus ENSSPAG00000015855
periophthalmus_magnuspinnatus ENSPMGG00000012188
seriola_dumerili ENSSDUG00000009359
seriola_lalandi_dorsalis ENSSLDG00000022630
mola_mola ENSMMOG00000016587
tetraodon_nigroviridis ENSTNIG00000008102
labrus_bergylta ENSLBEG00000016325
gadus_morhua ENSGMOG00000004601
esox_lucius ENSELUG00000015675
pygocentrus_nattereri ENSPNAG00000017777
astyanax_mexicanus ENSAMXG00000015956
ictalurus_punctatus ENSIPUG00000007840
danio_rerio ENSDARG00000004561
scleropages_formosus ENSSFOG00015001139
paramormyrops_kingsleyae ENSPKIG00000012657
