oryctolagus_cuniculus ENSOCUG00000003396
cricetulus_griseus_crigri_1.0 ENSCGRG00000006626
pan_paniscus ENSPPAG00000036805
pan_troglodytes ENSPTRG00000010966
homo_sapiens ENSG00000063322
gorilla_gorilla ENSGGOG00000001844
pongo_abelii ENSPPYG00000009965
nomascus_leucogenys ENSNLEG00000014421
macaca_mulatta ENSMMUG00000005554
macaca_nemestrina ENSMNEG00000037243
macaca_fascicularis ENSMFAG00000044241
theropithecus_gelada ENSTGEG00000002351
papio_anubis ENSPANG00000003599
chlorocebus_sabaeus ENSCSAG00000003866
cercocebus_atys ENSCATG00000011553
mandrillus_leucophaeus ENSMLEG00000042772
colobus_angolensis_palliatus ENSCANG00000040842
piliocolobus_tephrosceles ENSPTEG00000037692
rhinopithecus_bieti ENSRBIG00000041128
rhinopithecus_roxellana ENSRROG00000035615
cebus_capucinus_imitator ENSCCAG00000023861
saimiri_boliviensis_boliviensis ENSSBOG00000030604
callithrix_jacchus ENSCJAG00000014147
aotus_nancymaae ENSANAG00000023429
carlito_syrichta ENSTSYG00000006082
prolemur_simus ENSPSMG00000023231
microcebus_murinus ENSMICG00000006093
propithecus_coquereli ENSPCOG00000003939
otolemur_garnettii ENSOGAG00000027557
mus_spicilegus ENSMSIG00000000975
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030543
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000003444
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029445
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0012681
rattus_norvegicus ENSRNOG00000019702
meriones_unguiculatus ENSMUGG00000024904
cricetulus_griseus_crigri-picr ENSCGRG00015025807
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004443
mesocricetus_auratus ENSMAUG00000009099
peromyscus_maniculatus_bairdii ENSPEMG00000018482
microtus_ochrogaster ENSMOCG00000011809
nannospalax_galili ENSNGAG00000019939
jaculus_jaculus ENSJJAG00000011160
castor_canadensis ENSCCNG00000010790
dipodomys_ordii ENSDORG00000013486
ictidomys_tridecemlineatus ENSSTOG00000028015
marmota_marmota_marmota ENSMMMG00000021063
spermophilus_dauricus ENSSDAG00000000019
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013477
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007318
fukomys_damarensis ENSFDAG00000000569
cavia_porcellus ENSCPOG00000038584
cavia_aperea ENSCAPG00000012398
octodon_degus ENSODEG00000016835
octodon_degus ENSODEG00000002117
chinchilla_lanigera ENSCLAG00000014850
ovis_aries ENSOARG00000006064
capra_hircus ENSCHIG00000022951
bos_mutus ENSBMUG00000015140
bos_taurus ENSBTAG00000020429
bison_bison_bison ENSBBBG00000018763
tursiops_truncatus ENSTTRG00000003561
equus_asinus_asinus ENSEASG00005012803
equus_caballus ENSECAG00000018277
ailuropoda_melanoleuca ENSAMEG00000008504
ursus_americanus ENSUAMG00000009987
mustela_putorius_furo ENSMPUG00000017727
neovison_vison ENSNVIG00000010513
canis_lupus_familiaris ENSCAFG00000005533
canis_lupus_dingo ENSCAFG00020015864
vulpes_vulpes ENSVVUG00000006273
panthera_tigris_altaica ENSPTIG00000010534
panthera_pardus ENSPPRG00000017109
felis_catus ENSFCAG00000044746
pteropus_vampyrus ENSPVAG00000011122
myotis_lucifugus ENSMLUG00000028959
sorex_araneus ENSSARG00000000823
dasypus_novemcinctus ENSDNOG00000032402
loxodonta_africana ENSLAFG00000031156
procavia_capensis ENSPCAG00000010470
echinops_telfairi ENSETEG00000000406
phascolarctos_cinereus ENSPCIG00000010490
monodelphis_domestica ENSMODG00000013490
sarcophilus_harrisii ENSSHAG00000009096
notamacropus_eugenii ENSMEUG00000010296
nothoprocta_perdicaria ENSNPEG00000007212
