anabas_testudineus ENSATEG00000022989
mastacembelus_armatus ENSMAMG00000021902
mola_mola ENSMMOG00000016950
takifugu_rubripes ENSTRUG00000020260
seriola_lalandi_dorsalis ENSSLDG00000018613
seriola_dumerili ENSSDUG00000022261
maylandia_zebra ENSMZEG00005023082
astatotilapia_calliptera ENSACLG00000025400
pundamilia_nyererei ENSPNYG00000013843
haplochromis_burtoni ENSHBUG00000008602
neolamprologus_brichardi ENSNBRG00000004305
amphilophus_citrinellus ENSACIG00000007506
poecilia_latipinna ENSPLAG00000015031
poecilia_mexicana ENSPMEG00000010547
poecilia_reticulata ENSPREG00000009896
xiphophorus_maculatus ENSXMAG00000021920
xiphophorus_couchianus ENSXCOG00000017538
gambusia_affinis ENSGAFG00000011877
fundulus_heteroclitus ENSFHEG00000023309
cyprinodon_variegatus ENSCVAG00000011242
kryptolebias_marmoratus ENSKMAG00000009817
