xenopus_tropicalis ENSXETG00000021723
latimeria_chalumnae ENSLACG00000009254
pygocentrus_nattereri ENSPNAG00000002504
astyanax_mexicanus ENSAMXG00000035789
ictalurus_punctatus ENSIPUG00000013404
danio_rerio ENSDARG00000019503
cynoglossus_semilaevis ENSCSEG00000001153
periophthalmus_magnuspinnatus ENSPMGG00000020672
xiphophorus_maculatus ENSXMAG00000016353
xiphophorus_couchianus ENSXCOG00000000044
gambusia_affinis ENSGAFG00000000809
poecilia_formosa ENSPFOG00000019511
poecilia_latipinna ENSPLAG00000003891
poecilia_mexicana ENSPMEG00000010174
poecilia_reticulata ENSPREG00000003231
fundulus_heteroclitus ENSFHEG00000014901
cyprinodon_variegatus ENSCVAG00000018406
hippocampus_comes ENSHCOG00000010696
hippocampus_comes ENSHCOG00000007730
labrus_bergylta ENSLBEG00000019727
mola_mola ENSMMOG00000020233
haplochromis_burtoni ENSHBUG00000005466
pundamilia_nyererei ENSPNYG00000005255
maylandia_zebra ENSMZEG00005012332
astatotilapia_calliptera ENSACLG00000009116
neolamprologus_brichardi ENSNBRG00000017012
oreochromis_niloticus ENSONIG00000009093
amphilophus_citrinellus ENSACIG00000005729
gasterosteus_aculeatus ENSGACG00000004125
takifugu_rubripes ENSTRUG00000006215
oryzias_latipes_asm223471v1 ENSORLG00020002350
oryzias_latipes_asm223467v1 ENSORLG00000001613
oryzias_latipes_asm223469v1 ENSORLG00015016669
oryzias_melastigma ENSOMEG00000012912
kryptolebias_marmoratus ENSKMAG00000008208
amphiprion_ocellaris ENSAOCG00000018450
amphiprion_percula ENSAPEG00000021013
acanthochromis_polyacanthus ENSAPOG00000003918
stegastes_partitus ENSSPAG00000009495
seriola_dumerili ENSSDUG00000017203
seriola_lalandi_dorsalis ENSSLDG00000010549
scophthalmus_maximus ENSSMAG00000004611
mastacembelus_armatus ENSMAMG00000000499
monopterus_albus ENSMALG00000016190
anabas_testudineus ENSATEG00000001988
gadus_morhua ENSGMOG00000003962
esox_lucius ENSELUG00000016925
