mastacembelus_armatus ENSMAMG00000015003
anabas_testudineus ENSATEG00000022276
seriola_dumerili ENSSDUG00000002508
seriola_lalandi_dorsalis ENSSLDG00000017400
scophthalmus_maximus ENSSMAG00000002769
astatotilapia_calliptera ENSACLG00000001365
maylandia_zebra ENSMZEG00005022084
pundamilia_nyererei ENSPNYG00000021064
haplochromis_burtoni ENSHBUG00000015840
amphilophus_citrinellus ENSACIG00000007347
mola_mola ENSMMOG00000020273
esox_lucius ENSELUG00000007380
pygocentrus_nattereri ENSPNAG00000001854
astyanax_mexicanus ENSAMXG00000007417
ictalurus_punctatus ENSIPUG00000000346
danio_rerio ENSDARG00000069696
paramormyrops_kingsleyae ENSPKIG00000006964
scleropages_formosus ENSSFOG00015012550
lepisosteus_oculatus ENSLOCG00000011453
calidris_pygmaea ENSCPGG00000006082
calidris_pugnax ENSCPUG00000004224
anser_brachyrhynchus ENSABRG00000021304
dromaius_novaehollandiae ENSDNVG00000008290
sphenodon_punctatus ENSSPUG00000007925
apteryx_owenii ENSAOWG00000011332
apteryx_haastii ENSAHAG00000007900
apteryx_rowi ENSARWG00000006275
dromaius_novaehollandiae ENSDNVG00000000133
nothoprocta_perdicaria ENSNPEG00000000680
cyanistes_caeruleus ENSCCEG00000021168
parus_major ENSPMJG00000004634
ficedula_albicollis ENSFALG00000002434
zonotrichia_albicollis ENSZALG00000014912
junco_hyemalis ENSJHYG00000011408
serinus_canaria ENSSCAG00000007100
lonchura_striata_domestica ENSLSDG00000013412
taeniopygia_guttata ENSTGUG00000001402
lepidothrix_coronata ENSLCOG00000014904
manacus_vitellinus ENSMVIG00005012125
melopsittacus_undulatus ENSMUNG00000004148
calidris_pygmaea ENSCPGG00000011789
calidris_pugnax ENSCPUG00000017645
anser_brachyrhynchus ENSABRG00000011108
anas_platyrhynchos_platyrhynchos ENSAPLG00000001746
gallus_gallus ENSGALG00000000106
coturnix_japonica ENSCJPG00005009059
meleagris_gallopavo ENSMGAG00000005274
numida_meleagris ENSNMEG00000009000
crocodylus_porosus ENSCPRG00005006124
gopherus_agassizii ENSGAGG00000003621
chelonoidis_abingdonii ENSCABG00000016645
chrysemys_picta_bellii ENSCPBG00000010109
pelodiscus_sinensis ENSPSIG00000013752
pogona_vitticeps ENSPVIG00000007534
anolis_carolinensis ENSACAG00000004629
notechis_scutatus ENSNSUG00000002682
salvator_merianae ENSSMRG00000003606
phascolarctos_cinereus ENSPCIG00000021975
notamacropus_eugenii ENSMEUG00000015591
sarcophilus_harrisii ENSSHAG00000010853
monodelphis_domestica ENSMODG00000001565
capra_hircus ENSCHIG00000022218
ovis_aries ENSOARG00000019466
bos_mutus ENSBMUG00000002593
bos_taurus ENSBTAG00000012659
bison_bison_bison ENSBBBG00000009681
tursiops_truncatus ENSTTRG00000016816
sus_scrofa ENSSSCG00000006799
vicugna_pacos ENSVPAG00000005633
equus_caballus ENSECAG00000013112
equus_asinus_asinus ENSEASG00005005401
ursus_americanus ENSUAMG00000009168
ursus_maritimus ENSUMAG00000013678
ailuropoda_melanoleuca ENSAMEG00000010491
neovison_vison ENSNVIG00000003230
mustela_putorius_furo ENSMPUG00000004198
canis_lupus_dingo ENSCAFG00020009548
canis_lupus_familiaris ENSCAFG00000019770
vulpes_vulpes ENSVVUG00000003052
panthera_pardus ENSPPRG00000006730
panthera_tigris_altaica ENSPTIG00000001339
felis_catus ENSFCAG00000027452
pteropus_vampyrus ENSPVAG00000005127
myotis_lucifugus ENSMLUG00000007651
sorex_araneus ENSSARG00000008042
erinaceus_europaeus ENSEEUG00000003244
castor_canadensis ENSCCNG00000023403
castor_canadensis ENSCCNG00000005789
dipodomys_ordii ENSDORG00000003226
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000056260
mus_spicilegus ENSMSIG00000032169
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026440
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025490
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026936
rattus_norvegicus ENSRNOG00000017784
meriones_unguiculatus ENSMUGG00000025292
cricetulus_griseus_crigri_1.0 ENSCGRG00000007035
cricetulus_griseus_crigri-picr ENSCGRG00015025876
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018748
mesocricetus_auratus ENSMAUG00000010612
peromyscus_maniculatus_bairdii ENSPEMG00000013649
microtus_ochrogaster ENSMOCG00000013810
nannospalax_galili ENSNGAG00000013682
jaculus_jaculus ENSJJAG00000015203
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008825
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018637
fukomys_damarensis ENSFDAG00000010298
chinchilla_lanigera ENSCLAG00000006529
octodon_degus ENSODEG00000006876
cavia_porcellus ENSCPOG00000039442
