equus_asinus_asinus ENSEASG00005010516
equus_caballus ENSECAG00000026951
sorex_araneus ENSSARG00000014034
myotis_lucifugus ENSMLUG00000017529
ovis_aries ENSOARG00000017981
bison_bison_bison ENSBBBG00000022136
echinops_telfairi ENSETEG00000011053
bos_taurus ENSBTAG00000001473
bos_mutus ENSBMUG00000004820
bison_bison_bison ENSBBBG00000022191
capra_hircus ENSCHIG00000015252
ovis_aries ENSOARG00000000917
tursiops_truncatus ENSTTRG00000008075
sus_scrofa ENSSSCG00000010133
pteropus_vampyrus ENSPVAG00000015692
ursus_americanus ENSUAMG00000010874
ursus_maritimus ENSUMAG00000007074
ailuropoda_melanoleuca ENSAMEG00000011628
mustela_putorius_furo ENSMPUG00000003983
neovison_vison ENSNVIG00000022696
canis_lupus_dingo ENSCAFG00020007804
canis_lupus_familiaris ENSCAFG00000014232
vulpes_vulpes ENSVVUG00000025405
panthera_tigris_altaica ENSPTIG00000021324
panthera_pardus ENSPPRG00000023371
felis_catus ENSFCAG00000002686
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008113
cricetulus_griseus_crigri_1.0 ENSCGRG00000001721
cricetulus_griseus_crigri-picr ENSCGRG00015005340
mesocricetus_auratus ENSMAUG00000010039
microtus_ochrogaster ENSMOCG00000014542
peromyscus_maniculatus_bairdii ENSPEMG00000014202
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021439
mus_spicilegus ENSMSIG00000020598
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000000325
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020544
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016249
rattus_norvegicus ENSRNOG00000001888
meriones_unguiculatus ENSMUGG00000008883
nannospalax_galili ENSNGAG00000012527
jaculus_jaculus ENSJJAG00000015525
marmota_marmota_marmota ENSMMMG00000004311
marmota_marmota_marmota ENSMMMG00000004324
urocitellus_parryii ENSUPAG00010011258
spermophilus_dauricus ENSSDAG00000011600
ictidomys_tridecemlineatus ENSSTOG00000014869
chinchilla_lanigera ENSCLAG00000015864
octodon_degus ENSODEG00000016204
cavia_porcellus ENSCPOG00000014606
cavia_aperea ENSCAPG00000012475
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011341
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010135
fukomys_damarensis ENSFDAG00000008002
castor_canadensis ENSCCNG00000024842
dipodomys_ordii ENSDORG00000003863
ochotona_princeps ENSOPRG00000006105
oryctolagus_cuniculus ENSOCUG00000006299
cercocebus_atys ENSCATG00000039904
mandrillus_leucophaeus ENSMLEG00000034443
macaca_fascicularis ENSMFAG00000038042
macaca_mulatta ENSMMUG00000017153
macaca_nemestrina ENSMNEG00000031345
theropithecus_gelada ENSTGEG00000004465
papio_anubis ENSPANG00000007369
chlorocebus_sabaeus ENSCSAG00000011970
colobus_angolensis_palliatus ENSCANG00000034616
piliocolobus_tephrosceles ENSPTEG00000026878
rhinopithecus_roxellana ENSRROG00000041949
rhinopithecus_bieti ENSRBIG00000038003
pan_troglodytes ENSPTRG00000014071
pan_paniscus ENSPPAG00000027324
homo_sapiens ENSG00000099889
gorilla_gorilla ENSGGOG00000006706
pongo_abelii ENSPPYG00000011589
nomascus_leucogenys ENSNLEG00000005621
cebus_capucinus_imitator ENSCCAG00000036097
saimiri_boliviensis_boliviensis ENSSBOG00000024306
callithrix_jacchus ENSCJAG00000014479
aotus_nancymaae ENSANAG00000029182
carlito_syrichta ENSTSYG00000010118
propithecus_coquereli ENSPCOG00000021466
prolemur_simus ENSPSMG00000001850
microcebus_murinus ENSMICG00000015322
otolemur_garnettii ENSOGAG00000007097
loxodonta_africana ENSLAFG00000013570
procavia_capensis ENSPCAG00000006802
dasypus_novemcinctus ENSDNOG00000007092
junco_hyemalis ENSJHYG00000014741
parus_major ENSPMJG00000014220
melopsittacus_undulatus ENSMUNG00000013298
crocodylus_porosus ENSCPRG00005000448
poecilia_latipinna ENSPLAG00000002828
poecilia_latipinna ENSPLAG00000002835
stegastes_partitus ENSSPAG00000009777
stegastes_partitus ENSSPAG00000009760
astyanax_mexicanus ENSAMXG00000034908
phascolarctos_cinereus ENSPCIG00000002119
notamacropus_eugenii ENSMEUG00000007792
monodelphis_domestica ENSMODG00000029074
sarcophilus_harrisii ENSSHAG00000004283
pogona_vitticeps ENSPVIG00000006493
notechis_scutatus ENSNSUG00000020504
salvator_merianae ENSSMRG00000008853
sphenodon_punctatus ENSSPUG00000015048
anser_brachyrhynchus ENSABRG00000015471
anas_platyrhynchos_platyrhynchos ENSAPLG00000002841
meleagris_gallopavo ENSMGAG00000001435
coturnix_japonica ENSCJPG00005019105
gallus_gallus ENSGALG00000043373
numida_meleagris ENSNMEG00000012439
melopsittacus_undulatus ENSMUNG00000013297
calidris_pygmaea ENSCPGG00000000226
calidris_pugnax ENSCPUG00000006156
taeniopygia_guttata ENSTGUG00000008310
parus_major ENSPMJG00000014218
lepidothrix_coronata ENSLCOG00000008593
manacus_vitellinus ENSMVIG00005007160
junco_hyemalis ENSJHYG00000014732
lonchura_striata_domestica ENSLSDG00000013258
taeniopygia_guttata ENSTGUG00000016305
serinus_canaria ENSSCAG00000004744
cyanistes_caeruleus ENSCCEG00000016497
zonotrichia_albicollis ENSZALG00000012717
ficedula_albicollis ENSFALG00000008093
