sphenodon_punctatus ENSSPUG00000009258
chelonoidis_abingdonii ENSCABG00000020319
anas_platyrhynchos_platyrhynchos ENSAPLG00000015309
anser_brachyrhynchus ENSABRG00000021743
coturnix_japonica ENSCJPG00005006097
meleagris_gallopavo ENSMGAG00000008968
gallus_gallus ENSGALG00000005330
numida_meleagris ENSNMEG00000014379
lonchura_striata_domestica ENSLSDG00000014421
taeniopygia_guttata ENSTGUG00000001137
serinus_canaria ENSSCAG00000005224
zonotrichia_albicollis ENSZALG00000002860
cyanistes_caeruleus ENSCCEG00000011714
parus_major ENSPMJG00000005584
ficedula_albicollis ENSFALG00000007573
lepidothrix_coronata ENSLCOG00000005253
manacus_vitellinus ENSMVIG00005019662
calidris_pygmaea ENSCPGG00000015441
calidris_pugnax ENSCPUG00000009963
melopsittacus_undulatus ENSMUNG00000008677
dromaius_novaehollandiae ENSDNVG00000016823
crocodylus_porosus ENSCPRG00005011992
gopherus_agassizii ENSGAGG00000007143
chrysemys_picta_bellii ENSCPBG00000013547
pelodiscus_sinensis ENSPSIG00000009992
pogona_vitticeps ENSPVIG00000018620
salvator_merianae ENSSMRG00000019349
notechis_scutatus ENSNSUG00000013559
sarcophilus_harrisii ENSSHAG00000014503
sarcophilus_harrisii ENSSHAG00000009759
phascolarctos_cinereus ENSPCIG00000019685
notamacropus_eugenii ENSMEUG00000016237
monodelphis_domestica ENSMODG00000013460
choloepus_hoffmanni ENSCHOG00000006589
dasypus_novemcinctus ENSDNOG00000002675
loxodonta_africana ENSLAFG00000011510
procavia_capensis ENSPCAG00000014874
echinops_telfairi ENSETEG00000005580
pan_paniscus ENSPPAG00000029373
pan_troglodytes ENSPTRG00000017175
homo_sapiens ENSG00000064692
gorilla_gorilla ENSGGOG00000015443
pongo_abelii ENSPPYG00000015717
nomascus_leucogenys ENSNLEG00000011998
cercocebus_atys ENSCATG00000031538
mandrillus_leucophaeus ENSMLEG00000031005
theropithecus_gelada ENSTGEG00000013498
papio_anubis ENSPANG00000003083
chlorocebus_sabaeus ENSCSAG00000014626
macaca_fascicularis ENSMFAG00000033060
macaca_nemestrina ENSMNEG00000037014
macaca_mulatta ENSMMUG00000009997
piliocolobus_tephrosceles ENSPTEG00000013677
colobus_angolensis_palliatus ENSCANG00000037371
rhinopithecus_roxellana ENSRROG00000042090
rhinopithecus_bieti ENSRBIG00000033082
saimiri_boliviensis_boliviensis ENSSBOG00000030798
cebus_capucinus_imitator ENSCCAG00000024402
callithrix_jacchus ENSCJAG00000017196
aotus_nancymaae ENSANAG00000023615
carlito_syrichta ENSTSYG00000009863
prolemur_simus ENSPSMG00000008323
microcebus_murinus ENSMICG00000016502
propithecus_coquereli ENSPCOG00000017712
otolemur_garnettii ENSOGAG00000006904
urocitellus_parryii ENSUPAG00010003776
ictidomys_tridecemlineatus ENSSTOG00000024491
spermophilus_dauricus ENSSDAG00000004599
marmota_marmota_marmota ENSMMMG00000020272
castor_canadensis ENSCCNG00000031358
octodon_degus ENSODEG00000008243
chinchilla_lanigera ENSCLAG00000005844
cavia_porcellus ENSCPOG00000003517
cavia_aperea ENSCAPG00000017678
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003748
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004400
fukomys_damarensis ENSFDAG00000008581
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013058
cricetulus_griseus_crigri_1.0 ENSCGRG00000004896
cricetulus_griseus_crigri-picr ENSCGRG00015006572
mesocricetus_auratus ENSMAUG00000004463
peromyscus_maniculatus_bairdii ENSPEMG00000013269
microtus_ochrogaster ENSMOCG00000000381
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024534
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023189
mus_spicilegus ENSMSIG00000026142
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022276
