monodelphis_domestica ENSMODG00000012691
sarcophilus_harrisii ENSSHAG00000009469
phascolarctos_cinereus ENSPCIG00000014580
notamacropus_eugenii ENSMEUG00000011797
meriones_unguiculatus ENSMUGG00000017744
spermophilus_dauricus ENSSDAG00000011237
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014035
cricetulus_griseus_crigri-picr ENSCGRG00015010889
mesocricetus_auratus ENSMAUG00000019963
microtus_ochrogaster ENSMOCG00000018659
peromyscus_maniculatus_bairdii ENSPEMG00000008864
mus_spicilegus ENSMSIG00000006081
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000001496
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018611
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017766
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029522
rattus_norvegicus ENSRNOG00000008644
nannospalax_galili ENSNGAG00000010218
jaculus_jaculus ENSJJAG00000013468
ictidomys_tridecemlineatus ENSSTOG00000023264
marmota_marmota_marmota ENSMMMG00000005825
urocitellus_parryii ENSUPAG00010000494
castor_canadensis ENSCCNG00000014372
dipodomys_ordii ENSDORG00000023229
chinchilla_lanigera ENSCLAG00000011429
octodon_degus ENSODEG00000006215
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001758
ochotona_princeps ENSOPRG00000003269
propithecus_coquereli ENSPCOG00000027817
prolemur_simus ENSPSMG00000007112
microcebus_murinus ENSMICG00000042934
otolemur_garnettii ENSOGAG00000028624
homo_sapiens ENSG00000136352
gorilla_gorilla ENSGGOG00000026494
pan_troglodytes ENSPTRG00000006275
pongo_abelii ENSPPYG00000005749
nomascus_leucogenys ENSNLEG00000003932
theropithecus_gelada ENSTGEG00000003423
cercocebus_atys ENSCATG00000038404
papio_anubis ENSPANG00000022396
chlorocebus_sabaeus ENSCSAG00000015472
macaca_fascicularis ENSMFAG00000046342
macaca_nemestrina ENSMNEG00000043049
rhinopithecus_roxellana ENSRROG00000016400
rhinopithecus_bieti ENSRBIG00000020016
piliocolobus_tephrosceles ENSPTEG00000008009
callithrix_jacchus ENSCJAG00000006994
saimiri_boliviensis_boliviensis ENSSBOG00000031780
cebus_capucinus_imitator ENSCCAG00000036229
aotus_nancymaae ENSANAG00000028255
mandrillus_leucophaeus ENSMLEG00000003434
