caenorhabditis_elegans_strain_n2 WBGene00021367
drosophila_melanogaster FBgn0039304
petromyzon_marinus ENSPMAG00000004358
eptatretus_burgeri ENSEBUG00000012052
pygocentrus_nattereri ENSPNAG00000016406
astyanax_mexicanus ENSAMXG00000001843
ictalurus_punctatus ENSIPUG00000012232
danio_rerio ENSDARG00000012021
mastacembelus_armatus ENSMAMG00000013168
monopterus_albus ENSMALG00000018947
anabas_testudineus ENSATEG00000010356
seriola_lalandi_dorsalis ENSSLDG00000019527
seriola_dumerili ENSSDUG00000007925
scophthalmus_maximus ENSSMAG00000020454
mola_mola ENSMMOG00000018837
gasterosteus_aculeatus ENSGACG00000013347
labrus_bergylta ENSLBEG00000019010
amphiprion_ocellaris ENSAOCG00000009927
amphiprion_percula ENSAPEG00000006314
acanthochromis_polyacanthus ENSAPOG00000022389
stegastes_partitus ENSSPAG00000022887
astatotilapia_calliptera ENSACLG00000022436
pundamilia_nyererei ENSPNYG00000012378
maylandia_zebra ENSMZEG00005025407
haplochromis_burtoni ENSHBUG00000004415
neolamprologus_brichardi ENSNBRG00000014297
oreochromis_niloticus ENSONIG00000009764
amphilophus_citrinellus ENSACIG00000015771
poecilia_formosa ENSPFOG00000005119
poecilia_latipinna ENSPLAG00000013147
poecilia_mexicana ENSPMEG00000005672
poecilia_reticulata ENSPREG00000004276
xiphophorus_maculatus ENSXMAG00000016480
xiphophorus_couchianus ENSXCOG00000014759
gambusia_affinis ENSGAFG00000021366
cyprinodon_variegatus ENSCVAG00000022887
fundulus_heteroclitus ENSFHEG00000016367
kryptolebias_marmoratus ENSKMAG00000013061
oryzias_latipes_asm223471v1 ENSORLG00020011747
oryzias_latipes_asm223467v1 ENSORLG00000016803
oryzias_latipes_asm223469v1 ENSORLG00015011525
oryzias_melastigma ENSOMEG00000003824
cynoglossus_semilaevis ENSCSEG00000018088
hippocampus_comes ENSHCOG00000003613
periophthalmus_magnuspinnatus ENSPMGG00000009597
tetraodon_nigroviridis ENSTNIG00000015227
takifugu_rubripes ENSTRUG00000005033
gadus_morhua ENSGMOG00000003350
esox_lucius ENSELUG00000017640
scleropages_formosus ENSSFOG00015007273
paramormyrops_kingsleyae ENSPKIG00000002968
