erinaceus_europaeus ENSEEUG00000005010
sus_scrofa ENSSSCG00000039167
tupaia_belangeri ENSTBEG00000015138
dasypus_novemcinctus ENSDNOG00000048953
notamacropus_eugenii ENSMEUG00000008900
monodelphis_domestica ENSMODG00000015801
notamacropus_eugenii ENSMEUG00000009231
monodelphis_domestica ENSMODG00000009977
pteropus_vampyrus ENSPVAG00000004356
ovis_aries ENSOARG00000007688
dasypus_novemcinctus ENSDNOG00000044581
prolemur_simus ENSPSMG00000019492
notamacropus_eugenii ENSMEUG00000012166
dasypus_novemcinctus ENSDNOG00000046851
danio_rerio ENSDARG00000042521
