ovis_aries ENSOARG00000014748
capra_hircus ENSCHIG00000013354
bos_mutus ENSBMUG00000000747
bos_taurus ENSBTAG00000040070
bison_bison_bison ENSBBBG00000004805
sus_scrofa ENSSSCG00000013068
sorex_araneus ENSSARG00000014354
sorex_araneus ENSSARG00000008186
equus_caballus ENSECAG00000028903
equus_asinus_asinus ENSEASG00005004420
equus_asinus_asinus ENSEASG00005004399
equus_caballus ENSECAG00000013044
equus_caballus ENSECAG00000013056
equus_asinus_asinus ENSEASG00005004392
equus_asinus_asinus ENSEASG00005004410
equus_caballus ENSECAG00000012501
vicugna_pacos ENSVPAG00000000023
vicugna_pacos ENSVPAG00000003544
equus_caballus ENSECAG00000010276
equus_asinus_asinus ENSEASG00005009090
equus_asinus_asinus ENSEASG00005009093
equus_caballus ENSECAG00000010614
neovison_vison ENSNVIG00000021239
mustela_putorius_furo ENSMPUG00000013998
ursus_americanus ENSUAMG00000016333
ursus_maritimus ENSUMAG00000012527
canis_lupus_familiaris ENSCAFG00000028795
canis_lupus_dingo ENSCAFG00020012987
canis_lupus_familiaris ENSCAFG00000029389
vulpes_vulpes ENSVVUG00000003746
mustela_putorius_furo ENSMPUG00000014011
neovison_vison ENSNVIG00000021274
canis_lupus_dingo ENSCAFG00020012998
vulpes_vulpes ENSVVUG00000029894
ursus_americanus ENSUAMG00000002137
ursus_maritimus ENSUMAG00000012520
neovison_vison ENSNVIG00000021252
mustela_putorius_furo ENSMPUG00000014005
felis_catus ENSFCAG00000034757
pteropus_vampyrus ENSPVAG00000009112
callithrix_jacchus ENSCJAG00000019048
saimiri_boliviensis_boliviensis ENSSBOG00000010503
cebus_capucinus_imitator ENSCCAG00000033799
aotus_nancymaae ENSANAG00000023403
pan_troglodytes ENSPTRG00000023215
pan_paniscus ENSPPAG00000011860
homo_sapiens ENSG00000124935
gorilla_gorilla ENSGGOG00000026258
pongo_abelii ENSPPYG00000003169
nomascus_leucogenys ENSNLEG00000003481
theropithecus_gelada ENSTGEG00000016585
papio_anubis ENSPANG00000016130
rhinopithecus_roxellana ENSRROG00000031331
rhinopithecus_bieti ENSRBIG00000032475
cercocebus_atys ENSCATG00000037575
papio_anubis ENSPANG00000010907
theropithecus_gelada ENSTGEG00000016504
mandrillus_leucophaeus ENSMLEG00000035930
macaca_nemestrina ENSMNEG00000038358
macaca_fascicularis ENSMFAG00000032089
macaca_mulatta ENSMMUG00000004424
chlorocebus_sabaeus ENSCSAG00000006525
pongo_abelii ENSPPYG00000004103
callithrix_jacchus ENSCJAG00000046731
saimiri_boliviensis_boliviensis ENSSBOG00000025179
aotus_nancymaae ENSANAG00000035813
pan_troglodytes ENSPTRG00000050005
pan_paniscus ENSPPAG00000020935
homo_sapiens ENSG00000197745
gorilla_gorilla ENSGGOG00000000819
nomascus_leucogenys ENSNLEG00000032047
rhinopithecus_roxellana ENSRROG00000039995
rhinopithecus_bieti ENSRBIG00000044615
colobus_angolensis_palliatus ENSCANG00000043598
piliocolobus_tephrosceles ENSPTEG00000012499
macaca_fascicularis ENSMFAG00000000615
macaca_nemestrina ENSMNEG00000029024
cercocebus_atys ENSCATG00000037621
mandrillus_leucophaeus ENSMLEG00000033831
chlorocebus_sabaeus ENSCSAG00000006534
pan_paniscus ENSPPAG00000038178
pan_troglodytes ENSPTRG00000003761
gorilla_gorilla ENSGGOG00000015681
homo_sapiens ENSG00000168515
pongo_abelii ENSPPYG00000020062
pongo_abelii ENSPPYG00000025908
macaca_nemestrina ENSMNEG00000031707
macaca_fascicularis ENSMFAG00000032054
chlorocebus_sabaeus ENSCSAG00000006515
papio_anubis ENSPANG00000016660
mandrillus_leucophaeus ENSMLEG00000042430
cercocebus_atys ENSCATG00000037601
theropithecus_gelada ENSTGEG00000016641
rhinopithecus_bieti ENSRBIG00000034273
rhinopithecus_roxellana ENSRROG00000036655
saimiri_boliviensis_boliviensis ENSSBOG00000029702
cebus_capucinus_imitator ENSCCAG00000032346
callithrix_jacchus ENSCJAG00000019054
aotus_nancymaae ENSANAG00000037619
theropithecus_gelada ENSTGEG00000019547
carlito_syrichta ENSTSYG00000037275
carlito_syrichta ENSTSYG00000029232
carlito_syrichta ENSTSYG00000035917
microcebus_murinus ENSMICG00000047195
prolemur_simus ENSPSMG00000022239
oryctolagus_cuniculus ENSOCUG00000003577
ochotona_princeps ENSOPRG00000012777
oryctolagus_cuniculus ENSOCUG00000000457
ochotona_princeps ENSOPRG00000005441
ochotona_princeps ENSOPRG00000003052
oryctolagus_cuniculus ENSOCUG00000022609
oryctolagus_cuniculus ENSOCUG00000015682
castor_canadensis ENSCCNG00000014771
spermophilus_dauricus ENSSDAG00000006878
spermophilus_dauricus ENSSDAG00000006888
urocitellus_parryii ENSUPAG00010004946
ictidomys_tridecemlineatus ENSSTOG00000033144
marmota_marmota_marmota ENSMMMG00000002372
chinchilla_lanigera ENSCLAG00000003953
ochotona_princeps ENSOPRG00000003046
ochotona_princeps ENSOPRG00000015518
tupaia_belangeri ENSTBEG00000017745
rattus_norvegicus ENSRNOG00000020294
rattus_norvegicus ENSRNOG00000020301
mus_spicilegus ENSMSIG00000020588
rattus_norvegicus ENSRNOG00000049738
rattus_norvegicus ENSRNOG00000028909
