oryctolagus_cuniculus ENSOCUG00000013097
ochotona_princeps ENSOPRG00000001155
castor_canadensis ENSCCNG00000025733
sorex_araneus ENSSARG00000011065
echinops_telfairi ENSETEG00000017924
choloepus_hoffmanni ENSCHOG00000004136
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020151
mus_spicilegus ENSMSIG00000016385
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022179
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019261
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030280
rattus_norvegicus ENSRNOG00000013317
meriones_unguiculatus ENSMUGG00000010987
microtus_ochrogaster ENSMOCG00000012978
peromyscus_maniculatus_bairdii ENSPEMG00000015496
cricetulus_griseus_crigri-picr ENSCGRG00015020099
cricetulus_griseus_crigri_1.0 ENSCGRG00000013073
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001465
mesocricetus_auratus ENSMAUG00000013152
nannospalax_galili ENSNGAG00000018515
jaculus_jaculus ENSJJAG00000015115
dipodomys_ordii ENSDORG00000004064
ictidomys_tridecemlineatus ENSSTOG00000007124
marmota_marmota_marmota ENSMMMG00000013705
urocitellus_parryii ENSUPAG00010011216
spermophilus_dauricus ENSSDAG00000007911
cavia_porcellus ENSCPOG00000014044
cavia_aperea ENSCAPG00000007147
chinchilla_lanigera ENSCLAG00000010663
octodon_degus ENSODEG00000001756
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008665
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003743
fukomys_damarensis ENSFDAG00000010484
tupaia_belangeri ENSTBEG00000012566
pan_troglodytes ENSPTRG00000006155
pan_paniscus ENSPPAG00000036818
homo_sapiens ENSG00000100802
gorilla_gorilla ENSGGOG00000014548
pongo_abelii ENSPPYG00000005653
nomascus_leucogenys ENSNLEG00000014883
rhinopithecus_bieti ENSRBIG00000006042
rhinopithecus_roxellana ENSRROG00000007559
colobus_angolensis_palliatus ENSCANG00000034482
piliocolobus_tephrosceles ENSPTEG00000019451
macaca_nemestrina ENSMNEG00000039045
macaca_mulatta ENSMMUG00000008477
macaca_fascicularis ENSMFAG00000001383
theropithecus_gelada ENSTGEG00000019035
papio_anubis ENSPANG00000011161
mandrillus_leucophaeus ENSMLEG00000040701
cercocebus_atys ENSCATG00000044847
chlorocebus_sabaeus ENSCSAG00000016115
cebus_capucinus_imitator ENSCCAG00000009885
saimiri_boliviensis_boliviensis ENSSBOG00000018297
callithrix_jacchus ENSCJAG00000008320
aotus_nancymaae ENSANAG00000015389
carlito_syrichta ENSTSYG00000001536
propithecus_coquereli ENSPCOG00000010379
prolemur_simus ENSPSMG00000006267
microcebus_murinus ENSMICG00000009205
otolemur_garnettii ENSOGAG00000005106
pteropus_vampyrus ENSPVAG00000013798
myotis_lucifugus ENSMLUG00000014274
neovison_vison ENSNVIG00000021065
mustela_putorius_furo ENSMPUG00000007064
ursus_americanus ENSUAMG00000008550
ursus_maritimus ENSUMAG00000014095
ailuropoda_melanoleuca ENSAMEG00000007462
canis_lupus_familiaris ENSCAFG00000011284
canis_lupus_dingo ENSCAFG00020007664
vulpes_vulpes ENSVVUG00000019857
panthera_tigris_altaica ENSPTIG00000013979
panthera_pardus ENSPPRG00000013008
felis_catus ENSFCAG00000006642
bos_mutus ENSBMUG00000018246
bos_taurus ENSBTAG00000012725
bison_bison_bison ENSBBBG00000023354
capra_hircus ENSCHIG00000021325
ovis_aries ENSOARG00000019382
tursiops_truncatus ENSTTRG00000001504
sus_scrofa ENSSSCG00000031452
equus_caballus ENSECAG00000015564
equus_asinus_asinus ENSEASG00005011700
choloepus_hoffmanni ENSCHOG00000000902
dasypus_novemcinctus ENSDNOG00000048501
loxodonta_africana ENSLAFG00000006110
procavia_capensis ENSPCAG00000006394
phascolarctos_cinereus ENSPCIG00000027769
notamacropus_eugenii ENSMEUG00000005327
monodelphis_domestica ENSMODG00000005171
sarcophilus_harrisii ENSSHAG00000013361
ornithorhynchus_anatinus ENSOANG00000010719
gopherus_agassizii ENSGAGG00000004222
chelonoidis_abingdonii ENSCABG00000012335
chrysemys_picta_bellii ENSCPBG00000026087
sphenodon_punctatus ENSSPUG00000000318
pogona_vitticeps ENSPVIG00000014612
anolis_carolinensis ENSACAG00000001898
notechis_scutatus ENSNSUG00000014846
sphenodon_punctatus ENSSPUG00000000368
xenopus_tropicalis ENSXETG00000022632
latimeria_chalumnae ENSLACG00000015300
astatotilapia_calliptera ENSACLG00000021499
eptatretus_burgeri ENSEBUG00000010553
