lepidothrix_coronata ENSLCOG00000014975
manacus_vitellinus ENSMVIG00005014687
lonchura_striata_domestica ENSLSDG00000017541
taeniopygia_guttata ENSTGUG00000010907
serinus_canaria ENSSCAG00000016105
junco_hyemalis ENSJHYG00000017720
zonotrichia_albicollis ENSZALG00000017595
parus_major ENSPMJG00000001810
cyanistes_caeruleus ENSCCEG00000018306
ficedula_albicollis ENSFALG00000004341
melopsittacus_undulatus ENSMUNG00000003806
calidris_pugnax ENSCPUG00000007165
calidris_pygmaea ENSCPGG00000001541
anas_platyrhynchos_platyrhynchos ENSAPLG00000002783
anser_brachyrhynchus ENSABRG00000018673
meleagris_gallopavo ENSMGAG00000014890
gallus_gallus ENSGALG00000016870
coturnix_japonica ENSCJPG00005016093
numida_meleagris ENSNMEG00000018698
apteryx_haastii ENSAHAG00000015869
apteryx_owenii ENSAOWG00000018890
apteryx_rowi ENSARWG00000012450
dromaius_novaehollandiae ENSDNVG00000010493
nothoprocta_perdicaria ENSNPEG00000011101
crocodylus_porosus ENSCPRG00005017168
chelonoidis_abingdonii ENSCABG00000011408
gopherus_agassizii ENSGAGG00000019553
chrysemys_picta_bellii ENSCPBG00000018044
pelodiscus_sinensis ENSPSIG00000009448
anolis_carolinensis ENSACAG00000003482
pogona_vitticeps ENSPVIG00000007530
notechis_scutatus ENSNSUG00000008674
salvator_merianae ENSSMRG00000015226
sphenodon_punctatus ENSSPUG00000006007
phascolarctos_cinereus ENSPCIG00000027263
notamacropus_eugenii ENSMEUG00000006825
sarcophilus_harrisii ENSSHAG00000013386
monodelphis_domestica ENSMODG00000007425
pan_paniscus ENSPPAG00000027591
pan_troglodytes ENSPTRG00000006004
homo_sapiens ENSG00000125247
gorilla_gorilla ENSGGOG00000012544
pongo_abelii ENSPPYG00000005475
nomascus_leucogenys ENSNLEG00000007823
piliocolobus_tephrosceles ENSPTEG00000035501
colobus_angolensis_palliatus ENSCANG00000041869
rhinopithecus_bieti ENSRBIG00000044748
rhinopithecus_roxellana ENSRROG00000038889
papio_anubis ENSPANG00000024152
theropithecus_gelada ENSTGEG00000012263
cercocebus_atys ENSCATG00000017163
mandrillus_leucophaeus ENSMLEG00000034504
macaca_fascicularis ENSMFAG00000044014
macaca_mulatta ENSMMUG00000000481
macaca_nemestrina ENSMNEG00000041700
chlorocebus_sabaeus ENSCSAG00000017491
saimiri_boliviensis_boliviensis ENSSBOG00000024986
cebus_capucinus_imitator ENSCCAG00000023056
callithrix_jacchus ENSCJAG00000021012
aotus_nancymaae ENSANAG00000033527
carlito_syrichta ENSTSYG00000013863
propithecus_coquereli ENSPCOG00000015518
microcebus_murinus ENSMICG00000010704
prolemur_simus ENSPSMG00000013180
otolemur_garnettii ENSOGAG00000017091
castor_canadensis ENSCCNG00000029916
dipodomys_ordii ENSDORG00000010833
urocitellus_parryii ENSUPAG00010010480
ictidomys_tridecemlineatus ENSSTOG00000005548
marmota_marmota_marmota ENSMMMG00000020532
spermophilus_dauricus ENSSDAG00000017254
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041594
