notechis_scutatus ENSNSUG00000018550
pogona_vitticeps ENSPVIG00000007943
sphenodon_punctatus ENSSPUG00000013990
apteryx_owenii ENSAOWG00000005330
apteryx_rowi ENSARWG00000007200
apteryx_haastii ENSAHAG00000013318
dromaius_novaehollandiae ENSDNVG00000000521
nothoprocta_perdicaria ENSNPEG00000004664
lonchura_striata_domestica ENSLSDG00000011103
serinus_canaria ENSSCAG00000015345
junco_hyemalis ENSJHYG00000015174
parus_major ENSPMJG00000008384
cyanistes_caeruleus ENSCCEG00000023383
calidris_pygmaea ENSCPGG00000008808
calidris_pugnax ENSCPUG00000011983
melopsittacus_undulatus ENSMUNG00000012811
numida_meleagris ENSNMEG00000018818
gallus_gallus ENSGALG00000023191
anser_brachyrhynchus ENSABRG00000015499
anas_platyrhynchos_platyrhynchos ENSAPLG00000012544
lepidothrix_coronata ENSLCOG00000009697
manacus_vitellinus ENSMVIG00005007173
crocodylus_porosus ENSCPRG00005015145
gopherus_agassizii ENSGAGG00000015144
chelonoidis_abingdonii ENSCABG00000007056
chrysemys_picta_bellii ENSCPBG00000007783
notamacropus_eugenii ENSMEUG00000010972
xenopus_tropicalis ENSXETG00000027597
latimeria_chalumnae ENSLACG00000011243
paramormyrops_kingsleyae ENSPKIG00000021736
scleropages_formosus ENSSFOG00015019444
seriola_dumerili ENSSDUG00000015676
seriola_lalandi_dorsalis ENSSLDG00000002034
anabas_testudineus ENSATEG00000023417
tetraodon_nigroviridis ENSTNIG00000005674
takifugu_rubripes ENSTRUG00000024403
mola_mola ENSMMOG00000011316
cynoglossus_semilaevis ENSCSEG00000000711
amphiprion_percula ENSAPEG00000022956
amphiprion_percula ENSAPEG00000023068
amphiprion_ocellaris ENSAOCG00000014338
acanthochromis_polyacanthus ENSAPOG00000019045
stegastes_partitus ENSSPAG00000008687
maylandia_zebra ENSMZEG00005023278
haplochromis_burtoni ENSHBUG00000002008
pundamilia_nyererei ENSPNYG00000010654
astatotilapia_calliptera ENSACLG00000010521
neolamprologus_brichardi ENSNBRG00000006182
oreochromis_niloticus ENSONIG00000012527
amphilophus_citrinellus ENSACIG00000020253
fundulus_heteroclitus ENSFHEG00000018752
fundulus_heteroclitus ENSFHEG00000015550
cyprinodon_variegatus ENSCVAG00000020169
poecilia_mexicana ENSPMEG00000014488
poecilia_formosa ENSPFOG00000002351
poecilia_latipinna ENSPLAG00000015187
poecilia_reticulata ENSPREG00000012593
xiphophorus_maculatus ENSXMAG00000012555
xiphophorus_couchianus ENSXCOG00000016208
gambusia_affinis ENSGAFG00000008048
kryptolebias_marmoratus ENSKMAG00000016467
oryzias_latipes_asm223469v1 ENSORLG00015006869
oryzias_melastigma ENSOMEG00000005009
hippocampus_comes ENSHCOG00000013161
labrus_bergylta ENSLBEG00000021861
labrus_bergylta ENSLBEG00000019174
mastacembelus_armatus ENSMAMG00000012386
periophthalmus_magnuspinnatus ENSPMGG00000002991
esox_lucius ENSELUG00000024603
astyanax_mexicanus ENSAMXG00000012238
pygocentrus_nattereri ENSPNAG00000009350
ictalurus_punctatus ENSIPUG00000003783
danio_rerio ENSDARG00000069624
lepisosteus_oculatus ENSLOCG00000012115
