capra_hircus ENSCHIG00000024367
ovis_aries ENSOARG00000010627
bos_taurus ENSBTAG00000022991
bos_mutus ENSBMUG00000013979
bos_mutus ENSBMUG00000000742
bison_bison_bison ENSBBBG00000004343
tursiops_truncatus ENSTTRG00000010431
sus_scrofa ENSSSCG00000034348
vicugna_pacos ENSVPAG00000007277
equus_caballus ENSECAG00000008985
equus_asinus_asinus ENSEASG00005020032
pteropus_vampyrus ENSPVAG00000004658
myotis_lucifugus ENSMLUG00000007481
myotis_lucifugus ENSMLUG00000022464
ailuropoda_melanoleuca ENSAMEG00000018418
ailuropoda_melanoleuca ENSAMEG00000004658
ursus_americanus ENSUAMG00000009413
ursus_americanus ENSUAMG00000007556
ursus_maritimus ENSUMAG00000023770
mustela_putorius_furo ENSMPUG00000001876
neovison_vison ENSNVIG00000021664
canis_lupus_dingo ENSCAFG00020021598
canis_lupus_familiaris ENSCAFG00000006255
vulpes_vulpes ENSVVUG00000026559
panthera_pardus ENSPPRG00000009931
panthera_tigris_altaica ENSPTIG00000016213
felis_catus ENSFCAG00000031022
carlito_syrichta ENSTSYG00000032451
sorex_araneus ENSSARG00000012857
erinaceus_europaeus ENSEEUG00000013799
oryctolagus_cuniculus ENSOCUG00000017834
tupaia_belangeri ENSTBEG00000010749
castor_canadensis ENSCCNG00000019789
dipodomys_ordii ENSDORG00000005154
peromyscus_maniculatus_bairdii ENSPEMG00000016678
microtus_ochrogaster ENSMOCG00000014417
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019938
cricetulus_griseus_crigri_1.0 ENSCGRG00000012364
cricetulus_griseus_crigri-picr ENSCGRG00015010365
mesocricetus_auratus ENSMAUG00000013634
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025938
mus_spicilegus ENSMSIG00000010611
mus_spicilegus ENSMSIG00000021895
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027799
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025002
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026444
meriones_unguiculatus ENSMUGG00000004020
nannospalax_galili ENSNGAG00000020626
jaculus_jaculus ENSJJAG00000016039
chinchilla_lanigera ENSCLAG00000005089
octodon_degus ENSODEG00000006275
cavia_porcellus ENSCPOG00000004513
cavia_aperea ENSCAPG00000017156
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004608
fukomys_damarensis ENSFDAG00000021401
urocitellus_parryii ENSUPAG00010000696
marmota_marmota_marmota ENSMMMG00000022327
spermophilus_dauricus ENSSDAG00000007326
ictidomys_tridecemlineatus ENSSTOG00000012208
ochotona_princeps ENSOPRG00000004573
homo_sapiens ENSG00000172915
gorilla_gorilla ENSGGOG00000011724
pan_paniscus ENSPPAG00000001485
pan_troglodytes ENSPTRG00000005775
pongo_abelii ENSPPYG00000005273
nomascus_leucogenys ENSNLEG00000001211
colobus_angolensis_palliatus ENSCANG00000031232
piliocolobus_tephrosceles ENSPTEG00000023147
rhinopithecus_roxellana ENSRROG00000033513
rhinopithecus_bieti ENSRBIG00000043596
theropithecus_gelada ENSTGEG00000023273
papio_anubis ENSPANG00000034571
cercocebus_atys ENSCATG00000030242
mandrillus_leucophaeus ENSMLEG00000030086
chlorocebus_sabaeus ENSCSAG00000017888
macaca_fascicularis ENSMFAG00000033753
macaca_mulatta ENSMMUG00000019831
macaca_nemestrina ENSMNEG00000028837
cebus_capucinus_imitator ENSCCAG00000030780
saimiri_boliviensis_boliviensis ENSSBOG00000036122
callithrix_jacchus ENSCJAG00000018225
aotus_nancymaae ENSANAG00000035835
carlito_syrichta ENSTSYG00000012854
microcebus_murinus ENSMICG00000031103
prolemur_simus ENSPSMG00000016302
otolemur_garnettii ENSOGAG00000005289
apteryx_owenii ENSAOWG00000006296
apteryx_rowi ENSARWG00000016328
apteryx_haastii ENSAHAG00000005828
apteryx_haastii ENSAHAG00000016099
apteryx_owenii ENSAOWG00000015036
apteryx_rowi ENSARWG00000001843
dromaius_novaehollandiae ENSDNVG00000010870
nothoprocta_perdicaria ENSNPEG00000016014
anas_platyrhynchos_platyrhynchos ENSAPLG00000010039
calidris_pugnax ENSCPUG00000013224
calidris_pygmaea ENSCPGG00000016317
melopsittacus_undulatus ENSMUNG00000012374
manacus_vitellinus ENSMVIG00005003595
lepidothrix_coronata ENSLCOG00000011192
zonotrichia_albicollis ENSZALG00000003947
junco_hyemalis ENSJHYG00000012453
serinus_canaria ENSSCAG00000010171
lonchura_striata_domestica ENSLSDG00000017372
taeniopygia_guttata ENSTGUG00000011819
parus_major ENSPMJG00000015015
cyanistes_caeruleus ENSCCEG00000011157
ficedula_albicollis ENSFALG00000008342
gallus_gallus ENSGALG00000017062
meleagris_gallopavo ENSMGAG00000015066
coturnix_japonica ENSCJPG00005019906
meleagris_gallopavo ENSMGAG00000015068
numida_meleagris ENSNMEG00000009328
anser_brachyrhynchus ENSABRG00000006151
anas_platyrhynchos_platyrhynchos ENSAPLG00000018948
petromyzon_marinus ENSPMAG00000004293
crocodylus_porosus ENSCPRG00005005458
gopherus_agassizii ENSGAGG00000018258
chelonoidis_abingdonii ENSCABG00000017980
gopherus_agassizii ENSGAGG00000000400
chrysemys_picta_bellii ENSCPBG00000003439
pelodiscus_sinensis ENSPSIG00000009221
anolis_carolinensis ENSACAG00000003942
anolis_carolinensis ENSACAG00000004192
pogona_vitticeps ENSPVIG00000011684
notechis_scutatus ENSNSUG00000010840
salvator_merianae ENSSMRG00000006588
xenopus_tropicalis ENSXETG00000026016
xenopus_tropicalis ENSXETG00000017115
latimeria_chalumnae ENSLACG00000008695
latimeria_chalumnae ENSLACG00000013222
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009661
tetraodon_nigroviridis ENSTNIG00000016264
tetraodon_nigroviridis ENSTNIG00000016266
takifugu_rubripes ENSTRUG00000006538
mola_mola ENSMMOG00000015867
labrus_bergylta ENSLBEG00000002491
gasterosteus_aculeatus ENSGACG00000011555
seriola_dumerili ENSSDUG00000011541
seriola_lalandi_dorsalis ENSSLDG00000005552
scophthalmus_maximus ENSSMAG00000006653
monopterus_albus ENSMALG00000018047
mastacembelus_armatus ENSMAMG00000010749
anabas_testudineus ENSATEG00000012380
amphiprion_ocellaris ENSAOCG00000009572
amphiprion_percula ENSAPEG00000009981
acanthochromis_polyacanthus ENSAPOG00000021216
stegastes_partitus ENSSPAG00000013086
astatotilapia_calliptera ENSACLG00000000081
haplochromis_burtoni ENSHBUG00000002175
maylandia_zebra ENSMZEG00005011503
pundamilia_nyererei ENSPNYG00000011499
neolamprologus_brichardi ENSNBRG00000000300
oreochromis_niloticus ENSONIG00000005533
amphilophus_citrinellus ENSACIG00000004075
gambusia_affinis ENSGAFG00000020733
xiphophorus_couchianus ENSXCOG00000005475
xiphophorus_maculatus ENSXMAG00000007037
poecilia_formosa ENSPFOG00000022936
poecilia_mexicana ENSPMEG00000006847
poecilia_formosa ENSPFOG00000006831
poecilia_latipinna ENSPLAG00000002942
poecilia_mexicana ENSPMEG00000022689
poecilia_reticulata ENSPREG00000012761
fundulus_heteroclitus ENSFHEG00000008758
cyprinodon_variegatus ENSCVAG00000012009
kryptolebias_marmoratus ENSKMAG00000007342
oryzias_latipes_asm223471v1 ENSORLG00020012958
oryzias_latipes_asm223467v1 ENSORLG00000003788
oryzias_latipes_asm223469v1 ENSORLG00015017227
oryzias_melastigma ENSOMEG00000001031
hippocampus_comes ENSHCOG00000008451
esox_lucius ENSELUG00000001037
pygocentrus_nattereri ENSPNAG00000028923
astyanax_mexicanus ENSAMXG00000035061
ictalurus_punctatus ENSIPUG00000013677
danio_rerio ENSDARG00000105184
scleropages_formosus ENSSFOG00015001148
paramormyrops_kingsleyae ENSPKIG00000001415
scleropages_formosus ENSSFOG00015005494
scleropages_formosus ENSSFOG00015005342
paramormyrops_kingsleyae ENSPKIG00000023531
esox_lucius ENSELUG00000007957
esox_lucius ENSELUG00000007994
gasterosteus_aculeatus ENSGACG00000020556
labrus_bergylta ENSLBEG00000020967
mola_mola ENSMMOG00000010793
seriola_lalandi_dorsalis ENSSLDG00000022925
seriola_dumerili ENSSDUG00000014385
scophthalmus_maximus ENSSMAG00000003307
mastacembelus_armatus ENSMAMG00000014309
monopterus_albus ENSMALG00000010399
anabas_testudineus ENSATEG00000003622
amphiprion_ocellaris ENSAOCG00000008361
amphiprion_percula ENSAPEG00000019991
acanthochromis_polyacanthus ENSAPOG00000004369
stegastes_partitus ENSSPAG00000012097
pundamilia_nyererei ENSPNYG00000013377
haplochromis_burtoni ENSHBUG00000006670
astatotilapia_calliptera ENSACLG00000003197
maylandia_zebra ENSMZEG00005024506
neolamprologus_brichardi ENSNBRG00000013316
oreochromis_niloticus ENSONIG00000012634
amphilophus_citrinellus ENSACIG00000023573
cynoglossus_semilaevis ENSCSEG00000012359
cyprinodon_variegatus ENSCVAG00000014536
cyprinodon_variegatus ENSCVAG00000014558
fundulus_heteroclitus ENSFHEG00000001348
poecilia_mexicana ENSPMEG00000000995
poecilia_formosa ENSPFOG00000014488
poecilia_latipinna ENSPLAG00000021028
poecilia_reticulata ENSPREG00000010997
xiphophorus_maculatus ENSXMAG00000008510
gambusia_affinis ENSGAFG00000020916
kryptolebias_marmoratus ENSKMAG00000005536
oryzias_melastigma ENSOMEG00000012393
oryzias_melastigma ENSOMEG00000012224
oryzias_melastigma ENSOMEG00000012247
oryzias_latipes_asm223467v1 ENSORLG00000027202
oryzias_latipes_asm223467v1 ENSORLG00000027176
oryzias_latipes_asm223469v1 ENSORLG00015019273
oryzias_latipes_asm223469v1 ENSORLG00015019297
oryzias_latipes_asm223471v1 ENSORLG00020013868
tetraodon_nigroviridis ENSTNIG00000009920
takifugu_rubripes ENSTRUG00000024790
periophthalmus_magnuspinnatus ENSPMGG00000018053
hippocampus_comes ENSHCOG00000009044
gadus_morhua ENSGMOG00000006064
astyanax_mexicanus ENSAMXG00000015757
pygocentrus_nattereri ENSPNAG00000020072
ictalurus_punctatus ENSIPUG00000009800
danio_rerio ENSDARG00000070080
eptatretus_burgeri ENSEBUG00000016805
lepisosteus_oculatus ENSLOCG00000008354
ornithorhynchus_anatinus ENSOANG00000015488
phascolarctos_cinereus ENSPCIG00000013334
notamacropus_eugenii ENSMEUG00000015292
sarcophilus_harrisii ENSSHAG00000001274
monodelphis_domestica ENSMODG00000009914
loxodonta_africana ENSLAFG00000011397
eptatretus_burgeri ENSEBUG00000016140
eptatretus_burgeri ENSEBUG00000009875
gadus_morhua ENSGMOG00000001240
gadus_morhua ENSGMOG00000001318
propithecus_coquereli ENSPCOG00000023670
propithecus_coquereli ENSPCOG00000016847
rhinopithecus_roxellana ENSRROG00000040850
rhinopithecus_bieti ENSRBIG00000012154
dasypus_novemcinctus ENSDNOG00000000648
choloepus_hoffmanni ENSCHOG00000010950
procavia_capensis ENSPCAG00000000390
echinops_telfairi ENSETEG00000010863
sphenodon_punctatus ENSSPUG00000010311
sphenodon_punctatus ENSSPUG00000010338
sphenodon_punctatus ENSSPUG00000010356
xiphophorus_maculatus ENSXMAG00000024818
gambusia_affinis ENSGAFG00000020920
kryptolebias_marmoratus ENSKMAG00000005638
oryzias_latipes_asm223467v1 ENSORLG00000026525
oryzias_latipes_asm223469v1 ENSORLG00015019307
oryzias_latipes_asm223471v1 ENSORLG00020013878
acanthochromis_polyacanthus ENSAPOG00000016159
pundamilia_nyererei ENSPNYG00000013536
haplochromis_burtoni ENSHBUG00000006552
astatotilapia_calliptera ENSACLG00000003334
neolamprologus_brichardi ENSNBRG00000013413
monopterus_albus ENSMALG00000010365
mastacembelus_armatus ENSMAMG00000014430
labrus_bergylta ENSLBEG00000021074
xiphophorus_couchianus ENSXCOG00000005474
fundulus_heteroclitus ENSFHEG00000000229
amphilophus_citrinellus ENSACIG00000004239
haplochromis_burtoni ENSHBUG00000002185
seriola_dumerili ENSSDUG00000011524
mola_mola ENSMMOG00000015865
astyanax_mexicanus ENSAMXG00000034472
ursus_americanus ENSUAMG00000016865
meriones_unguiculatus ENSMUGG00000015355
phascolarctos_cinereus ENSPCIG00000033307
chelonoidis_abingdonii ENSCABG00000001893
anas_platyrhynchos_platyrhynchos ENSAPLG00000024147
notechis_scutatus ENSNSUG00000012802
