eptatretus_burgeri ENSEBUG00000015785
petromyzon_marinus ENSPMAG00000001938
anolis_carolinensis ENSACAG00000014303
pogona_vitticeps ENSPVIG00000001817
notechis_scutatus ENSNSUG00000009384
salvator_merianae ENSSMRG00000005467
sphenodon_punctatus ENSSPUG00000000764
apteryx_owenii ENSAOWG00000011596
apteryx_haastii ENSAHAG00000005099
apteryx_rowi ENSARWG00000000585
dromaius_novaehollandiae ENSDNVG00000007327
nothoprocta_perdicaria ENSNPEG00000000396
zonotrichia_albicollis ENSZALG00000003093
junco_hyemalis ENSJHYG00000012164
serinus_canaria ENSSCAG00000013743
taeniopygia_guttata ENSTGUG00000007808
lonchura_striata_domestica ENSLSDG00000010391
parus_major ENSPMJG00000014631
cyanistes_caeruleus ENSCCEG00000002860
ficedula_albicollis ENSFALG00000011175
lepidothrix_coronata ENSLCOG00000001799
manacus_vitellinus ENSMVIG00005006636
calidris_pygmaea ENSCPGG00000003677
calidris_pugnax ENSCPUG00000002027
melopsittacus_undulatus ENSMUNG00000007933
anas_platyrhynchos_platyrhynchos ENSAPLG00000030527
anas_platyrhynchos_platyrhynchos ENSAPLG00000026602
anser_brachyrhynchus ENSABRG00000019695
gallus_gallus ENSGALG00000010127
coturnix_japonica ENSCJPG00005010288
meleagris_gallopavo ENSMGAG00000010691
numida_meleagris ENSNMEG00000016461
crocodylus_porosus ENSCPRG00005010152
chelonoidis_abingdonii ENSCABG00000002302
gopherus_agassizii ENSGAGG00000009007
chrysemys_picta_bellii ENSCPBG00000025360
pelodiscus_sinensis ENSPSIG00000004235
phascolarctos_cinereus ENSPCIG00000022253
notamacropus_eugenii ENSMEUG00000005978
sarcophilus_harrisii ENSSHAG00000001618
monodelphis_domestica ENSMODG00000013237
dipodomys_ordii ENSDORG00000006369
castor_canadensis ENSCCNG00000001462
mesocricetus_auratus ENSMAUG00000019751
mesocricetus_auratus ENSMAUG00000018922
cricetulus_griseus_crigri_1.0 ENSCGRG00000015828
cricetulus_griseus_crigri-picr ENSCGRG00015023616
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013585
peromyscus_maniculatus_bairdii ENSPEMG00000027991
microtus_ochrogaster ENSMOCG00000013858
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024026
mus_spicilegus ENSMSIG00000011104
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022269
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021355
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023674
rattus_norvegicus ENSRNOG00000000541
meriones_unguiculatus ENSMUGG00000018529
nannospalax_galili ENSNGAG00000005323
jaculus_jaculus ENSJJAG00000016886
ictidomys_tridecemlineatus ENSSTOG00000005821
urocitellus_parryii ENSUPAG00010016426
marmota_marmota_marmota ENSMMMG00000024428
spermophilus_dauricus ENSSDAG00000017289
spermophilus_dauricus ENSSDAG00000023212
spermophilus_dauricus ENSSDAG00000015687
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017311
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009002
fukomys_damarensis ENSFDAG00000002469
chinchilla_lanigera ENSCLAG00000012717
octodon_degus ENSODEG00000016507
cavia_aperea ENSCAPG00000012854
cavia_porcellus ENSCPOG00000030910
prolemur_simus ENSPSMG00000007185
microcebus_murinus ENSMICG00000034393
carlito_syrichta ENSTSYG00000027548
propithecus_coquereli ENSPCOG00000020999
propithecus_coquereli ENSPCOG00000022508
otolemur_garnettii ENSOGAG00000007945
cebus_capucinus_imitator ENSCCAG00000033946
callithrix_jacchus ENSCJAG00000041239
saimiri_boliviensis_boliviensis ENSSBOG00000021885
aotus_nancymaae ENSANAG00000021701
gorilla_gorilla ENSGGOG00000025685
homo_sapiens ENSG00000124767
pan_troglodytes ENSPTRG00000018128
pan_paniscus ENSPPAG00000036294
pongo_abelii ENSPPYG00000016569
nomascus_leucogenys ENSNLEG00000027214
colobus_angolensis_palliatus ENSCANG00000030886
piliocolobus_tephrosceles ENSPTEG00000033666
rhinopithecus_roxellana ENSRROG00000036729
rhinopithecus_bieti ENSRBIG00000029246
macaca_mulatta ENSMMUG00000039698
macaca_fascicularis ENSMFAG00000046082
macaca_nemestrina ENSMNEG00000035205
cercocebus_atys ENSCATG00000042627
mandrillus_leucophaeus ENSMLEG00000019737
papio_anubis ENSPANG00000025501
chlorocebus_sabaeus ENSCSAG00000010609
theropithecus_gelada ENSTGEG00000029568
ochotona_princeps ENSOPRG00000011180
sus_scrofa ENSSSCG00000027778
sus_scrofa ENSSSCG00000003838
vicugna_pacos ENSVPAG00000003863
tursiops_truncatus ENSTTRG00000004664
bos_taurus ENSBTAG00000012703
bos_mutus ENSBMUG00000014664
bos_mutus ENSBMUG00000016652
bos_mutus ENSBMUG00000019942
bos_taurus ENSBTAG00000007820
bison_bison_bison ENSBBBG00000012948
ovis_aries ENSOARG00000015212
capra_hircus ENSCHIG00000018327
myotis_lucifugus ENSMLUG00000029470
myotis_lucifugus ENSMLUG00000013480
pteropus_vampyrus ENSPVAG00000013818
equus_asinus_asinus ENSEASG00005000497
equus_caballus ENSECAG00000019652
neovison_vison ENSNVIG00000014085
mustela_putorius_furo ENSMPUG00000013884
ailuropoda_melanoleuca ENSAMEG00000003143
canis_lupus_familiaris ENSCAFG00000029506
canis_lupus_dingo ENSCAFG00020007788
vulpes_vulpes ENSVVUG00000026479
panthera_pardus ENSPPRG00000009964
panthera_tigris_altaica ENSPTIG00000012293
felis_catus ENSFCAG00000022382
erinaceus_europaeus ENSEEUG00000004611
choloepus_hoffmanni ENSCHOG00000010243
loxodonta_africana ENSLAFG00000010398
echinops_telfairi ENSETEG00000009587
sorex_araneus ENSSARG00000010695
ursus_americanus ENSUAMG00000011989
ursus_maritimus ENSUMAG00000009446
tupaia_belangeri ENSTBEG00000014386
procavia_capensis ENSPCAG00000001654
dasypus_novemcinctus ENSDNOG00000047405
dasypus_novemcinctus ENSDNOG00000038397
dasypus_novemcinctus ENSDNOG00000019598
choloepus_hoffmanni ENSCHOG00000011974
ornithorhynchus_anatinus ENSOANG00000021713
xenopus_tropicalis ENSXETG00000010758
latimeria_chalumnae ENSLACG00000002211
fundulus_heteroclitus ENSFHEG00000001407
cyprinodon_variegatus ENSCVAG00000005286
poecilia_mexicana ENSPMEG00000022952
poecilia_formosa ENSPFOG00000018068
poecilia_latipinna ENSPLAG00000023068
poecilia_reticulata ENSPREG00000004177
xiphophorus_maculatus ENSXMAG00000011753
xiphophorus_couchianus ENSXCOG00000018025
gambusia_affinis ENSGAFG00000000683
anabas_testudineus ENSATEG00000006651
takifugu_rubripes ENSTRUG00000007411
tetraodon_nigroviridis ENSTNIG00000011901
scophthalmus_maximus ENSSMAG00000011426
astatotilapia_calliptera ENSACLG00000020627
maylandia_zebra ENSMZEG00005004926
haplochromis_burtoni ENSHBUG00000019502
pundamilia_nyererei ENSPNYG00000007905
neolamprologus_brichardi ENSNBRG00000005981
oreochromis_niloticus ENSONIG00000003062
amphilophus_citrinellus ENSACIG00000007972
kryptolebias_marmoratus ENSKMAG00000001332
hippocampus_comes ENSHCOG00000001600
amphiprion_percula ENSAPEG00000001600
amphiprion_ocellaris ENSAOCG00000023492
stegastes_partitus ENSSPAG00000010589
acanthochromis_polyacanthus ENSAPOG00000002140
labrus_bergylta ENSLBEG00000016049
oryzias_latipes_asm223467v1 ENSORLG00000014841
oryzias_latipes_asm223471v1 ENSORLG00020018197
oryzias_latipes_asm223469v1 ENSORLG00015015852
oryzias_melastigma ENSOMEG00000019001
gasterosteus_aculeatus ENSGACG00000014828
mola_mola ENSMMOG00000015735
mastacembelus_armatus ENSMAMG00000006063
seriola_dumerili ENSSDUG00000008983
seriola_lalandi_dorsalis ENSSLDG00000015086
esox_lucius ENSELUG00000019482
pygocentrus_nattereri ENSPNAG00000016646
astyanax_mexicanus ENSAMXG00000003384
ictalurus_punctatus ENSIPUG00000019103
danio_rerio ENSDARG00000068978
scleropages_formosus ENSSFOG00015007384
cynoglossus_semilaevis ENSCSEG00000008617
cynoglossus_semilaevis ENSCSEG00000008609
acanthochromis_polyacanthus ENSAPOG00000011271
periophthalmus_magnuspinnatus ENSPMGG00000023173
monopterus_albus ENSMALG00000014645
gadus_morhua ENSGMOG00000010019
paramormyrops_kingsleyae ENSPKIG00000023106
seriola_lalandi_dorsalis ENSSLDG00000008864
seriola_dumerili ENSSDUG00000001761
hippocampus_comes ENSHCOG00000009034
anabas_testudineus ENSATEG00000002363
periophthalmus_magnuspinnatus ENSPMGG00000020910
tetraodon_nigroviridis ENSTNIG00000002823
mastacembelus_armatus ENSMAMG00000004201
monopterus_albus ENSMALG00000012465
amphiprion_ocellaris ENSAOCG00000014509
amphiprion_percula ENSAPEG00000021119
acanthochromis_polyacanthus ENSAPOG00000017792
stegastes_partitus ENSSPAG00000000717
mola_mola ENSMMOG00000017682
takifugu_rubripes ENSTRUG00000020714
labrus_bergylta ENSLBEG00000020526
gasterosteus_aculeatus ENSGACG00000013580
poecilia_latipinna ENSPLAG00000018813
poecilia_mexicana ENSPMEG00000024112
poecilia_formosa ENSPFOG00000017366
fundulus_heteroclitus ENSFHEG00000012122
astatotilapia_calliptera ENSACLG00000012395
maylandia_zebra ENSMZEG00005013384
haplochromis_burtoni ENSHBUG00000001991
pundamilia_nyererei ENSPNYG00000003326
neolamprologus_brichardi ENSNBRG00000006060
oreochromis_niloticus ENSONIG00000018771
gadus_morhua ENSGMOG00000015800
esox_lucius ENSELUG00000009244
pygocentrus_nattereri ENSPNAG00000002472
scleropages_formosus ENSSFOG00015003915
lepisosteus_oculatus ENSLOCG00000017046
ciona_intestinalis ENSCING00000006206
drosophila_melanogaster FBgn0283450
