tetraodon_nigroviridis ENSTNIG00000013835
takifugu_rubripes ENSTRUG00000024862
labrus_bergylta ENSLBEG00000016200
poecilia_latipinna ENSPLAG00000012263
poecilia_mexicana ENSPMEG00000009706
poecilia_formosa ENSPFOG00000002314
poecilia_reticulata ENSPREG00000020367
xiphophorus_couchianus ENSXCOG00000005026
xiphophorus_maculatus ENSXMAG00000025229
gambusia_affinis ENSGAFG00000015067
cyprinodon_variegatus ENSCVAG00000016418
fundulus_heteroclitus ENSFHEG00000005110
kryptolebias_marmoratus ENSKMAG00000007288
oryzias_latipes_asm223467v1 ENSORLG00000022436
oryzias_latipes_asm223471v1 ENSORLG00020000312
oryzias_latipes_asm223469v1 ENSORLG00015010178
oryzias_melastigma ENSOMEG00000008313
hippocampus_comes ENSHCOG00000013602
mastacembelus_armatus ENSMAMG00000008728
monopterus_albus ENSMALG00000018912
anabas_testudineus ENSATEG00000016189
amphiprion_ocellaris ENSAOCG00000020645
amphiprion_percula ENSAPEG00000020939
acanthochromis_polyacanthus ENSAPOG00000024212
stegastes_partitus ENSSPAG00000017223
astatotilapia_calliptera ENSACLG00000021441
maylandia_zebra ENSMZEG00005003172
pundamilia_nyererei ENSPNYG00000021132
haplochromis_burtoni ENSHBUG00000016684
neolamprologus_brichardi ENSNBRG00000006508
oreochromis_niloticus ENSONIG00000013527
amphilophus_citrinellus ENSACIG00000000391
scophthalmus_maximus ENSSMAG00000017749
cynoglossus_semilaevis ENSCSEG00000016908
seriola_dumerili ENSSDUG00000021348
seriola_lalandi_dorsalis ENSSLDG00000000307
mola_mola ENSMMOG00000014221
gasterosteus_aculeatus ENSGACG00000019768
gadus_morhua ENSGMOG00000019450
esox_lucius ENSELUG00000011952
pygocentrus_nattereri ENSPNAG00000004957
astyanax_mexicanus ENSAMXG00000031666
ictalurus_punctatus ENSIPUG00000004054
danio_rerio ENSDARG00000054937
pygocentrus_nattereri ENSPNAG00000012114
astyanax_mexicanus ENSAMXG00000040749
ictalurus_punctatus ENSIPUG00000021026
danio_rerio ENSDARG00000087993
esox_lucius ENSELUG00000015517
scleropages_formosus ENSSFOG00015008286
paramormyrops_kingsleyae ENSPKIG00000024892
