mola_mola ENSMMOG00000015813
gasterosteus_aculeatus ENSGACG00000012108
tetraodon_nigroviridis ENSTNIG00000003391
takifugu_rubripes ENSTRUG00000011519
cynoglossus_semilaevis ENSCSEG00000004260
scophthalmus_maximus ENSSMAG00000005614
gambusia_affinis ENSGAFG00000006536
xiphophorus_couchianus ENSXCOG00000019112
poecilia_formosa ENSPFOG00000014068
fundulus_heteroclitus ENSFHEG00000010765
poecilia_latipinna ENSPLAG00000010761
poecilia_reticulata ENSPREG00000018484
poecilia_mexicana ENSPMEG00000024046
xiphophorus_maculatus ENSXMAG00000000183
xiphophorus_couchianus ENSXCOG00000019623
gambusia_affinis ENSGAFG00000006542
fundulus_heteroclitus ENSFHEG00000001011
cyprinodon_variegatus ENSCVAG00000020588
labrus_bergylta ENSLBEG00000010031
labrus_bergylta ENSLBEG00000007741
mastacembelus_armatus ENSMAMG00000019413
monopterus_albus ENSMALG00000005984
anabas_testudineus ENSATEG00000022874
seriola_lalandi_dorsalis ENSSLDG00000007606
seriola_lalandi_dorsalis ENSSLDG00000007595
seriola_dumerili ENSSDUG00000003813
oryzias_latipes_asm223467v1 ENSORLG00000027815
oryzias_latipes_asm223471v1 ENSORLG00020018544
oryzias_latipes_asm223469v1 ENSORLG00015013810
oryzias_melastigma ENSOMEG00000021804
kryptolebias_marmoratus ENSKMAG00000012565
maylandia_zebra ENSMZEG00005006400
astatotilapia_calliptera ENSACLG00000003318
haplochromis_burtoni ENSHBUG00000018107
pundamilia_nyererei ENSPNYG00000020750
neolamprologus_brichardi ENSNBRG00000009612
oreochromis_niloticus ENSONIG00000020204
amphilophus_citrinellus ENSACIG00000003742
amphiprion_percula ENSAPEG00000013464
amphiprion_ocellaris ENSAOCG00000018466
acanthochromis_polyacanthus ENSAPOG00000018501
stegastes_partitus ENSSPAG00000022401
hippocampus_comes ENSHCOG00000012990
gadus_morhua ENSGMOG00000013940
scleropages_formosus ENSSFOG00015017608
paramormyrops_kingsleyae ENSPKIG00000013266
taeniopygia_guttata ENSTGUG00000011818
lonchura_striata_domestica ENSLSDG00000016004
serinus_canaria ENSSCAG00000014224
zonotrichia_albicollis ENSZALG00000016153
junco_hyemalis ENSJHYG00000016547
ficedula_albicollis ENSFALG00000011412
cyanistes_caeruleus ENSCCEG00000015044
parus_major ENSPMJG00000013759
manacus_vitellinus ENSMVIG00005017819
lepidothrix_coronata ENSLCOG00000016229
melopsittacus_undulatus ENSMUNG00000012668
calidris_pygmaea ENSCPGG00000012886
calidris_pugnax ENSCPUG00000017782
anser_brachyrhynchus ENSABRG00000007913
anas_platyrhynchos_platyrhynchos ENSAPLG00000014464
gallus_gallus ENSGALG00000014853
coturnix_japonica ENSCJPG00005009161
meleagris_gallopavo ENSMGAG00000013295
numida_meleagris ENSNMEG00000022111
apteryx_haastii ENSAHAG00000010231
apteryx_owenii ENSAOWG00000006622
apteryx_rowi ENSARWG00000016991
dromaius_novaehollandiae ENSDNVG00000000259
nothoprocta_perdicaria ENSNPEG00000013720
crocodylus_porosus ENSCPRG00005004908
chelonoidis_abingdonii ENSCABG00000020605
gopherus_agassizii ENSGAGG00000013190
chrysemys_picta_bellii ENSCPBG00000018665
pelodiscus_sinensis ENSPSIG00000013314
anolis_carolinensis ENSACAG00000001621
pogona_vitticeps ENSPVIG00000023029
notechis_scutatus ENSNSUG00000004454
salvator_merianae ENSSMRG00000012096
sphenodon_punctatus ENSSPUG00000009505
phascolarctos_cinereus ENSPCIG00000023944
notamacropus_eugenii ENSMEUG00000004393
sarcophilus_harrisii ENSSHAG00000007453
monodelphis_domestica ENSMODG00000017728
oryctolagus_cuniculus ENSOCUG00000008486
ochotona_princeps ENSOPRG00000001022
chinchilla_lanigera ENSCLAG00000014159
octodon_degus ENSODEG00000005352
cavia_aperea ENSCAPG00000009049
cavia_porcellus ENSCPOG00000002795
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007629
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001622
fukomys_damarensis ENSFDAG00000018221
carlito_syrichta ENSTSYG00000026899
microcebus_murinus ENSMICG00000036266
propithecus_coquereli ENSPCOG00000011744
prolemur_simus ENSPSMG00000021566
otolemur_garnettii ENSOGAG00000014477
tupaia_belangeri ENSTBEG00000007374
castor_canadensis ENSCCNG00000012793
dipodomys_ordii ENSDORG00000001584
peromyscus_maniculatus_bairdii ENSPEMG00000025108
microtus_ochrogaster ENSMOCG00000009201
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001003937
cricetulus_griseus_crigri-picr ENSCGRG00015011551
cricetulus_griseus_crigri_1.0 ENSCGRG00000002556
mesocricetus_auratus ENSMAUG00000000705
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019785
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016030
mus_spicilegus ENSMSIG00000027578
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015221
rattus_norvegicus ENSRNOG00000012122
meriones_unguiculatus ENSMUGG00000007141
nannospalax_galili ENSNGAG00000015081
jaculus_jaculus ENSJJAG00000024228
urocitellus_parryii ENSUPAG00010020726
spermophilus_dauricus ENSSDAG00000008506
ictidomys_tridecemlineatus ENSSTOG00000001439
marmota_marmota_marmota ENSMMMG00000016235
ursus_maritimus ENSUMAG00000001385
ursus_americanus ENSUAMG00000008720
ailuropoda_melanoleuca ENSAMEG00000007484
canis_lupus_familiaris ENSCAFG00000001006
