gopherus_agassizii ENSGAGG00000016339
chelonoidis_abingdonii ENSCABG00000019954
chrysemys_picta_bellii ENSCPBG00000017162
pelodiscus_sinensis ENSPSIG00000006038
meleagris_gallopavo ENSMGAG00000012921
calidris_pygmaea ENSCPGG00000014816
anolis_carolinensis ENSACAG00000008093
notechis_scutatus ENSNSUG00000010385
sphenodon_punctatus ENSSPUG00000005024
notamacropus_eugenii ENSMEUG00000003980
phascolarctos_cinereus ENSPCIG00000011305
sarcophilus_harrisii ENSSHAG00000013433
monodelphis_domestica ENSMODG00000017262
castor_canadensis ENSCCNG00000028249
dipodomys_ordii ENSDORG00000016096
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015934
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019809
mus_spicilegus ENSMSIG00000015884
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015126
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023745
rattus_norvegicus ENSRNOG00000015660
meriones_unguiculatus ENSMUGG00000013245
cricetulus_griseus_crigri_1.0 ENSCGRG00000002385
cricetulus_griseus_crigri-picr ENSCGRG00015021783
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011078
cricetulus_griseus_crigri_1.0 ENSCGRG00000000396
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006882
cricetulus_griseus_crigri-picr ENSCGRG00015019986
mesocricetus_auratus ENSMAUG00000010762
microtus_ochrogaster ENSMOCG00000006951
peromyscus_maniculatus_bairdii ENSPEMG00000002570
nannospalax_galili ENSNGAG00000023273
jaculus_jaculus ENSJJAG00000015363
chinchilla_lanigera ENSCLAG00000015183
octodon_degus ENSODEG00000012153
cavia_porcellus ENSCPOG00000005371
cavia_aperea ENSCAPG00000003908
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007861
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015338
fukomys_damarensis ENSFDAG00000007246
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000068
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005027
fukomys_damarensis ENSFDAG00000020630
urocitellus_parryii ENSUPAG00010019603
ictidomys_tridecemlineatus ENSSTOG00000012829
spermophilus_dauricus ENSSDAG00000020195
marmota_marmota_marmota ENSMMMG00000000983
oryctolagus_cuniculus ENSOCUG00000008931
ochotona_princeps ENSOPRG00000000147
pan_paniscus ENSPPAG00000028165
pan_troglodytes ENSPTRG00000018670
gorilla_gorilla ENSGGOG00000016184
homo_sapiens ENSG00000034693
pongo_abelii ENSPPYG00000017061
nomascus_leucogenys ENSNLEG00000015077
macaca_nemestrina ENSMNEG00000045407
macaca_fascicularis ENSMFAG00000041371
macaca_mulatta ENSMMUG00000005365
theropithecus_gelada ENSTGEG00000018260
mandrillus_leucophaeus ENSMLEG00000014988
cercocebus_atys ENSCATG00000039503
papio_anubis ENSPANG00000026233
chlorocebus_sabaeus ENSCSAG00000017084
colobus_angolensis_palliatus ENSCANG00000038065
piliocolobus_tephrosceles ENSPTEG00000027374
rhinopithecus_roxellana ENSRROG00000039593
rhinopithecus_bieti ENSRBIG00000031242
saimiri_boliviensis_boliviensis ENSSBOG00000035064
cebus_capucinus_imitator ENSCCAG00000035697
callithrix_jacchus ENSCJAG00000019230
aotus_nancymaae ENSANAG00000024965
carlito_syrichta ENSTSYG00000034195
carlito_syrichta ENSTSYG00000002742
carlito_syrichta ENSTSYG00000000277
prolemur_simus ENSPSMG00000004543
propithecus_coquereli ENSPCOG00000020993
microcebus_murinus ENSMICG00000037542
otolemur_garnettii ENSOGAG00000014713
otolemur_garnettii ENSOGAG00000028056
tupaia_belangeri ENSTBEG00000008656
pteropus_vampyrus ENSPVAG00000003065
myotis_lucifugus ENSMLUG00000015924
tursiops_truncatus ENSTTRG00000002639
sus_scrofa ENSSSCG00000004134
vicugna_pacos ENSVPAG00000003815
capra_hircus ENSCHIG00000026379
ovis_aries ENSOARG00000001541
bos_taurus ENSBTAG00000001747
bos_mutus ENSBMUG00000007589
bison_bison_bison ENSBBBG00000007199
mustela_putorius_furo ENSMPUG00000018045
neovison_vison ENSNVIG00000021236
canis_lupus_familiaris ENSCAFG00000000307
canis_lupus_dingo ENSCAFG00020000229
vulpes_vulpes ENSVVUG00000004638
ursus_americanus ENSUAMG00000008733
ursus_maritimus ENSUMAG00000005479
ailuropoda_melanoleuca ENSAMEG00000011593
panthera_tigris_altaica ENSPTIG00000015756
panthera_pardus ENSPPRG00000014258
felis_catus ENSFCAG00000018590
equus_asinus_asinus ENSEASG00005009529
sorex_araneus ENSSARG00000009472
loxodonta_africana ENSLAFG00000012602
procavia_capensis ENSPCAG00000012356
echinops_telfairi ENSETEG00000013523
dasypus_novemcinctus ENSDNOG00000019412
choloepus_hoffmanni ENSCHOG00000012380
erinaceus_europaeus ENSEEUG00000015250
ornithorhynchus_anatinus ENSOANG00000007664
latimeria_chalumnae ENSLACG00000001613
petromyzon_marinus ENSPMAG00000001621
