junco_hyemalis ENSJHYG00000005285
zonotrichia_albicollis ENSZALG00000005794
serinus_canaria ENSSCAG00000008149
lonchura_striata_domestica ENSLSDG00000009108
taeniopygia_guttata ENSTGUG00000005275
parus_major ENSPMJG00000007755
cyanistes_caeruleus ENSCCEG00000007664
ficedula_albicollis ENSFALG00000008807
lepidothrix_coronata ENSLCOG00000011656
manacus_vitellinus ENSMVIG00005019052
calidris_pygmaea ENSCPGG00000001906
calidris_pugnax ENSCPUG00000004266
melopsittacus_undulatus ENSMUNG00000003506
anser_brachyrhynchus ENSABRG00000019877
anas_platyrhynchos_platyrhynchos ENSAPLG00000003062
gallus_gallus ENSGALG00000004153
meleagris_gallopavo ENSMGAG00000002415
coturnix_japonica ENSCJPG00005013780
numida_meleagris ENSNMEG00000005396
apteryx_owenii ENSAOWG00000000766
apteryx_rowi ENSARWG00000006612
apteryx_haastii ENSAHAG00000017028
dromaius_novaehollandiae ENSDNVG00000012961
nothoprocta_perdicaria ENSNPEG00000006863
crocodylus_porosus ENSCPRG00005009582
gopherus_agassizii ENSGAGG00000010136
chelonoidis_abingdonii ENSCABG00000006733
chrysemys_picta_bellii ENSCPBG00000014079
pelodiscus_sinensis ENSPSIG00000013537
sphenodon_punctatus ENSSPUG00000012371
sphenodon_punctatus ENSSPUG00000013614
pogona_vitticeps ENSPVIG00000013067
anolis_carolinensis ENSACAG00000015847
notechis_scutatus ENSNSUG00000011018
salvator_merianae ENSSMRG00000003982
ornithorhynchus_anatinus ENSOANG00000011297
xenopus_tropicalis ENSXETG00000031760
latimeria_chalumnae ENSLACG00000015568
phascolarctos_cinereus ENSPCIG00000019137
phascolarctos_cinereus ENSPCIG00000012494
notamacropus_eugenii ENSMEUG00000000744
sarcophilus_harrisii ENSSHAG00000007467
monodelphis_domestica ENSMODG00000007384
pan_troglodytes ENSPTRG00000004014
pan_paniscus ENSPPAG00000001380
homo_sapiens ENSG00000172890
gorilla_gorilla ENSGGOG00000006551
pongo_abelii ENSPPYG00000002948
nomascus_leucogenys ENSNLEG00000010685
piliocolobus_tephrosceles ENSPTEG00000007257
colobus_angolensis_palliatus ENSCANG00000034252
rhinopithecus_roxellana ENSRROG00000026981
rhinopithecus_bieti ENSRBIG00000040100
macaca_mulatta ENSMMUG00000011977
macaca_fascicularis ENSMFAG00000040085
cercocebus_atys ENSCATG00000030630
macaca_nemestrina ENSMNEG00000032850
theropithecus_gelada ENSTGEG00000027438
papio_anubis ENSPANG00000011530
mandrillus_leucophaeus ENSMLEG00000044446
