lonchura_striata_domestica ENSLSDG00000012459
parus_major ENSPMJG00000015653
lepidothrix_coronata ENSLCOG00000009691
sphenodon_punctatus ENSSPUG00000007251
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032237
mus_spicilegus ENSMSIG00000032030
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031860
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031119
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021584
rattus_norvegicus ENSRNOG00000010736
meriones_unguiculatus ENSMUGG00000012843
peromyscus_maniculatus_bairdii ENSPEMG00000010841
microtus_ochrogaster ENSMOCG00000001326
cricetulus_griseus_crigri-picr ENSCGRG00015025642
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014693
cricetulus_griseus_crigri_1.0 ENSCGRG00000009041
mesocricetus_auratus ENSMAUG00000000855
nannospalax_galili ENSNGAG00000013031
jaculus_jaculus ENSJJAG00000010902
ictidomys_tridecemlineatus ENSSTOG00000007166
spermophilus_dauricus ENSSDAG00000021112
urocitellus_parryii ENSUPAG00010017995
marmota_marmota_marmota ENSMMMG00000003652
oryctolagus_cuniculus ENSOCUG00000029208
pan_troglodytes ENSPTRG00000010744
pan_paniscus ENSPPAG00000035891
homo_sapiens ENSG00000105717
gorilla_gorilla ENSGGOG00000006000
nomascus_leucogenys ENSNLEG00000006307
macaca_nemestrina ENSMNEG00000041601
macaca_mulatta ENSMMUG00000048108
papio_anubis ENSPANG00000004463
theropithecus_gelada ENSTGEG00000016315
mandrillus_leucophaeus ENSMLEG00000028081
chlorocebus_sabaeus ENSCSAG00000005070
cercocebus_atys ENSCATG00000035336
rhinopithecus_bieti ENSRBIG00000043379
rhinopithecus_roxellana ENSRROG00000033089
colobus_angolensis_palliatus ENSCANG00000035855
macaca_fascicularis ENSMFAG00000031948
piliocolobus_tephrosceles ENSPTEG00000025555
cebus_capucinus_imitator ENSCCAG00000028260
saimiri_boliviensis_boliviensis ENSSBOG00000031282
aotus_nancymaae ENSANAG00000032208
microcebus_murinus ENSMICG00000005939
propithecus_coquereli ENSPCOG00000016827
prolemur_simus ENSPSMG00000002398
otolemur_garnettii ENSOGAG00000007450
carlito_syrichta ENSTSYG00000034594
tupaia_belangeri ENSTBEG00000005735
canis_lupus_familiaris ENSCAFG00000014191
canis_lupus_dingo ENSCAFG00020012739
vulpes_vulpes ENSVVUG00000007478
neovison_vison ENSNVIG00000020863
mustela_putorius_furo ENSMPUG00000015365
ursus_maritimus ENSUMAG00000006125
ursus_americanus ENSUAMG00000000763
ailuropoda_melanoleuca ENSAMEG00000011909
panthera_pardus ENSPPRG00000020424
panthera_tigris_altaica ENSPTIG00000013405
felis_catus ENSFCAG00000014536
pteropus_vampyrus ENSPVAG00000017459
bos_taurus ENSBTAG00000009975
bos_mutus ENSBMUG00000019515
bison_bison_bison ENSBBBG00000015984
ovis_aries ENSOARG00000007632
capra_hircus ENSCHIG00000020490
tursiops_truncatus ENSTTRG00000009886
sus_scrofa ENSSSCG00000013933
echinops_telfairi ENSETEG00000002650
procavia_capensis ENSPCAG00000011893
anser_brachyrhynchus ENSABRG00000003128
anas_platyrhynchos_platyrhynchos ENSAPLG00000012834
gallus_gallus ENSGALG00000034076
meleagris_gallopavo ENSMGAG00000011441
coturnix_japonica ENSCJPG00005001827
numida_meleagris ENSNMEG00000012920
manacus_vitellinus ENSMVIG00005000793
manacus_vitellinus ENSMVIG00005000775
cyanistes_caeruleus ENSCCEG00000009923
melopsittacus_undulatus ENSMUNG00000000302
calidris_pygmaea ENSCPGG00000007369
calidris_pugnax ENSCPUG00000008671
apteryx_owenii ENSAOWG00000000338
apteryx_rowi ENSARWG00000011908
apteryx_haastii ENSAHAG00000008863
nothoprocta_perdicaria ENSNPEG00000006676
dromaius_novaehollandiae ENSDNVG00000002427
crocodylus_porosus ENSCPRG00005013380
chelonoidis_abingdonii ENSCABG00000021317
gopherus_agassizii ENSGAGG00000004976
chrysemys_picta_bellii ENSCPBG00000014233
pelodiscus_sinensis ENSPSIG00000011597
pogona_vitticeps ENSPVIG00000024380
anolis_carolinensis ENSACAG00000004770
notechis_scutatus ENSNSUG00000000365
salvator_merianae ENSSMRG00000000081
notamacropus_eugenii ENSMEUG00000002971
phascolarctos_cinereus ENSPCIG00000018874
monodelphis_domestica ENSMODG00000004459
sarcophilus_harrisii ENSSHAG00000011385
