prolemur_simus ENSPSMG00000012649
propithecus_coquereli ENSPCOG00000024459
microcebus_murinus ENSMICG00000037622
otolemur_garnettii ENSOGAG00000011119
pan_paniscus ENSPPAG00000030094
pan_troglodytes ENSPTRG00000052283
homo_sapiens ENSG00000146094
gorilla_gorilla ENSGGOG00000014475
nomascus_leucogenys ENSNLEG00000029933
macaca_mulatta ENSMMUG00000016914
macaca_fascicularis ENSMFAG00000041793
macaca_nemestrina ENSMNEG00000030986
mandrillus_leucophaeus ENSMLEG00000042954
cercocebus_atys ENSCATG00000037776
theropithecus_gelada ENSTGEG00000016161
papio_anubis ENSPANG00000005512
chlorocebus_sabaeus ENSCSAG00000008757
colobus_angolensis_palliatus ENSCANG00000033957
piliocolobus_tephrosceles ENSPTEG00000006502
rhinopithecus_roxellana ENSRROG00000033646
rhinopithecus_bieti ENSRBIG00000025895
saimiri_boliviensis_boliviensis ENSSBOG00000034065
cebus_capucinus_imitator ENSCCAG00000033574
callithrix_jacchus ENSCJAG00000006649
aotus_nancymaae ENSANAG00000032117
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015012
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018606
fukomys_damarensis ENSFDAG00000011426
chinchilla_lanigera ENSCLAG00000015994
octodon_degus ENSODEG00000008572
cavia_aperea ENSCAPG00000007111
cavia_porcellus ENSCPOG00000008758
ictidomys_tridecemlineatus ENSSTOG00000003144
urocitellus_parryii ENSUPAG00010014081
marmota_marmota_marmota ENSMMMG00000005538
spermophilus_dauricus ENSSDAG00000002046
castor_canadensis ENSCCNG00000024682
dipodomys_ordii ENSDORG00000010787
mus_spicilegus ENSMSIG00000018717
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019447
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035711
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018567
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019632
rattus_norvegicus ENSRNOG00000013564
meriones_unguiculatus ENSMUGG00000015467
peromyscus_maniculatus_bairdii ENSPEMG00000000412
microtus_ochrogaster ENSMOCG00000021494
cricetulus_griseus_crigri_1.0 ENSCGRG00000009520
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009102
cricetulus_griseus_crigri-picr ENSCGRG00015017155
mesocricetus_auratus ENSMAUG00000005097
nannospalax_galili ENSNGAG00000021675
jaculus_jaculus ENSJJAG00000006405
oryctolagus_cuniculus ENSOCUG00000021584
ochotona_princeps ENSOPRG00000016597
pongo_abelii ENSPPYG00000016096
bos_taurus ENSBTAG00000025401
bos_mutus ENSBMUG00000007980
bison_bison_bison ENSBBBG00000001937
capra_hircus ENSCHIG00000011468
ovis_aries ENSOARG00000004300
tursiops_truncatus ENSTTRG00000015825
sus_scrofa ENSSSCG00000031653
pteropus_vampyrus ENSPVAG00000007781
myotis_lucifugus ENSMLUG00000006592
equus_caballus ENSECAG00000022360
equus_asinus_asinus ENSEASG00005012424
ursus_maritimus ENSUMAG00000024286
ursus_americanus ENSUAMG00000023225
ailuropoda_melanoleuca ENSAMEG00000018071
mustela_putorius_furo ENSMPUG00000012003
neovison_vison ENSNVIG00000020667
canis_lupus_dingo ENSCAFG00020012016
canis_lupus_familiaris ENSCAFG00000016309
vulpes_vulpes ENSVVUG00000026024
panthera_tigris_altaica ENSPTIG00000020129
panthera_pardus ENSPPRG00000001484
felis_catus ENSFCAG00000026604
loxodonta_africana ENSLAFG00000027637
procavia_capensis ENSPCAG00000009287
echinops_telfairi ENSETEG00000012951
dasypus_novemcinctus ENSDNOG00000036427
phascolarctos_cinereus ENSPCIG00000002334
notamacropus_eugenii ENSMEUG00000014409
monodelphis_domestica ENSMODG00000004674
sarcophilus_harrisii ENSSHAG00000014105
ornithorhynchus_anatinus ENSOANG00000009672
apteryx_haastii ENSAHAG00000010847
apteryx_rowi ENSARWG00000003885
apteryx_owenii ENSAOWG00000011644
dromaius_novaehollandiae ENSDNVG00000014156
nothoprocta_perdicaria ENSNPEG00000004257
calidris_pugnax ENSCPUG00000007966
melopsittacus_undulatus ENSMUNG00000006723
parus_major ENSPMJG00000006607
cyanistes_caeruleus ENSCCEG00000004939
serinus_canaria ENSSCAG00000013585
lonchura_striata_domestica ENSLSDG00000014978
taeniopygia_guttata ENSTGUG00000000412
ficedula_albicollis ENSFALG00000008738
lepidothrix_coronata ENSLCOG00000008590
manacus_vitellinus ENSMVIG00005017219
anser_brachyrhynchus ENSABRG00000015415
anas_platyrhynchos_platyrhynchos ENSAPLG00000027220
gallus_gallus ENSGALG00000026914
coturnix_japonica ENSCJPG00005010011
meleagris_gallopavo ENSMGAG00000004040
numida_meleagris ENSNMEG00000017980
crocodylus_porosus ENSCPRG00005014280
chelonoidis_abingdonii ENSCABG00000004783
gopherus_agassizii ENSGAGG00000018599
chrysemys_picta_bellii ENSCPBG00000022173
anolis_carolinensis ENSACAG00000005933
pogona_vitticeps ENSPVIG00000024980
notechis_scutatus ENSNSUG00000007641
salvator_merianae ENSSMRG00000007134
sphenodon_punctatus ENSSPUG00000005784
scleropages_formosus ENSSFOG00015000483
paramormyrops_kingsleyae ENSPKIG00000007642
