loxodonta_africana ENSLAFG00000017259
procavia_capensis ENSPCAG00000004306
choloepus_hoffmanni ENSCHOG00000012163
pteropus_vampyrus ENSPVAG00000012365
myotis_lucifugus ENSMLUG00000000007
ursus_maritimus ENSUMAG00000008283
ailuropoda_melanoleuca ENSAMEG00000000947
neovison_vison ENSNVIG00000012258
mustela_putorius_furo ENSMPUG00000017158
canis_lupus_dingo ENSCAFG00020004443
canis_lupus_familiaris ENSCAFG00000015349
panthera_pardus ENSPPRG00000024055
panthera_tigris_altaica ENSPTIG00000017594
felis_catus ENSFCAG00000000762
capra_hircus ENSCHIG00000023878
ovis_aries ENSOARG00000020748
bos_mutus ENSBMUG00000006072
bos_taurus ENSBTAG00000019376
bison_bison_bison ENSBBBG00000009700
tursiops_truncatus ENSTTRG00000009608
vicugna_pacos ENSVPAG00000005894
sus_scrofa ENSSSCG00000011752
equus_asinus_asinus ENSEASG00005017198
equus_caballus ENSECAG00000019423
tupaia_belangeri ENSTBEG00000010428
mus_spicilegus ENSMSIG00000022129
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025823
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039286
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024891
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026336
rattus_norvegicus ENSRNOG00000024089
meriones_unguiculatus ENSMUGG00000003322
meriones_unguiculatus ENSMUGG00000002856
cricetulus_griseus_crigri_1.0 ENSCGRG00000009626
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016574
cricetulus_griseus_crigri-picr ENSCGRG00015027879
mesocricetus_auratus ENSMAUG00000001787
peromyscus_maniculatus_bairdii ENSPEMG00000027449
microtus_ochrogaster ENSMOCG00000018057
nannospalax_galili ENSNGAG00000014346
castor_canadensis ENSCCNG00000020171
octodon_degus ENSODEG00000007581
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014877
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000727
fukomys_damarensis ENSFDAG00000017805
cavia_aperea ENSCAPG00000012414
cavia_porcellus ENSCPOG00000011705
chinchilla_lanigera ENSCLAG00000015717
jaculus_jaculus ENSJJAG00000023375
urocitellus_parryii ENSUPAG00010019380
spermophilus_dauricus ENSSDAG00000008705
ictidomys_tridecemlineatus ENSSTOG00000015567
marmota_marmota_marmota ENSMMMG00000004936
dipodomys_ordii ENSDORG00000027147
oryctolagus_cuniculus ENSOCUG00000004185
ochotona_princeps ENSOPRG00000003203
chlorocebus_sabaeus ENSCSAG00000012797
theropithecus_gelada ENSTGEG00000026773
papio_anubis ENSPANG00000021486
cercocebus_atys ENSCATG00000017750
mandrillus_leucophaeus ENSMLEG00000032293
macaca_nemestrina ENSMNEG00000039869
macaca_fascicularis ENSMFAG00000033083
macaca_mulatta ENSMMUG00000004189
piliocolobus_tephrosceles ENSPTEG00000031431
colobus_angolensis_palliatus ENSCANG00000041603
rhinopithecus_roxellana ENSRROG00000037113
rhinopithecus_bieti ENSRBIG00000029370
pan_paniscus ENSPPAG00000016544
pan_troglodytes ENSPTRG00000015629
gorilla_gorilla ENSGGOG00000002990
homo_sapiens ENSG00000075420
pongo_abelii ENSPPYG00000014301
nomascus_leucogenys ENSNLEG00000005477
cebus_capucinus_imitator ENSCCAG00000034965
saimiri_boliviensis_boliviensis ENSSBOG00000024022
callithrix_jacchus ENSCJAG00000002213
aotus_nancymaae ENSANAG00000030044
carlito_syrichta ENSTSYG00000007294
microcebus_murinus ENSMICG00000049279
prolemur_simus ENSPSMG00000016159
propithecus_coquereli ENSPCOG00000021925
otolemur_garnettii ENSOGAG00000007902
sorex_araneus ENSSARG00000003215
erinaceus_europaeus ENSEEUG00000010816
vulpes_vulpes ENSVVUG00000001630
ursus_americanus ENSUAMG00000018505
dasypus_novemcinctus ENSDNOG00000015809
echinops_telfairi ENSETEG00000010177
phascolarctos_cinereus ENSPCIG00000010317
notamacropus_eugenii ENSMEUG00000014298
monodelphis_domestica ENSMODG00000021323
sarcophilus_harrisii ENSSHAG00000006632
ornithorhynchus_anatinus ENSOANG00000001087
pogona_vitticeps ENSPVIG00000019628
anolis_carolinensis ENSACAG00000016311
notechis_scutatus ENSNSUG00000002814
salvator_merianae ENSSMRG00000023642
sphenodon_punctatus ENSSPUG00000013897
anser_brachyrhynchus ENSABRG00000001285
anas_platyrhynchos_platyrhynchos ENSAPLG00000012065
gallus_gallus ENSGALG00000009222
meleagris_gallopavo ENSMGAG00000010040
coturnix_japonica ENSCJPG00005014275
numida_meleagris ENSNMEG00000018914
manacus_vitellinus ENSMVIG00005017560
lepidothrix_coronata ENSLCOG00000006663
junco_hyemalis ENSJHYG00000007006
zonotrichia_albicollis ENSZALG00000005797
serinus_canaria ENSSCAG00000012019
taeniopygia_guttata ENSTGUG00000010824
lonchura_striata_domestica ENSLSDG00000002911
ficedula_albicollis ENSFALG00000008467
parus_major ENSPMJG00000003059
cyanistes_caeruleus ENSCCEG00000006755
calidris_pygmaea ENSCPGG00000009370
calidris_pugnax ENSCPUG00000011178
melopsittacus_undulatus ENSMUNG00000007628
apteryx_haastii ENSAHAG00000013753
apteryx_owenii ENSAOWG00000016111
apteryx_rowi ENSARWG00000017270
dromaius_novaehollandiae ENSDNVG00000010540
nothoprocta_perdicaria ENSNPEG00000002422
crocodylus_porosus ENSCPRG00005009467
chelonoidis_abingdonii ENSCABG00000008756
gopherus_agassizii ENSGAGG00000019657
chrysemys_picta_bellii ENSCPBG00000015906
pelodiscus_sinensis ENSPSIG00000006607
xenopus_tropicalis ENSXETG00000023615
latimeria_chalumnae ENSLACG00000014151
dasypus_novemcinctus ENSDNOG00000038934
astyanax_mexicanus ENSAMXG00000006332
pygocentrus_nattereri ENSPNAG00000004510
danio_rerio ENSDARG00000078179
hippocampus_comes ENSHCOG00000014698
periophthalmus_magnuspinnatus ENSPMGG00000003990
tetraodon_nigroviridis ENSTNIG00000001560
tetraodon_nigroviridis ENSTNIG00000006666
takifugu_rubripes ENSTRUG00000012979
mola_mola ENSMMOG00000011826
labrus_bergylta ENSLBEG00000021283
gasterosteus_aculeatus ENSGACG00000010937
scophthalmus_maximus ENSSMAG00000015569
cynoglossus_semilaevis ENSCSEG00000003333
seriola_dumerili ENSSDUG00000011272
seriola_lalandi_dorsalis ENSSLDG00000023762
mastacembelus_armatus ENSMAMG00000001307
monopterus_albus ENSMALG00000010822
anabas_testudineus ENSATEG00000006271
xiphophorus_couchianus ENSXCOG00000014204
xiphophorus_maculatus ENSXMAG00000009157
gambusia_affinis ENSGAFG00000018791
poecilia_latipinna ENSPLAG00000007741
poecilia_formosa ENSPFOG00000012010
poecilia_mexicana ENSPMEG00000012004
poecilia_reticulata ENSPREG00000012267
fundulus_heteroclitus ENSFHEG00000018007
cyprinodon_variegatus ENSCVAG00000019127
kryptolebias_marmoratus ENSKMAG00000006423
oryzias_latipes_asm223471v1 ENSORLG00020020440
oryzias_latipes_asm223469v1 ENSORLG00015017874
oryzias_latipes_asm223467v1 ENSORLG00000011774
oryzias_melastigma ENSOMEG00000000414
pundamilia_nyererei ENSPNYG00000006456
haplochromis_burtoni ENSHBUG00000014984
maylandia_zebra ENSMZEG00005013476
astatotilapia_calliptera ENSACLG00000006238
oreochromis_niloticus ENSONIG00000000825
amphilophus_citrinellus ENSACIG00000005860
amphiprion_ocellaris ENSAOCG00000001533
amphiprion_percula ENSAPEG00000011805
acanthochromis_polyacanthus ENSAPOG00000010056
stegastes_partitus ENSSPAG00000002201
neolamprologus_brichardi ENSNBRG00000009385
gadus_morhua ENSGMOG00000012986
esox_lucius ENSELUG00000007765
scleropages_formosus ENSSFOG00015009292
paramormyrops_kingsleyae ENSPKIG00000021061
scleropages_formosus ENSSFOG00015007525
paramormyrops_kingsleyae ENSPKIG00000018330
astyanax_mexicanus ENSAMXG00000003573
pygocentrus_nattereri ENSPNAG00000028615
ictalurus_punctatus ENSIPUG00000017521
danio_rerio ENSDARG00000062023
lepisosteus_oculatus ENSLOCG00000007447
lepisosteus_oculatus ENSLOCG00000007456
eptatretus_burgeri ENSEBUG00000003204
