dromaius_novaehollandiae ENSDNVG00000004947
nothoprocta_perdicaria ENSNPEG00000008294
lonchura_striata_domestica ENSLSDG00000009267
junco_hyemalis ENSJHYG00000002818
serinus_canaria ENSSCAG00000004328
taeniopygia_guttata ENSTGUG00000009533
parus_major ENSPMJG00000011613
cyanistes_caeruleus ENSCCEG00000000036
ficedula_albicollis ENSFALG00000003486
zonotrichia_albicollis ENSZALG00000006871
lepidothrix_coronata ENSLCOG00000004207
manacus_vitellinus ENSMVIG00005017183
melopsittacus_undulatus ENSMUNG00000012846
calidris_pygmaea ENSCPGG00000003949
calidris_pugnax ENSCPUG00000006610
anser_brachyrhynchus ENSABRG00000014132
anas_platyrhynchos_platyrhynchos ENSAPLG00000019711
coturnix_japonica ENSCJPG00005013258
meleagris_gallopavo ENSMGAG00000014834
gallus_gallus ENSGALG00000016810
numida_meleagris ENSNMEG00000017775
crocodylus_porosus ENSCPRG00005015635
chelonoidis_abingdonii ENSCABG00000013039
gopherus_agassizii ENSGAGG00000015440
chrysemys_picta_bellii ENSCPBG00000022841
pelodiscus_sinensis ENSPSIG00000010767
sphenodon_punctatus ENSSPUG00000001878
anolis_carolinensis ENSACAG00000001846
pogona_vitticeps ENSPVIG00000022073
notechis_scutatus ENSNSUG00000001196
salvator_merianae ENSSMRG00000002162
xenopus_tropicalis ENSXETG00000018646
phascolarctos_cinereus ENSPCIG00000003337
notamacropus_eugenii ENSMEUG00000005647
monodelphis_domestica ENSMODG00000025141
loxodonta_africana ENSLAFG00000023013
echinops_telfairi ENSETEG00000000571
dasypus_novemcinctus ENSDNOG00000031202
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016150
mus_spicilegus ENSMSIG00000009166
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037990
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015339
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030755
rattus_norvegicus ENSRNOG00000046791
meriones_unguiculatus ENSMUGG00000000589
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001011763
cricetulus_griseus_crigri_1.0 ENSCGRG00000010426
cricetulus_griseus_crigri-picr ENSCGRG00015009285
mesocricetus_auratus ENSMAUG00000012183
microtus_ochrogaster ENSMOCG00000013569
peromyscus_maniculatus_bairdii ENSPEMG00000021347
nannospalax_galili ENSNGAG00000021116
jaculus_jaculus ENSJJAG00000016244
dipodomys_ordii ENSDORG00000000992
chinchilla_lanigera ENSCLAG00000014344
octodon_degus ENSODEG00000008888
cavia_porcellus ENSCPOG00000001631
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007555
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008723
fukomys_damarensis ENSFDAG00000011742
urocitellus_parryii ENSUPAG00010007549
ictidomys_tridecemlineatus ENSSTOG00000003615
oryctolagus_cuniculus ENSOCUG00000014996
ochotona_princeps ENSOPRG00000006019
pan_troglodytes ENSPTRG00000012336
pan_paniscus ENSPPAG00000010553
homo_sapiens ENSG00000172985
gorilla_gorilla ENSGGOG00000034870
pongo_abelii ENSPPYG00000012143
nomascus_leucogenys ENSNLEG00000007502
papio_anubis ENSPANG00000006520
theropithecus_gelada ENSTGEG00000002106
cercocebus_atys ENSCATG00000037742
macaca_fascicularis ENSMFAG00000039435
macaca_mulatta ENSMMUG00000017175
macaca_nemestrina ENSMNEG00000033434
mandrillus_leucophaeus ENSMLEG00000005632
chlorocebus_sabaeus ENSCSAG00000016986
piliocolobus_tephrosceles ENSPTEG00000026479
colobus_angolensis_palliatus ENSCANG00000034093
rhinopithecus_bieti ENSRBIG00000035937
rhinopithecus_roxellana ENSRROG00000038457
cebus_capucinus_imitator ENSCCAG00000034945
callithrix_jacchus ENSCJAG00000001299
saimiri_boliviensis_boliviensis ENSSBOG00000019575
aotus_nancymaae ENSANAG00000032420
carlito_syrichta ENSTSYG00000035170
microcebus_murinus ENSMICG00000010782
prolemur_simus ENSPSMG00000023034
propithecus_coquereli ENSPCOG00000013390
otolemur_garnettii ENSOGAG00000016444
tupaia_belangeri ENSTBEG00000011664
pteropus_vampyrus ENSPVAG00000010071
sorex_araneus ENSSARG00000008574
myotis_lucifugus ENSMLUG00000024530
equus_caballus ENSECAG00000019446
equus_asinus_asinus ENSEASG00005000105
capra_hircus ENSCHIG00000015843
ovis_aries ENSOARG00000000855
bison_bison_bison ENSBBBG00000021463
bos_taurus ENSBTAG00000038011
tursiops_truncatus ENSTTRG00000017234
sus_scrofa ENSSSCG00000038296
neovison_vison ENSNVIG00000011181
mustela_putorius_furo ENSMPUG00000010729
ursus_maritimus ENSUMAG00000020902
ursus_americanus ENSUAMG00000013895
ailuropoda_melanoleuca ENSAMEG00000010435
canis_lupus_dingo ENSCAFG00020009205
canis_lupus_familiaris ENSCAFG00000001966
vulpes_vulpes ENSVVUG00000020732
panthera_pardus ENSPPRG00000021527
panthera_tigris_altaica ENSPTIG00000017934
felis_catus ENSFCAG00000029081
ursus_americanus ENSUAMG00000015365
mus_spicilegus ENSMSIG00000000799
latimeria_chalumnae ENSLACG00000003902
pygocentrus_nattereri ENSPNAG00000019586
astyanax_mexicanus ENSAMXG00000012721
ictalurus_punctatus ENSIPUG00000015821
danio_rerio ENSDARG00000102334
takifugu_rubripes ENSTRUG00000004966
tetraodon_nigroviridis ENSTNIG00000016425
mola_mola ENSMMOG00000005813
gasterosteus_aculeatus ENSGACG00000006651
labrus_bergylta ENSLBEG00000001693
cynoglossus_semilaevis ENSCSEG00000012784
scophthalmus_maximus ENSSMAG00000008114
seriola_dumerili ENSSDUG00000013834
seriola_lalandi_dorsalis ENSSLDG00000024178
mastacembelus_armatus ENSMAMG00000018464
monopterus_albus ENSMALG00000013874
anabas_testudineus ENSATEG00000001037
xiphophorus_maculatus ENSXMAG00000016288
gambusia_affinis ENSGAFG00000011416
poecilia_mexicana ENSPMEG00000018173
poecilia_latipinna ENSPLAG00000018676
poecilia_formosa ENSPFOG00000004645
poecilia_reticulata ENSPREG00000012634
fundulus_heteroclitus ENSFHEG00000015904
cyprinodon_variegatus ENSCVAG00000010096
kryptolebias_marmoratus ENSKMAG00000000176
oryzias_latipes_asm223469v1 ENSORLG00015000104
oryzias_latipes_asm223471v1 ENSORLG00020003067
oryzias_latipes_asm223467v1 ENSORLG00000015907
oryzias_melastigma ENSOMEG00000023477
astatotilapia_calliptera ENSACLG00000019702
maylandia_zebra ENSMZEG00005010524
haplochromis_burtoni ENSHBUG00000013785
pundamilia_nyererei ENSPNYG00000018604
oreochromis_niloticus ENSONIG00000004255
neolamprologus_brichardi ENSNBRG00000002947
amphilophus_citrinellus ENSACIG00000000569
amphiprion_percula ENSAPEG00000013458
amphiprion_ocellaris ENSAOCG00000010012
acanthochromis_polyacanthus ENSAPOG00000004497
stegastes_partitus ENSSPAG00000008835
hippocampus_comes ENSHCOG00000008281
esox_lucius ENSELUG00000008324
paramormyrops_kingsleyae ENSPKIG00000010807
paramormyrops_kingsleyae ENSPKIG00000020847
scleropages_formosus ENSSFOG00015023230
scleropages_formosus ENSSFOG00015003853
