astatotilapia_calliptera ENSACLG00000009305
maylandia_zebra ENSMZEG00005013247
haplochromis_burtoni ENSHBUG00000008152
pundamilia_nyererei ENSPNYG00000000631
oreochromis_niloticus ENSONIG00000004859
amphilophus_citrinellus ENSACIG00000016045
stegastes_partitus ENSSPAG00000008831
xiphophorus_couchianus ENSXCOG00000003215
xiphophorus_maculatus ENSXMAG00000008546
gambusia_affinis ENSGAFG00000008806
poecilia_reticulata ENSPREG00000002742
poecilia_formosa ENSPFOG00000003156
cyprinodon_variegatus ENSCVAG00000022566
kryptolebias_marmoratus ENSKMAG00000010567
gasterosteus_aculeatus ENSGACG00000017993
labrus_bergylta ENSLBEG00000027551
scophthalmus_maximus ENSSMAG00000002604
seriola_lalandi_dorsalis ENSSLDG00000003348
