scophthalmus_maximus ENSSMAG00000005489
cynoglossus_semilaevis ENSCSEG00000000374
seriola_dumerili ENSSDUG00000006554
seriola_lalandi_dorsalis ENSSLDG00000010999
monopterus_albus ENSMALG00000011362
mastacembelus_armatus ENSMAMG00000002675
anabas_testudineus ENSATEG00000005578
gasterosteus_aculeatus ENSGACG00000005687
labrus_bergylta ENSLBEG00000015739
takifugu_rubripes ENSTRUG00000017152
tetraodon_nigroviridis ENSTNIG00000004237
mola_mola ENSMMOG00000004646
amphiprion_percula ENSAPEG00000021872
amphiprion_ocellaris ENSAOCG00000023676
acanthochromis_polyacanthus ENSAPOG00000006149
stegastes_partitus ENSSPAG00000017966
maylandia_zebra ENSMZEG00005006190
astatotilapia_calliptera ENSACLG00000021636
haplochromis_burtoni ENSHBUG00000005046
pundamilia_nyererei ENSPNYG00000006346
neolamprologus_brichardi ENSNBRG00000014451
oreochromis_niloticus ENSONIG00000019625
amphilophus_citrinellus ENSACIG00000020747
poecilia_formosa ENSPFOG00000017717
poecilia_mexicana ENSPMEG00000013752
poecilia_latipinna ENSPLAG00000006575
poecilia_reticulata ENSPREG00000021547
gambusia_affinis ENSGAFG00000007929
xiphophorus_couchianus ENSXCOG00000001205
xiphophorus_maculatus ENSXMAG00000009466
fundulus_heteroclitus ENSFHEG00000017572
kryptolebias_marmoratus ENSKMAG00000016384
oryzias_melastigma ENSOMEG00000009784
hippocampus_comes ENSHCOG00000002604
periophthalmus_magnuspinnatus ENSPMGG00000020182
gadus_morhua ENSGMOG00000017669
esox_lucius ENSELUG00000006203
pygocentrus_nattereri ENSPNAG00000023241
ictalurus_punctatus ENSIPUG00000012594
paramormyrops_kingsleyae ENSPKIG00000016596
lepisosteus_oculatus ENSLOCG00000004150
