microcebus_murinus ENSMICG00000026374
prolemur_simus ENSPSMG00000023086
otolemur_garnettii ENSOGAG00000031013
pan_troglodytes ENSPTRG00000049411
pan_paniscus ENSPPAG00000013631
homo_sapiens ENSG00000267909
pongo_abelii ENSPPYG00000005943
nomascus_leucogenys ENSNLEG00000031552
theropithecus_gelada ENSTGEG00000019823
papio_anubis ENSPANG00000017912
cercocebus_atys ENSCATG00000008772
macaca_fascicularis ENSMFAG00000000299
macaca_mulatta ENSMMUG00000012136
macaca_nemestrina ENSMNEG00000011906
chlorocebus_sabaeus ENSCSAG00000019570
piliocolobus_tephrosceles ENSPTEG00000033508
colobus_angolensis_palliatus ENSCANG00000028793
rhinopithecus_bieti ENSRBIG00000036565
rhinopithecus_roxellana ENSRROG00000029266
callithrix_jacchus ENSCJAG00000044147
saimiri_boliviensis_boliviensis ENSSBOG00000035890
cebus_capucinus_imitator ENSCCAG00000010782
aotus_nancymaae ENSANAG00000019635
castor_canadensis ENSCCNG00000019368
dipodomys_ordii ENSDORG00000026769
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018746
mus_spicilegus ENSMSIG00000016119
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000062961
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017901
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029657
rattus_norvegicus ENSRNOG00000033973
meriones_unguiculatus ENSMUGG00000023885
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010824
cricetulus_griseus_crigri-picr ENSCGRG00015028118
mesocricetus_auratus ENSMAUG00000014718
peromyscus_maniculatus_bairdii ENSPEMG00000024387
microtus_ochrogaster ENSMOCG00000011888
nannospalax_galili ENSNGAG00000009965
jaculus_jaculus ENSJJAG00000003759
urocitellus_parryii ENSUPAG00010012538
ictidomys_tridecemlineatus ENSSTOG00000021494
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009696
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004440
cavia_porcellus ENSCPOG00000034151
octodon_degus ENSODEG00000014037
ursus_americanus ENSUAMG00000004100
ailuropoda_melanoleuca ENSAMEG00000014558
mustela_putorius_furo ENSMPUG00000019653
neovison_vison ENSNVIG00000010021
canis_lupus_dingo ENSCAFG00020005680
canis_lupus_familiaris ENSCAFG00000016579
felis_catus ENSFCAG00000046679
panthera_pardus ENSPPRG00000009504
erinaceus_europaeus ENSEEUG00000014027
capra_hircus ENSCHIG00000011458
ovis_aries ENSOARG00000021186
bos_taurus ENSBTAG00000047101
sus_scrofa ENSSSCG00000002310
equus_caballus ENSECAG00000030358
equus_asinus_asinus ENSEASG00005016610
echinops_telfairi ENSETEG00000017681
loxodonta_africana ENSLAFG00000031605
sarcophilus_harrisii ENSSHAG00000005490
monodelphis_domestica ENSMODG00000011349
