takifugu_rubripes ENSTRUG00000011416
tetraodon_nigroviridis ENSTNIG00000017265
cynoglossus_semilaevis ENSCSEG00000002291
hippocampus_comes ENSHCOG00000000055
neolamprologus_brichardi ENSNBRG00000024041
neolamprologus_brichardi ENSNBRG00000024037
astatotilapia_calliptera ENSACLG00000015381
amphilophus_citrinellus ENSACIG00000005825
monopterus_albus ENSMALG00000013585
seriola_dumerili ENSSDUG00000016427
seriola_lalandi_dorsalis ENSSLDG00000019825
scophthalmus_maximus ENSSMAG00000019736
anabas_testudineus ENSATEG00000012196
poecilia_formosa ENSPFOG00000004033
poecilia_mexicana ENSPMEG00000016593
poecilia_latipinna ENSPLAG00000007745
poecilia_reticulata ENSPREG00000019515
xiphophorus_maculatus ENSXMAG00000018795
xiphophorus_couchianus ENSXCOG00000004949
xiphophorus_couchianus ENSXCOG00000004954
gambusia_affinis ENSGAFG00000002516
cyprinodon_variegatus ENSCVAG00000015266
fundulus_heteroclitus ENSFHEG00000006693
kryptolebias_marmoratus ENSKMAG00000009722
oryzias_latipes_asm223471v1 ENSORLG00020013889
oryzias_latipes_asm223467v1 ENSORLG00000014389
oryzias_latipes_asm223469v1 ENSORLG00015012466
oryzias_melastigma ENSOMEG00000011189
maylandia_zebra ENSMZEG00005004406
astatotilapia_calliptera ENSACLG00000015434
pundamilia_nyererei ENSPNYG00000018505
haplochromis_burtoni ENSHBUG00000007248
oreochromis_niloticus ENSONIG00000003493
amphiprion_percula ENSAPEG00000017843
amphiprion_percula ENSAPEG00000017817
amphiprion_ocellaris ENSAOCG00000016024
acanthochromis_polyacanthus ENSAPOG00000014498
stegastes_partitus ENSSPAG00000017004
mola_mola ENSMMOG00000010143
mola_mola ENSMMOG00000010140
gasterosteus_aculeatus ENSGACG00000009559
mastacembelus_armatus ENSMAMG00000006852
labrus_bergylta ENSLBEG00000004294
periophthalmus_magnuspinnatus ENSPMGG00000022685
gadus_morhua ENSGMOG00000002407
esox_lucius ENSELUG00000015108
astyanax_mexicanus ENSAMXG00000001650
pygocentrus_nattereri ENSPNAG00000008569
ictalurus_punctatus ENSIPUG00000011221
danio_rerio ENSDARG00000021896
paramormyrops_kingsleyae ENSPKIG00000008888
scleropages_formosus ENSSFOG00015001224
lepisosteus_oculatus ENSLOCG00000005435
haplochromis_burtoni ENSHBUG00000007240
amphilophus_citrinellus ENSACIG00000005790
sphenodon_punctatus ENSSPUG00000008050
pogona_vitticeps ENSPVIG00000017145
gopherus_agassizii ENSGAGG00000023605
pelodiscus_sinensis ENSPSIG00000012924
parus_major ENSPMJG00000018444
cyanistes_caeruleus ENSCCEG00000015350
junco_hyemalis ENSJHYG00000004626
serinus_canaria ENSSCAG00000008039
xenopus_tropicalis ENSXETG00000030641
latimeria_chalumnae ENSLACG00000007662
