xenopus_tropicalis ENSXETG00000018106
latimeria_chalumnae ENSLACG00000016489
scleropages_formosus ENSSFOG00015004223
paramormyrops_kingsleyae ENSPKIG00000004934
scleropages_formosus ENSSFOG00015023840
paramormyrops_kingsleyae ENSPKIG00000025524
tetraodon_nigroviridis ENSTNIG00000012644
takifugu_rubripes ENSTRUG00000011933
cynoglossus_semilaevis ENSCSEG00000020082
oryzias_latipes_asm223471v1 ENSORLG00020007311
oryzias_latipes_asm223469v1 ENSORLG00015006685
oryzias_latipes_asm223467v1 ENSORLG00000016894
oryzias_melastigma ENSOMEG00000023735
xiphophorus_couchianus ENSXCOG00000011929
seriola_lalandi_dorsalis ENSSLDG00000017283
seriola_dumerili ENSSDUG00000015222
scophthalmus_maximus ENSSMAG00000006284
gasterosteus_aculeatus ENSGACG00000020094
labrus_bergylta ENSLBEG00000022846
amphiprion_ocellaris ENSAOCG00000017794
amphiprion_percula ENSAPEG00000017949
acanthochromis_polyacanthus ENSAPOG00000022378
stegastes_partitus ENSSPAG00000000537
astatotilapia_calliptera ENSACLG00000014391
maylandia_zebra ENSMZEG00005000194
haplochromis_burtoni ENSHBUG00000005396
pundamilia_nyererei ENSPNYG00000015508
neolamprologus_brichardi ENSNBRG00000012529
oreochromis_niloticus ENSONIG00000017904
amphilophus_citrinellus ENSACIG00000003700
fundulus_heteroclitus ENSFHEG00000009321
cyprinodon_variegatus ENSCVAG00000001315
poecilia_formosa ENSPFOG00000004121
poecilia_latipinna ENSPLAG00000017553
poecilia_mexicana ENSPMEG00000006078
poecilia_reticulata ENSPREG00000018319
xiphophorus_maculatus ENSXMAG00000002912
gambusia_affinis ENSGAFG00000004498
kryptolebias_marmoratus ENSKMAG00000014441
mastacembelus_armatus ENSMAMG00000017681
mola_mola ENSMMOG00000006759
anabas_testudineus ENSATEG00000022118
periophthalmus_magnuspinnatus ENSPMGG00000000420
hippocampus_comes ENSHCOG00000005242
gadus_morhua ENSGMOG00000000969
esox_lucius ENSELUG00000006297
pygocentrus_nattereri ENSPNAG00000030064
astyanax_mexicanus ENSAMXG00000005889
ictalurus_punctatus ENSIPUG00000007848
danio_rerio ENSDARG00000034173
monopterus_albus ENSMALG00000000668
oryzias_melastigma ENSOMEG00000023729
ursus_americanus ENSUAMG00000027132
lepisosteus_oculatus ENSLOCG00000015666
anolis_carolinensis ENSACAG00000022527
anolis_carolinensis ENSACAG00000005073
notechis_scutatus ENSNSUG00000018974
salvator_merianae ENSSMRG00000007248
pogona_vitticeps ENSPVIG00000020612
sphenodon_punctatus ENSSPUG00000001072
calidris_pugnax ENSCPUG00000013788
calidris_pygmaea ENSCPGG00000001097
melopsittacus_undulatus ENSMUNG00000016281
lepidothrix_coronata ENSLCOG00000009875
manacus_vitellinus ENSMVIG00005019829
lonchura_striata_domestica ENSLSDG00000003539
taeniopygia_guttata ENSTGUG00000002037
serinus_canaria ENSSCAG00000012492
zonotrichia_albicollis ENSZALG00000007018
junco_hyemalis ENSJHYG00000017481
ficedula_albicollis ENSFALG00000001793
parus_major ENSPMJG00000000700
cyanistes_caeruleus ENSCCEG00000002020
anser_brachyrhynchus ENSABRG00000012740
anas_platyrhynchos_platyrhynchos ENSAPLG00000013073
coturnix_japonica ENSCJPG00005004179
meleagris_gallopavo ENSMGAG00000004059
numida_meleagris ENSNMEG00000001583
apteryx_owenii ENSAOWG00000003525
apteryx_rowi ENSARWG00000001130
apteryx_haastii ENSAHAG00000011579
dromaius_novaehollandiae ENSDNVG00000010817
nothoprocta_perdicaria ENSNPEG00000002010
crocodylus_porosus ENSCPRG00005001324
chelonoidis_abingdonii ENSCABG00000016227
gopherus_agassizii ENSGAGG00000007535
chrysemys_picta_bellii ENSCPBG00000019826
pelodiscus_sinensis ENSPSIG00000009425
phascolarctos_cinereus ENSPCIG00000018916
notamacropus_eugenii ENSMEUG00000008616
sarcophilus_harrisii ENSSHAG00000014158
monodelphis_domestica ENSMODG00000016663
loxodonta_africana ENSLAFG00000001626
procavia_capensis ENSPCAG00000014659
echinops_telfairi ENSETEG00000017114
choloepus_hoffmanni ENSCHOG00000000062
dasypus_novemcinctus ENSDNOG00000011106
mustela_putorius_furo ENSMPUG00000016362
neovison_vison ENSNVIG00000015408
ursus_maritimus ENSUMAG00000012477
canis_lupus_dingo ENSCAFG00020005447
canis_lupus_familiaris ENSCAFG00000005169
panthera_pardus ENSPPRG00000000910
felis_catus ENSFCAG00000009472
vulpes_vulpes ENSVVUG00000006707
panthera_tigris_altaica ENSPTIG00000012269
ailuropoda_melanoleuca ENSAMEG00000015851
myotis_lucifugus ENSMLUG00000004034
vicugna_pacos ENSVPAG00000010289
equus_asinus_asinus ENSEASG00005019221
equus_caballus ENSECAG00000023084
ailuropoda_melanoleuca ENSAMEG00000015916
ursus_americanus ENSUAMG00000003888
panthera_tigris_altaica ENSPTIG00000006458
capra_hircus ENSCHIG00000016059
ovis_aries ENSOARG00000013242
bos_mutus ENSBMUG00000000887
bos_taurus ENSBTAG00000010664
bison_bison_bison ENSBBBG00000005603
tursiops_truncatus ENSTTRG00000013198
sus_scrofa ENSSSCG00000011131
pteropus_vampyrus ENSPVAG00000015457
erinaceus_europaeus ENSEEUG00000000644
myotis_lucifugus ENSMLUG00000028914
chinchilla_lanigera ENSCLAG00000005924
octodon_degus ENSODEG00000004870
cavia_porcellus ENSCPOG00000014866
cavia_aperea ENSCAPG00000004630
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015477
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008747
fukomys_damarensis ENSFDAG00000008423
urocitellus_parryii ENSUPAG00010001641
spermophilus_dauricus ENSSDAG00000002552
ictidomys_tridecemlineatus ENSSTOG00000020180
marmota_marmota_marmota ENSMMMG00000016262
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015284
cricetulus_griseus_crigri_1.0 ENSCGRG00000006323
cricetulus_griseus_crigri-picr ENSCGRG00015018842
mesocricetus_auratus ENSMAUG00000019293
microtus_ochrogaster ENSMOCG00000001982
peromyscus_maniculatus_bairdii ENSPEMG00000021726
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026778
mus_spicilegus ENSMSIG00000025717
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024089
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023171
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019231
rattus_norvegicus ENSRNOG00000019057
meriones_unguiculatus ENSMUGG00000000095
nannospalax_galili ENSNGAG00000015651
jaculus_jaculus ENSJJAG00000011158
castor_canadensis ENSCCNG00000011078
dipodomys_ordii ENSDORG00000015923
ochotona_princeps ENSOPRG00000003065
oryctolagus_cuniculus ENSOCUG00000009863
pan_paniscus ENSPPAG00000028635
pan_troglodytes ENSPTRG00000002270
gorilla_gorilla ENSGGOG00000013552
homo_sapiens ENSG00000065675
pongo_abelii ENSPPYG00000002071
nomascus_leucogenys ENSNLEG00000011735
cercocebus_atys ENSCATG00000034698
mandrillus_leucophaeus ENSMLEG00000031856
macaca_fascicularis ENSMFAG00000038416
macaca_nemestrina ENSMNEG00000028035
macaca_mulatta ENSMMUG00000020776
theropithecus_gelada ENSTGEG00000024735
papio_anubis ENSPANG00000023409
chlorocebus_sabaeus ENSCSAG00000013516
rhinopithecus_roxellana ENSRROG00000035618
rhinopithecus_bieti ENSRBIG00000039371
colobus_angolensis_palliatus ENSCANG00000027789
piliocolobus_tephrosceles ENSPTEG00000024795
cebus_capucinus_imitator ENSCCAG00000034089
saimiri_boliviensis_boliviensis ENSSBOG00000022513
callithrix_jacchus ENSCJAG00000020594
aotus_nancymaae ENSANAG00000030387
carlito_syrichta ENSTSYG00000004517
propithecus_coquereli ENSPCOG00000026038
microcebus_murinus ENSMICG00000011435
prolemur_simus ENSPSMG00000008818
otolemur_garnettii ENSOGAG00000013168
tupaia_belangeri ENSTBEG00000013002
ornithorhynchus_anatinus ENSOANG00000015452
ornithorhynchus_anatinus ENSOANG00000029209
ornithorhynchus_anatinus ENSOANG00000015453
petromyzon_marinus ENSPMAG00000002237
