scophthalmus_maximus ENSSMAG00000013459
cynoglossus_semilaevis ENSCSEG00000005985
amphiprion_percula ENSAPEG00000024609
amphiprion_ocellaris ENSAOCG00000023306
acanthochromis_polyacanthus ENSAPOG00000001271
labrus_bergylta ENSLBEG00000026520
gasterosteus_aculeatus ENSGACG00000000684
monopterus_albus ENSMALG00000006799
mastacembelus_armatus ENSMAMG00000021157
maylandia_zebra ENSMZEG00005015049
pundamilia_nyererei ENSPNYG00000001694
astatotilapia_calliptera ENSACLG00000005682
haplochromis_burtoni ENSHBUG00000008483
neolamprologus_brichardi ENSNBRG00000018872
oreochromis_niloticus ENSONIG00000007595
amphilophus_citrinellus ENSACIG00000005858
stegastes_partitus ENSSPAG00000014458
takifugu_rubripes ENSTRUG00000000598
tetraodon_nigroviridis ENSTNIG00000001997
mola_mola ENSMMOG00000005899
seriola_dumerili ENSSDUG00000005000
seriola_lalandi_dorsalis ENSSLDG00000017150
anabas_testudineus ENSATEG00000003099
fundulus_heteroclitus ENSFHEG00000023159
periophthalmus_magnuspinnatus ENSPMGG00000009983
xiphophorus_maculatus ENSXMAG00000027828
xiphophorus_couchianus ENSXCOG00000015248
gambusia_affinis ENSGAFG00000018706
poecilia_mexicana ENSPMEG00000009626
poecilia_latipinna ENSPLAG00000006758
poecilia_formosa ENSPFOG00000015816
poecilia_reticulata ENSPREG00000006730
cyprinodon_variegatus ENSCVAG00000007294
kryptolebias_marmoratus ENSKMAG00000008900
oryzias_latipes_asm223469v1 ENSORLG00015002482
oryzias_latipes_asm223471v1 ENSORLG00020003368
oryzias_latipes_asm223467v1 ENSORLG00000019289
oryzias_melastigma ENSOMEG00000020846
hippocampus_comes ENSHCOG00000007128
gadus_morhua ENSGMOG00000008743
esox_lucius ENSELUG00000012339
pygocentrus_nattereri ENSPNAG00000008996
astyanax_mexicanus ENSAMXG00000039103
ictalurus_punctatus ENSIPUG00000013230
danio_rerio ENSDARG00000045542
paramormyrops_kingsleyae ENSPKIG00000025377
lepisosteus_oculatus ENSLOCG00000016775
gopherus_agassizii ENSGAGG00000023485
gopherus_agassizii ENSGAGG00000008760
chelonoidis_abingdonii ENSCABG00000015251
chrysemys_picta_bellii ENSCPBG00000009130
pelodiscus_sinensis ENSPSIG00000015985
notechis_scutatus ENSNSUG00000001589
pogona_vitticeps ENSPVIG00000000970
salvator_merianae ENSSMRG00000012026
monodelphis_domestica ENSMODG00000004302
phascolarctos_cinereus ENSPCIG00000012264
sarcophilus_harrisii ENSSHAG00000011253
mus_spicilegus ENSMSIG00000003727
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000050552
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028913
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027909
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024484
rattus_norvegicus ENSRNOG00000027028
