astyanax_mexicanus ENSAMXG00000020528
seriola_dumerili ENSSDUG00000020258
paramormyrops_kingsleyae ENSPKIG00000001236
pogona_vitticeps ENSPVIG00000011795
salvator_merianae ENSSMRG00000008758
notechis_scutatus ENSNSUG00000009485
sphenodon_punctatus ENSSPUG00000002851
phascolarctos_cinereus ENSPCIG00000000755
notamacropus_eugenii ENSMEUG00000013279
monodelphis_domestica ENSMODG00000005575
sarcophilus_harrisii ENSSHAG00000004554
dasypus_novemcinctus ENSDNOG00000016758
choloepus_hoffmanni ENSCHOG00000008275
loxodonta_africana ENSLAFG00000006543
procavia_capensis ENSPCAG00000000159
chinchilla_lanigera ENSCLAG00000006090
octodon_degus ENSODEG00000015876
cavia_porcellus ENSCPOG00000022543
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012279
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016073
fukomys_damarensis ENSFDAG00000009351
urocitellus_parryii ENSUPAG00010000604
ictidomys_tridecemlineatus ENSSTOG00000002844
marmota_marmota_marmota ENSMMMG00000014864
spermophilus_dauricus ENSSDAG00000017771
mus_spicilegus ENSMSIG00000016772
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031893
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032614
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031496
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023096
rattus_norvegicus ENSRNOG00000018954
meriones_unguiculatus ENSMUGG00000016850
cricetulus_griseus_crigri-picr ENSCGRG00015007864
cricetulus_griseus_crigri_1.0 ENSCGRG00000016489
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005268
peromyscus_maniculatus_bairdii ENSPEMG00000011772
microtus_ochrogaster ENSMOCG00000002589
nannospalax_galili ENSNGAG00000019678
jaculus_jaculus ENSJJAG00000023799
castor_canadensis ENSCCNG00000015016
castor_canadensis ENSCCNG00000001064
oryctolagus_cuniculus ENSOCUG00000006307
ochotona_princeps ENSOPRG00000013681
pan_troglodytes ENSPTRG00000008245
pan_paniscus ENSPPAG00000041091
homo_sapiens ENSG00000102904
gorilla_gorilla ENSGGOG00000001452
nomascus_leucogenys ENSNLEG00000004902
cercocebus_atys ENSCATG00000034746
mandrillus_leucophaeus ENSMLEG00000028502
papio_anubis ENSPANG00000024774
theropithecus_gelada ENSTGEG00000006655
macaca_fascicularis ENSMFAG00000035364
macaca_nemestrina ENSMNEG00000043977
macaca_mulatta ENSMMUG00000007803
chlorocebus_sabaeus ENSCSAG00000003947
colobus_angolensis_palliatus ENSCANG00000012111
piliocolobus_tephrosceles ENSPTEG00000015443
rhinopithecus_roxellana ENSRROG00000029650
rhinopithecus_bieti ENSRBIG00000032306
saimiri_boliviensis_boliviensis ENSSBOG00000029014
cebus_capucinus_imitator ENSCCAG00000022033
callithrix_jacchus ENSCJAG00000016035
aotus_nancymaae ENSANAG00000030908
carlito_syrichta ENSTSYG00000008667
propithecus_coquereli ENSPCOG00000020807
microcebus_murinus ENSMICG00000012225
prolemur_simus ENSPSMG00000010138
otolemur_garnettii ENSOGAG00000015558
tupaia_belangeri ENSTBEG00000010615
pteropus_vampyrus ENSPVAG00000016600
myotis_lucifugus ENSMLUG00000005835
equus_asinus_asinus ENSEASG00005012923
equus_caballus ENSECAG00000009650
ursus_americanus ENSUAMG00000021066
ursus_maritimus ENSUMAG00000019587
ailuropoda_melanoleuca ENSAMEG00000017528
neovison_vison ENSNVIG00000009391
mustela_putorius_furo ENSMPUG00000006563
canis_lupus_familiaris ENSCAFG00000020347
canis_lupus_dingo ENSCAFG00020018480
vulpes_vulpes ENSVVUG00000012605
panthera_pardus ENSPPRG00000009148
panthera_tigris_altaica ENSPTIG00000019175
felis_catus ENSFCAG00000012848
bos_mutus ENSBMUG00000003195
bos_taurus ENSBTAG00000006387
bison_bison_bison ENSBBBG00000003811
ovis_aries ENSOARG00000003171
capra_hircus ENSCHIG00000014033
tursiops_truncatus ENSTTRG00000009248
sus_scrofa ENSSSCG00000002767
erinaceus_europaeus ENSEEUG00000004706
ornithorhynchus_anatinus ENSOANG00000009563
petromyzon_marinus ENSPMAG00000007651
