pan_paniscus ENSPPAG00000041010
pan_troglodytes ENSPTRG00000051346
homo_sapiens ENSG00000180042
mandrillus_leucophaeus ENSMLEG00000041459
cebus_capucinus_imitator ENSCCAG00000035346
callithrix_jacchus ENSCJAG00000041163
carlito_syrichta ENSTSYG00000035915
propithecus_coquereli ENSPCOG00000028377
otolemur_garnettii ENSOGAG00000030785
mus_spicilegus ENSMSIG00000022788
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017551
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049041
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016707
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017843
rattus_norvegicus ENSRNOG00000019898
meriones_unguiculatus ENSMUGG00000014672
cricetulus_griseus_crigri-picr ENSCGRG00015021244
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010124
peromyscus_maniculatus_bairdii ENSPEMG00000028563
castor_canadensis ENSCCNG00000011240
marmota_marmota_marmota ENSMMMG00000018705
spermophilus_dauricus ENSSDAG00000021072
ictidomys_tridecemlineatus ENSSTOG00000026374
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020720
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019817
fukomys_damarensis ENSFDAG00000005959
cavia_porcellus ENSCPOG00000019299
cavia_aperea ENSCAPG00000012900
chinchilla_lanigera ENSCLAG00000017736
oryctolagus_cuniculus ENSOCUG00000021969
mustela_putorius_furo ENSMPUG00000018509
canis_lupus_familiaris ENSCAFG00000019324
panthera_pardus ENSPPRG00000016687
panthera_tigris_altaica ENSPTIG00000006179
felis_catus ENSFCAG00000044826
myotis_lucifugus ENSMLUG00000025802
bos_taurus ENSBTAG00000037529
sus_scrofa ENSSSCG00000017856
loxodonta_africana ENSLAFG00000030734
loxodonta_africana ENSLAFG00000028554
dasypus_novemcinctus ENSDNOG00000033544
ornithorhynchus_anatinus ENSOANG00000021461
