takifugu_rubripes ENSTRUG00000020381
hippocampus_comes ENSHCOG00000010304
xiphophorus_maculatus ENSXMAG00000021639
xiphophorus_couchianus ENSXCOG00000006445
poecilia_latipinna ENSPLAG00000011918
poecilia_mexicana ENSPMEG00000004225
poecilia_reticulata ENSPREG00000015605
gambusia_affinis ENSGAFG00000017492
kryptolebias_marmoratus ENSKMAG00000016557
oryzias_latipes_asm223467v1 ENSORLG00000003531
oryzias_melastigma ENSOMEG00000003479
cynoglossus_semilaevis ENSCSEG00000013276
amphiprion_ocellaris ENSAOCG00000007236
amphiprion_percula ENSAPEG00000018506
acanthochromis_polyacanthus ENSAPOG00000009720
stegastes_partitus ENSSPAG00000012176
maylandia_zebra ENSMZEG00005005477
astatotilapia_calliptera ENSACLG00000018211
haplochromis_burtoni ENSHBUG00000006287
pundamilia_nyererei ENSPNYG00000016386
amphilophus_citrinellus ENSACIG00000016602
monopterus_albus ENSMALG00000012435
mastacembelus_armatus ENSMAMG00000006810
seriola_lalandi_dorsalis ENSSLDG00000019649
seriola_dumerili ENSSDUG00000019818
scophthalmus_maximus ENSSMAG00000015297
