prolemur_simus ENSPSMG00000011452
microcebus_murinus ENSMICG00000014661
otolemur_garnettii ENSOGAG00000013452
otolemur_garnettii ENSOGAG00000026363
otolemur_garnettii ENSOGAG00000031735
pan_troglodytes ENSPTRG00000028662
pan_paniscus ENSPPAG00000033128
homo_sapiens ENSG00000205126
gorilla_gorilla ENSGGOG00000004173
pongo_abelii ENSPPYG00000003340
nomascus_leucogenys ENSNLEG00000017966
mandrillus_leucophaeus ENSMLEG00000040591
cercocebus_atys ENSCATG00000011907
theropithecus_gelada ENSTGEG00000001437
papio_anubis ENSPANG00000016162
macaca_fascicularis ENSMFAG00000041332
macaca_nemestrina ENSMNEG00000028079
macaca_mulatta ENSMMUG00000019693
chlorocebus_sabaeus ENSCSAG00000005546
piliocolobus_tephrosceles ENSPTEG00000029465
colobus_angolensis_palliatus ENSCANG00000040607
rhinopithecus_bieti ENSRBIG00000009585
rhinopithecus_roxellana ENSRROG00000030953
cebus_capucinus_imitator ENSCCAG00000037654
saimiri_boliviensis_boliviensis ENSSBOG00000020375
callithrix_jacchus ENSCJAG00000011384
aotus_nancymaae ENSANAG00000038530
saimiri_boliviensis_boliviensis ENSSBOG00000022889
aotus_nancymaae ENSANAG00000025110
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024902
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000075023
mus_spicilegus ENSMSIG00000018045
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023992
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025428
rattus_norvegicus ENSRNOG00000042533
meriones_unguiculatus ENSMUGG00000008713
microtus_ochrogaster ENSMOCG00000009949
castor_canadensis ENSCCNG00000025044
spermophilus_dauricus ENSSDAG00000023623
spermophilus_dauricus ENSSDAG00000015269
urocitellus_parryii ENSUPAG00010001299
ictidomys_tridecemlineatus ENSSTOG00000001158
marmota_marmota_marmota ENSMMMG00000011649
ochotona_princeps ENSOPRG00000002097
ochotona_princeps ENSOPRG00000006805
oryctolagus_cuniculus ENSOCUG00000007146
tupaia_belangeri ENSTBEG00000016623
ursus_americanus ENSUAMG00000006113
ursus_maritimus ENSUMAG00000015568
ailuropoda_melanoleuca ENSAMEG00000004827
neovison_vison ENSNVIG00000013497
mustela_putorius_furo ENSMPUG00000006138
panthera_pardus ENSPPRG00000005058
panthera_tigris_altaica ENSPTIG00000019690
felis_catus ENSFCAG00000005617
erinaceus_europaeus ENSEEUG00000009170
pteropus_vampyrus ENSPVAG00000010353
myotis_lucifugus ENSMLUG00000005151
equus_caballus ENSECAG00000011908
equus_asinus_asinus ENSEASG00005014863
bos_mutus ENSBMUG00000012620
bos_taurus ENSBTAG00000012053
bison_bison_bison ENSBBBG00000006853
ovis_aries ENSOARG00000001281
capra_hircus ENSCHIG00000010057
tursiops_truncatus ENSTTRG00000002727
sus_scrofa ENSSSCG00000013283
choloepus_hoffmanni ENSCHOG00000002666
dasypus_novemcinctus ENSDNOG00000005612
loxodonta_africana ENSLAFG00000014256
echinops_telfairi ENSETEG00000009026
