procavia_capensis ENSPCAG00000014698
loxodonta_africana ENSLAFG00000000312
ovis_aries ENSOARG00000009461
capra_hircus ENSCHIG00000019640
capra_hircus ENSCHIG00000019559
bos_mutus ENSBMUG00000022406
bos_taurus ENSBTAG00000046977
bos_taurus ENSBTAG00000050719
bos_taurus ENSBTAG00000020499
bos_mutus ENSBMUG00000022429
bison_bison_bison ENSBBBG00000016094
tursiops_truncatus ENSTTRG00000017072
vicugna_pacos ENSVPAG00000000395
sus_scrofa ENSSSCG00000031106
ursus_maritimus ENSUMAG00000018870
ursus_americanus ENSUAMG00000011664
ailuropoda_melanoleuca ENSAMEG00000003205
neovison_vison ENSNVIG00000015201
mustela_putorius_furo ENSMPUG00000016115
canis_lupus_familiaris ENSCAFG00000015085
canis_lupus_dingo ENSCAFG00020008343
vulpes_vulpes ENSVVUG00000029470
panthera_tigris_altaica ENSPTIG00000009721
panthera_pardus ENSPPRG00000017309
felis_catus ENSFCAG00000041746
myotis_lucifugus ENSMLUG00000014929
pteropus_vampyrus ENSPVAG00000011949
equus_asinus_asinus ENSEASG00005014872
equus_caballus ENSECAG00000035952
erinaceus_europaeus ENSEEUG00000010692
sorex_araneus ENSSARG00000008105
prolemur_simus ENSPSMG00000003433
propithecus_coquereli ENSPCOG00000018352
microcebus_murinus ENSMICG00000027293
otolemur_garnettii ENSOGAG00000010487
pan_paniscus ENSPPAG00000031302
pan_troglodytes ENSPTRG00000000279
homo_sapiens ENSG00000117215
gorilla_gorilla ENSGGOG00000009015
pongo_abelii ENSPPYG00000001778
nomascus_leucogenys ENSNLEG00000007898
colobus_angolensis_palliatus ENSCANG00000024723
piliocolobus_tephrosceles ENSPTEG00000004634
rhinopithecus_bieti ENSRBIG00000039304
rhinopithecus_roxellana ENSRROG00000040207
theropithecus_gelada ENSTGEG00000000082
papio_anubis ENSPANG00000035636
cercocebus_atys ENSCATG00000033996
chlorocebus_sabaeus ENSCSAG00000000888
macaca_fascicularis ENSMFAG00000037199
macaca_nemestrina ENSMNEG00000039178
macaca_mulatta ENSMMUG00000045550
mandrillus_leucophaeus ENSMLEG00000035846
callithrix_jacchus ENSCJAG00000042354
saimiri_boliviensis_boliviensis ENSSBOG00000035254
cebus_capucinus_imitator ENSCCAG00000031097
aotus_nancymaae ENSANAG00000033361
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027678
mus_spicilegus ENSMSIG00000014105
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026698
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000041202
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029029
rattus_norvegicus ENSRNOG00000016826
meriones_unguiculatus ENSMUGG00000024150
cricetulus_griseus_crigri_1.0 ENSCGRG00000016093
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012216
cricetulus_griseus_crigri-picr ENSCGRG00015024502
mesocricetus_auratus ENSMAUG00000000970
peromyscus_maniculatus_bairdii ENSPEMG00000018446
nannospalax_galili ENSNGAG00000018376
jaculus_jaculus ENSJJAG00000015025
castor_canadensis ENSCCNG00000002382
dipodomys_ordii ENSDORG00000027595
urocitellus_parryii ENSUPAG00010016399
ictidomys_tridecemlineatus ENSSTOG00000009231
marmota_marmota_marmota ENSMMMG00000019750
spermophilus_dauricus ENSSDAG00000011499
cavia_aperea ENSCAPG00000005928
cavia_porcellus ENSCPOG00000008870
chinchilla_lanigera ENSCLAG00000011736
octodon_degus ENSODEG00000015230
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005653
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012649
fukomys_damarensis ENSFDAG00000004462
fukomys_damarensis ENSFDAG00000006224
oryctolagus_cuniculus ENSOCUG00000011594
ochotona_princeps ENSOPRG00000007326
dasypus_novemcinctus ENSDNOG00000041495
notamacropus_eugenii ENSMEUG00000002852
phascolarctos_cinereus ENSPCIG00000029123
sarcophilus_harrisii ENSSHAG00000012745
monodelphis_domestica ENSMODG00000029093
apteryx_owenii ENSAOWG00000012154
apteryx_rowi ENSARWG00000018932
anas_platyrhynchos_platyrhynchos ENSAPLG00000024116
melopsittacus_undulatus ENSMUNG00000012899
gopherus_agassizii ENSGAGG00000021486
chrysemys_picta_bellii ENSCPBG00000023592
crocodylus_porosus ENSCPRG00005018515
sphenodon_punctatus ENSSPUG00000001336
phascolarctos_cinereus ENSPCIG00000029122
