castor_canadensis ENSCCNG00000008103
dipodomys_ordii ENSDORG00000002624
mus_spicilegus ENSMSIG00000028237
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027284
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025090
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024174
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025616
rattus_norvegicus ENSRNOG00000047427
meriones_unguiculatus ENSMUGG00000005735
cricetulus_griseus_crigri-picr ENSCGRG00015021203
cricetulus_griseus_crigri_1.0 ENSCGRG00000009120
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022325
mesocricetus_auratus ENSMAUG00000019854
microtus_ochrogaster ENSMOCG00000010369
peromyscus_maniculatus_bairdii ENSPEMG00000020315
nannospalax_galili ENSNGAG00000011172
jaculus_jaculus ENSJJAG00000010718
chinchilla_lanigera ENSCLAG00000012859
octodon_degus ENSODEG00000016883
cavia_porcellus ENSCPOG00000013195
cavia_aperea ENSCAPG00000006949
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015508
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007587
fukomys_damarensis ENSFDAG00000010900
urocitellus_parryii ENSUPAG00010012442
ictidomys_tridecemlineatus ENSSTOG00000006305
spermophilus_dauricus ENSSDAG00000015979
marmota_marmota_marmota ENSMMMG00000019058
oryctolagus_cuniculus ENSOCUG00000011031
ochotona_princeps ENSOPRG00000013751
tupaia_belangeri ENSTBEG00000005743
pan_troglodytes ENSPTRG00000006981
pan_paniscus ENSPPAG00000033027
homo_sapiens ENSG00000140326
pongo_abelii ENSPPYG00000006403
gorilla_gorilla ENSGGOG00000014297
nomascus_leucogenys ENSNLEG00000004557
mandrillus_leucophaeus ENSMLEG00000035723
cercocebus_atys ENSCATG00000033069
papio_anubis ENSPANG00000018580
theropithecus_gelada ENSTGEG00000004982
macaca_fascicularis ENSMFAG00000045780
macaca_mulatta ENSMMUG00000015123
macaca_nemestrina ENSMNEG00000041875
chlorocebus_sabaeus ENSCSAG00000008857
piliocolobus_tephrosceles ENSPTEG00000016130
piliocolobus_tephrosceles ENSPTEG00000021913
colobus_angolensis_palliatus ENSCANG00000038148
rhinopithecus_roxellana ENSRROG00000033062
rhinopithecus_bieti ENSRBIG00000041298
cebus_capucinus_imitator ENSCCAG00000028447
saimiri_boliviensis_boliviensis ENSSBOG00000029139
callithrix_jacchus ENSCJAG00000001935
aotus_nancymaae ENSANAG00000004526
carlito_syrichta ENSTSYG00000007708
propithecus_coquereli ENSPCOG00000021287
microcebus_murinus ENSMICG00000004806
prolemur_simus ENSPSMG00000007659
otolemur_garnettii ENSOGAG00000005191
pteropus_vampyrus ENSPVAG00000000764
myotis_lucifugus ENSMLUG00000017444
equus_asinus_asinus ENSEASG00005013119
equus_caballus ENSECAG00000015154
ursus_americanus ENSUAMG00000024490
ursus_maritimus ENSUMAG00000010847
ailuropoda_melanoleuca ENSAMEG00000015722
neovison_vison ENSNVIG00000019447
mustela_putorius_furo ENSMPUG00000009921
canis_lupus_dingo ENSCAFG00020003797
vulpes_vulpes ENSVVUG00000008944
panthera_pardus ENSPPRG00000022298
panthera_tigris_altaica ENSPTIG00000015494
felis_catus ENSFCAG00000003550
sorex_araneus ENSSARG00000001363
capra_hircus ENSCHIG00000023515
ovis_aries ENSOARG00000020565
bos_mutus ENSBMUG00000020310
bos_taurus ENSBTAG00000005751
bison_bison_bison ENSBBBG00000013409
tursiops_truncatus ENSTTRG00000011133
sus_scrofa ENSSSCG00000004719
vicugna_pacos ENSVPAG00000006263
erinaceus_europaeus ENSEEUG00000004716
loxodonta_africana ENSLAFG00000006721
procavia_capensis ENSPCAG00000010620
echinops_telfairi ENSETEG00000011190
dasypus_novemcinctus ENSDNOG00000001287
choloepus_hoffmanni ENSCHOG00000007841
phascolarctos_cinereus ENSPCIG00000017959
notamacropus_eugenii ENSMEUG00000008389
sarcophilus_harrisii ENSSHAG00000007655
monodelphis_domestica ENSMODG00000017873
ornithorhynchus_anatinus ENSOANG00000011434
tetraodon_nigroviridis ENSTNIG00000019264
