astyanax_mexicanus ENSAMXG00000005441
pygocentrus_nattereri ENSPNAG00000013707
ictalurus_punctatus ENSIPUG00000002312
danio_rerio ENSDARG00000043177
lepisosteus_oculatus ENSLOCG00000015149
scleropages_formosus ENSSFOG00015019528
paramormyrops_kingsleyae ENSPKIG00000001839
paramormyrops_kingsleyae ENSPKIG00000019409
esox_lucius ENSELUG00000023374
gasterosteus_aculeatus ENSGACG00000011763
labrus_bergylta ENSLBEG00000022352
mola_mola ENSMMOG00000015466
seriola_lalandi_dorsalis ENSSLDG00000012154
seriola_dumerili ENSSDUG00000021823
scophthalmus_maximus ENSSMAG00000004930
anabas_testudineus ENSATEG00000022266
mastacembelus_armatus ENSMAMG00000007464
amphiprion_ocellaris ENSAOCG00000017096
amphiprion_ocellaris ENSAOCG00000017997
amphiprion_percula ENSAPEG00000011669
stegastes_partitus ENSSPAG00000020548
acanthochromis_polyacanthus ENSAPOG00000010833
amphiprion_percula ENSAPEG00000005382
astatotilapia_calliptera ENSACLG00000011400
maylandia_zebra ENSMZEG00005010321
pundamilia_nyererei ENSPNYG00000018067
oreochromis_niloticus ENSONIG00000010782
haplochromis_burtoni ENSHBUG00000010897
poecilia_formosa ENSPFOG00000016029
poecilia_mexicana ENSPMEG00000023550
poecilia_reticulata ENSPREG00000009574
poecilia_latipinna ENSPLAG00000007879
xiphophorus_couchianus ENSXCOG00000015631
xiphophorus_maculatus ENSXMAG00000026637
gambusia_affinis ENSGAFG00000011355
fundulus_heteroclitus ENSFHEG00000009556
cyprinodon_variegatus ENSCVAG00000003871
kryptolebias_marmoratus ENSKMAG00000003016
oryzias_latipes_asm223471v1 ENSORLG00020003941
oryzias_latipes_asm223471v1 ENSORLG00020006213
oryzias_latipes_asm223467v1 ENSORLG00000030288
oryzias_latipes_asm223469v1 ENSORLG00015018350
oryzias_melastigma ENSOMEG00000012454
tetraodon_nigroviridis ENSTNIG00000004055
takifugu_rubripes ENSTRUG00000025239
cynoglossus_semilaevis ENSCSEG00000010570
cynoglossus_semilaevis ENSCSEG00000008319
hippocampus_comes ENSHCOG00000017233
gadus_morhua ENSGMOG00000016651
esox_lucius ENSELUG00000002322
amphilophus_citrinellus ENSACIG00000019593
neolamprologus_brichardi ENSNBRG00000017370
monopterus_albus ENSMALG00000001478
periophthalmus_magnuspinnatus ENSPMGG00000022999
junco_hyemalis ENSJHYG00000002971
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005711
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017660
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017574
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012152
fukomys_damarensis ENSFDAG00000007658
cavia_porcellus ENSCPOG00000032671
cavia_aperea ENSCAPG00000000217
octodon_degus ENSODEG00000004834
chinchilla_lanigera ENSCLAG00000001137
ictidomys_tridecemlineatus ENSSTOG00000026870
erinaceus_europaeus ENSEEUG00000015181
sorex_araneus ENSSARG00000012520
sus_scrofa ENSSSCG00000039058
vulpes_vulpes ENSVVUG00000014880
equus_caballus ENSECAG00000010461
equus_asinus_asinus ENSEASG00005016677
jaculus_jaculus ENSJJAG00000014605
jaculus_jaculus ENSJJAG00000022057
castor_canadensis ENSCCNG00000004765
dipodomys_ordii ENSDORG00000028172
nannospalax_galili ENSNGAG00000003753
microtus_ochrogaster ENSMOCG00000022817
peromyscus_maniculatus_bairdii ENSPEMG00000025391
mesocricetus_auratus ENSMAUG00000017377
cricetulus_griseus_crigri_1.0 ENSCGRG00000006554
cricetulus_griseus_crigri-picr ENSCGRG00015024539
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024560
cricetulus_griseus_crigri_1.0 ENSCGRG00000013603
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002259
peromyscus_maniculatus_bairdii ENSPEMG00000031091
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032049
mus_spicilegus ENSMSIG00000029791
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037296
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030930
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021400
rattus_norvegicus ENSRNOG00000015375
oryctolagus_cuniculus ENSOCUG00000015399
ochotona_princeps ENSOPRG00000000333
tupaia_belangeri ENSTBEG00000015884
bos_taurus ENSBTAG00000001612
bos_mutus ENSBMUG00000006252
bison_bison_bison ENSBBBG00000022447
capra_hircus ENSCHIG00000013194
ovis_aries ENSOARG00000001317
tursiops_truncatus ENSTTRG00000004482
vicugna_pacos ENSVPAG00000011593
loxodonta_africana ENSLAFG00000003534
procavia_capensis ENSPCAG00000010754
myotis_lucifugus ENSMLUG00000003734
pteropus_vampyrus ENSPVAG00000006016
panthera_tigris_altaica ENSPTIG00000010289
panthera_pardus ENSPPRG00000014172
felis_catus ENSFCAG00000039335
panthera_pardus ENSPPRG00000021990
mustela_putorius_furo ENSMPUG00000009883
neovison_vison ENSNVIG00000011204
ursus_maritimus ENSUMAG00000009132
ursus_americanus ENSUAMG00000004103
ailuropoda_melanoleuca ENSAMEG00000011141
canis_lupus_dingo ENSCAFG00020001822
canis_lupus_familiaris ENSCAFG00000006113
vulpes_vulpes ENSVVUG00000020191
spermophilus_dauricus ENSSDAG00000006314
marmota_marmota_marmota ENSMMMG00000015551
urocitellus_parryii ENSUPAG00010023933
dasypus_novemcinctus ENSDNOG00000046620
propithecus_coquereli ENSPCOG00000020901
propithecus_coquereli ENSPCOG00000023289
prolemur_simus ENSPSMG00000013032
microcebus_murinus ENSMICG00000030726
carlito_syrichta ENSTSYG00000010394
dasypus_novemcinctus ENSDNOG00000032911
dasypus_novemcinctus ENSDNOG00000030989
dasypus_novemcinctus ENSDNOG00000046387
choloepus_hoffmanni ENSCHOG00000006030
pan_paniscus ENSPPAG00000032279
pan_troglodytes ENSPTRG00000020169
homo_sapiens ENSG00000175324
gorilla_gorilla ENSGGOG00000022658
pongo_abelii ENSPPYG00000018521
nomascus_leucogenys ENSNLEG00000029390
colobus_angolensis_palliatus ENSCANG00000019173
piliocolobus_tephrosceles ENSPTEG00000034257
rhinopithecus_roxellana ENSRROG00000036074
rhinopithecus_bieti ENSRBIG00000027449
cercocebus_atys ENSCATG00000020377
macaca_fascicularis ENSMFAG00000032661
papio_anubis ENSPANG00000008814
theropithecus_gelada ENSTGEG00000007720
chlorocebus_sabaeus ENSCSAG00000015485
mandrillus_leucophaeus ENSMLEG00000034535
cebus_capucinus_imitator ENSCCAG00000037171
callithrix_jacchus ENSCJAG00000048015
aotus_nancymaae ENSANAG00000027785
otolemur_garnettii ENSOGAG00000015161
echinops_telfairi ENSETEG00000010779
notamacropus_eugenii ENSMEUG00000014077
phascolarctos_cinereus ENSPCIG00000008880
sarcophilus_harrisii ENSSHAG00000017260
monodelphis_domestica ENSMODG00000010732
monodelphis_domestica ENSMODG00000020500
ornithorhynchus_anatinus ENSOANG00000003256
xenopus_tropicalis ENSXETG00000009004
latimeria_chalumnae ENSLACG00000010947
salvator_merianae ENSSMRG00000021753
notechis_scutatus ENSNSUG00000000840
crocodylus_porosus ENSCPRG00005001504
