pteropus_vampyrus ENSPVAG00000000423
myotis_lucifugus ENSMLUG00000005505
equus_caballus ENSECAG00000000201
equus_asinus_asinus ENSEASG00005019858
ursus_maritimus ENSUMAG00000024002
ailuropoda_melanoleuca ENSAMEG00000004619
neovison_vison ENSNVIG00000021960
canis_lupus_familiaris ENSCAFG00000006206
canis_lupus_dingo ENSCAFG00020021531
vulpes_vulpes ENSVVUG00000026616
panthera_tigris_altaica ENSPTIG00000011713
panthera_pardus ENSPPRG00000013677
felis_catus ENSFCAG00000004161
vicugna_pacos ENSVPAG00000007281
sus_scrofa ENSSSCG00000026164
capra_hircus ENSCHIG00000013941
ovis_aries ENSOARG00000010479
bos_mutus ENSBMUG00000013688
bos_taurus ENSBTAG00000018955
bison_bison_bison ENSBBBG00000004276
tursiops_truncatus ENSTTRG00000010489
sorex_araneus ENSSARG00000003728
erinaceus_europaeus ENSEEUG00000003700
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010793
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001428
fukomys_damarensis ENSFDAG00000012681
chinchilla_lanigera ENSCLAG00000005516
urocitellus_parryii ENSUPAG00010001811
marmota_marmota_marmota ENSMMMG00000022599
spermophilus_dauricus ENSSDAG00000008312
castor_canadensis ENSCCNG00000030765
peromyscus_maniculatus_bairdii ENSPEMG00000012874
microtus_ochrogaster ENSMOCG00000018376
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001022579
cricetulus_griseus_crigri_1.0 ENSCGRG00000012369
cricetulus_griseus_crigri-picr ENSCGRG00015009445
mesocricetus_auratus ENSMAUG00000017048
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025935
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027794
mus_spicilegus ENSMSIG00000011187
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025000
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026441
rattus_norvegicus ENSRNOG00000038091
meriones_unguiculatus ENSMUGG00000005029
nannospalax_galili ENSNGAG00000019687
oryctolagus_cuniculus ENSOCUG00000017853
ochotona_princeps ENSOPRG00000004777
homo_sapiens ENSG00000120669
homo_sapiens ENSG00000250709
gorilla_gorilla ENSGGOG00000002130
pan_troglodytes ENSPTRG00000005779
pan_paniscus ENSPPAG00000025183
pongo_abelii ENSPPYG00000005276
nomascus_leucogenys ENSNLEG00000030447
piliocolobus_tephrosceles ENSPTEG00000023519
colobus_angolensis_palliatus ENSCANG00000026869
rhinopithecus_bieti ENSRBIG00000027403
rhinopithecus_bieti ENSRBIG00000017087
rhinopithecus_roxellana ENSRROG00000036653
papio_anubis ENSPANG00000035986
theropithecus_gelada ENSTGEG00000023631
macaca_fascicularis ENSMFAG00000031914
macaca_nemestrina ENSMNEG00000038071
macaca_mulatta ENSMMUG00000001172
chlorocebus_sabaeus ENSCSAG00000017881
cercocebus_atys ENSCATG00000042220
mandrillus_leucophaeus ENSMLEG00000042914
cebus_capucinus_imitator ENSCCAG00000005200
saimiri_boliviensis_boliviensis ENSSBOG00000034504
callithrix_jacchus ENSCJAG00000018188
aotus_nancymaae ENSANAG00000027740
carlito_syrichta ENSTSYG00000004449
microcebus_murinus ENSMICG00000002484
prolemur_simus ENSPSMG00000021921
propithecus_coquereli ENSPCOG00000028061
otolemur_garnettii ENSOGAG00000001168
tupaia_belangeri ENSTBEG00000014863
dasypus_novemcinctus ENSDNOG00000017970
choloepus_hoffmanni ENSCHOG00000012132
phascolarctos_cinereus ENSPCIG00000013818
notamacropus_eugenii ENSMEUG00000002333
sarcophilus_harrisii ENSSHAG00000013234
monodelphis_domestica ENSMODG00000009965
ornithorhynchus_anatinus ENSOANG00000022524
sphenodon_punctatus ENSSPUG00000010925
