lonchura_striata_domestica ENSLSDG00000013563
manacus_vitellinus ENSMVIG00005013203
salvator_merianae ENSSMRG00000010674
xenopus_tropicalis ENSXETG00000007165
scleropages_formosus ENSSFOG00015007347
paramormyrops_kingsleyae ENSPKIG00000009236
paramormyrops_kingsleyae ENSPKIG00000004202
scleropages_formosus ENSSFOG00015018241
labrus_bergylta ENSLBEG00000010611
labrus_bergylta ENSLBEG00000010654
tetraodon_nigroviridis ENSTNIG00000016477
tetraodon_nigroviridis ENSTNIG00000000645
takifugu_rubripes ENSTRUG00000008967
mola_mola ENSMMOG00000003816
monopterus_albus ENSMALG00000016699
mastacembelus_armatus ENSMAMG00000001186
anabas_testudineus ENSATEG00000020110
scophthalmus_maximus ENSSMAG00000010739
cynoglossus_semilaevis ENSCSEG00000011541
seriola_dumerili ENSSDUG00000017812
poecilia_latipinna ENSPLAG00000015263
poecilia_formosa ENSPFOG00000005639
poecilia_mexicana ENSPMEG00000021902
poecilia_reticulata ENSPREG00000009173
xiphophorus_maculatus ENSXMAG00000015372
xiphophorus_couchianus ENSXCOG00000001067
gambusia_affinis ENSGAFG00000009705
cyprinodon_variegatus ENSCVAG00000004505
fundulus_heteroclitus ENSFHEG00000007986
kryptolebias_marmoratus ENSKMAG00000012478
oryzias_latipes_asm223469v1 ENSORLG00015001392
oryzias_latipes_asm223471v1 ENSORLG00020001369
oryzias_latipes_asm223467v1 ENSORLG00000016635
oryzias_melastigma ENSOMEG00000001990
astatotilapia_calliptera ENSACLG00000015141
maylandia_zebra ENSMZEG00005007928
pundamilia_nyererei ENSPNYG00000001380
haplochromis_burtoni ENSHBUG00000003332
neolamprologus_brichardi ENSNBRG00000015910
oreochromis_niloticus ENSONIG00000009002
amphilophus_citrinellus ENSACIG00000000965
amphiprion_percula ENSAPEG00000016354
amphiprion_ocellaris ENSAOCG00000016639
acanthochromis_polyacanthus ENSAPOG00000004403
stegastes_partitus ENSSPAG00000009449
seriola_lalandi_dorsalis ENSSLDG00000006737
cynoglossus_semilaevis ENSCSEG00000011572
periophthalmus_magnuspinnatus ENSPMGG00000012465
cyprinodon_variegatus ENSCVAG00000004519
hippocampus_comes ENSHCOG00000002029
esox_lucius ENSELUG00000010966
astyanax_mexicanus ENSAMXG00000013042
pygocentrus_nattereri ENSPNAG00000012783
ictalurus_punctatus ENSIPUG00000002627
hippocampus_comes ENSHCOG00000020410
hippocampus_comes ENSHCOG00000020525
mola_mola ENSMMOG00000008971
tetraodon_nigroviridis ENSTNIG00000017212
labrus_bergylta ENSLBEG00000019614
seriola_lalandi_dorsalis ENSSLDG00000014075
seriola_dumerili ENSSDUG00000014240
scophthalmus_maximus ENSSMAG00000018133
mastacembelus_armatus ENSMAMG00000004167
monopterus_albus ENSMALG00000017586
anabas_testudineus ENSATEG00000010059
xiphophorus_maculatus ENSXMAG00000009757
gambusia_affinis ENSGAFG00000019718
poecilia_latipinna ENSPLAG00000017000
poecilia_mexicana ENSPMEG00000016618
poecilia_formosa ENSPFOG00000015993
poecilia_reticulata ENSPREG00000006160
fundulus_heteroclitus ENSFHEG00000009764
cyprinodon_variegatus ENSCVAG00000003466
oryzias_latipes_asm223469v1 ENSORLG00015014667
oryzias_latipes_asm223471v1 ENSORLG00020015894
oryzias_latipes_asm223467v1 ENSORLG00000027840
oryzias_melastigma ENSOMEG00000013326
astatotilapia_calliptera ENSACLG00000011479
maylandia_zebra ENSMZEG00005001497
pundamilia_nyererei ENSPNYG00000015305
haplochromis_burtoni ENSHBUG00000006551
neolamprologus_brichardi ENSNBRG00000022997
oreochromis_niloticus ENSONIG00000001298
amphilophus_citrinellus ENSACIG00000016252
amphiprion_percula ENSAPEG00000014709
amphiprion_ocellaris ENSAOCG00000018382
acanthochromis_polyacanthus ENSAPOG00000003499
kryptolebias_marmoratus ENSKMAG00000012112
takifugu_rubripes ENSTRUG00000022511
stegastes_partitus ENSSPAG00000020738
periophthalmus_magnuspinnatus ENSPMGG00000001908
cynoglossus_semilaevis ENSCSEG00000002982
gadus_morhua ENSGMOG00000010893
esox_lucius ENSELUG00000009627
pygocentrus_nattereri ENSPNAG00000013229
astyanax_mexicanus ENSAMXG00000004819
ictalurus_punctatus ENSIPUG00000018445
danio_rerio ENSDARG00000074723
lepisosteus_oculatus ENSLOCG00000009424
petromyzon_marinus ENSPMAG00000004262
