taeniopygia_guttata ENSTGUG00000001394
lonchura_striata_domestica ENSLSDG00000007751
parus_major ENSPMJG00000014468
cyanistes_caeruleus ENSCCEG00000013437
melopsittacus_undulatus ENSMUNG00000003905
calidris_pygmaea ENSCPGG00000010829
calidris_pugnax ENSCPUG00000006393
gallus_gallus ENSGALG00000034187
coturnix_japonica ENSCJPG00005020911
meleagris_gallopavo ENSMGAG00000009086
numida_meleagris ENSNMEG00000020503
junco_hyemalis ENSJHYG00000008846
zonotrichia_albicollis ENSZALG00000009497
serinus_canaria ENSSCAG00000010729
anser_brachyrhynchus ENSABRG00000016303
anser_brachyrhynchus ENSABRG00000016309
anas_platyrhynchos_platyrhynchos ENSAPLG00000011252
apteryx_rowi ENSARWG00000001887
apteryx_owenii ENSAOWG00000008427
manacus_vitellinus ENSMVIG00005010156
lepidothrix_coronata ENSLCOG00000007982
ficedula_albicollis ENSFALG00000013468
dromaius_novaehollandiae ENSDNVG00000011162
nothoprocta_perdicaria ENSNPEG00000002274
crocodylus_porosus ENSCPRG00005008502
gopherus_agassizii ENSGAGG00000023863
chelonoidis_abingdonii ENSCABG00000010233
chrysemys_picta_bellii ENSCPBG00000016503
pelodiscus_sinensis ENSPSIG00000012411
anolis_carolinensis ENSACAG00000012880
pogona_vitticeps ENSPVIG00000006059
notechis_scutatus ENSNSUG00000006326
salvator_merianae ENSSMRG00000017956
sphenodon_punctatus ENSSPUG00000012170
phascolarctos_cinereus ENSPCIG00000000355
notamacropus_eugenii ENSMEUG00000005644
sarcophilus_harrisii ENSSHAG00000012403
monodelphis_domestica ENSMODG00000013909
phascolarctos_cinereus ENSPCIG00000020912
notamacropus_eugenii ENSMEUG00000007024
sarcophilus_harrisii ENSSHAG00000015294
monodelphis_domestica ENSMODG00000010954
spermophilus_dauricus ENSSDAG00000020063
ictidomys_tridecemlineatus ENSSTOG00000025813
urocitellus_parryii ENSUPAG00010015852
marmota_marmota_marmota ENSMMMG00000016128
castor_canadensis ENSCCNG00000018568
dipodomys_ordii ENSDORG00000005384
mus_spicilegus ENSMSIG00000018272
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017184
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000018398
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016340
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017474
rattus_norvegicus ENSRNOG00000007462
meriones_unguiculatus ENSMUGG00000018633
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020621
cricetulus_griseus_crigri-picr ENSCGRG00015024728
cricetulus_griseus_crigri_1.0 ENSCGRG00000009998
mesocricetus_auratus ENSMAUG00000011945
microtus_ochrogaster ENSMOCG00000022633
peromyscus_maniculatus_bairdii ENSPEMG00000009781
nannospalax_galili ENSNGAG00000022217
jaculus_jaculus ENSJJAG00000022205
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002237
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010767
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001005
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007976
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002046
fukomys_damarensis ENSFDAG00000005623
chinchilla_lanigera ENSCLAG00000013502
cavia_aperea ENSCAPG00000011190
cavia_porcellus ENSCPOG00000007247
octodon_degus ENSODEG00000009083
myotis_lucifugus ENSMLUG00000015061
pteropus_vampyrus ENSPVAG00000015189
ursus_americanus ENSUAMG00000025992
ursus_maritimus ENSUMAG00000018131
ailuropoda_melanoleuca ENSAMEG00000017750
neovison_vison ENSNVIG00000017457
mustela_putorius_furo ENSMPUG00000010490
canis_lupus_familiaris ENSCAFG00000000906
canis_lupus_dingo ENSCAFG00020000854
vulpes_vulpes ENSVVUG00000024548
panthera_tigris_altaica ENSPTIG00000000022
panthera_pardus ENSPPRG00000012732
felis_catus ENSFCAG00000014043
equus_caballus ENSECAG00000022349
equus_asinus_asinus ENSEASG00005018336
erinaceus_europaeus ENSEEUG00000015595
erinaceus_europaeus ENSEEUG00000015177
loxodonta_africana ENSLAFG00000008567
procavia_capensis ENSPCAG00000007178
echinops_telfairi ENSETEG00000015700
dasypus_novemcinctus ENSDNOG00000001507
ovis_aries ENSOARG00000014705
capra_hircus ENSCHIG00000014012
bos_mutus ENSBMUG00000014064
bison_bison_bison ENSBBBG00000024826
tursiops_truncatus ENSTTRG00000002608
sus_scrofa ENSSSCG00000014285
bos_taurus ENSBTAG00000008609
propithecus_coquereli ENSPCOG00000020927
prolemur_simus ENSPSMG00000023431
microcebus_murinus ENSMICG00000012498
oryctolagus_cuniculus ENSOCUG00000011761
tupaia_belangeri ENSTBEG00000002323
saimiri_boliviensis_boliviensis ENSSBOG00000021236
callithrix_jacchus ENSCJAG00000013225
cebus_capucinus_imitator ENSCCAG00000028922
aotus_nancymaae ENSANAG00000015484
pan_troglodytes ENSPTRG00000017222
pan_troglodytes ENSPTRG00000044122
pan_paniscus ENSPPAG00000018901
gorilla_gorilla ENSGGOG00000001010
homo_sapiens ENSG00000164402
pongo_abelii ENSPPYG00000015769
nomascus_leucogenys ENSNLEG00000008147
macaca_fascicularis ENSMFAG00000016659
macaca_mulatta ENSMMUG00000010309
macaca_nemestrina ENSMNEG00000043687
papio_anubis ENSPANG00000010836
theropithecus_gelada ENSTGEG00000019612
cercocebus_atys ENSCATG00000032903
chlorocebus_sabaeus ENSCSAG00000013705
mandrillus_leucophaeus ENSMLEG00000044191
piliocolobus_tephrosceles ENSPTEG00000000916
colobus_angolensis_palliatus ENSCANG00000000669
piliocolobus_tephrosceles ENSPTEG00000003934
rhinopithecus_roxellana ENSRROG00000032709
rhinopithecus_bieti ENSRBIG00000043766
carlito_syrichta ENSTSYG00000004315
otolemur_garnettii ENSOGAG00000015514
ornithorhynchus_anatinus ENSOANG00000007424
xenopus_tropicalis ENSXETG00000030617
apteryx_haastii ENSAHAG00000007541
apteryx_haastii ENSAHAG00000007549
manacus_vitellinus ENSMVIG00005010152
amphiprion_percula ENSAPEG00000008987
xiphophorus_maculatus ENSXMAG00000009231
xiphophorus_couchianus ENSXCOG00000008586
gambusia_affinis ENSGAFG00000007720
poecilia_formosa ENSPFOG00000010804
poecilia_mexicana ENSPMEG00000010066
poecilia_latipinna ENSPLAG00000020037
poecilia_reticulata ENSPREG00000005197
cyprinodon_variegatus ENSCVAG00000018622
fundulus_heteroclitus ENSFHEG00000011064
kryptolebias_marmoratus ENSKMAG00000006130
oryzias_latipes_asm223471v1 ENSORLG00020010584
oryzias_latipes_asm223467v1 ENSORLG00000005830
oryzias_latipes_asm223469v1 ENSORLG00015003186
oryzias_melastigma ENSOMEG00000006717
cynoglossus_semilaevis ENSCSEG00000015261
takifugu_rubripes ENSTRUG00000006162
tetraodon_nigroviridis ENSTNIG00000008939
amphiprion_ocellaris ENSAOCG00000016401
amphiprion_percula ENSAPEG00000018701
acanthochromis_polyacanthus ENSAPOG00000012502
stegastes_partitus ENSSPAG00000012225
maylandia_zebra ENSMZEG00005011859
astatotilapia_calliptera ENSACLG00000006927
haplochromis_burtoni ENSHBUG00000002067
pundamilia_nyererei ENSPNYG00000000275
neolamprologus_brichardi ENSNBRG00000012635
oreochromis_niloticus ENSONIG00000012906
amphilophus_citrinellus ENSACIG00000006078
labrus_bergylta ENSLBEG00000026898
mola_mola ENSMMOG00000004294
gasterosteus_aculeatus ENSGACG00000018181
seriola_lalandi_dorsalis ENSSLDG00000013820
seriola_dumerili ENSSDUG00000006014
scophthalmus_maximus ENSSMAG00000004751
mastacembelus_armatus ENSMAMG00000008748
monopterus_albus ENSMALG00000004976
anabas_testudineus ENSATEG00000005522
hippocampus_comes ENSHCOG00000005437
periophthalmus_magnuspinnatus ENSPMGG00000017536
gadus_morhua ENSGMOG00000005532
esox_lucius ENSELUG00000023338
pygocentrus_nattereri ENSPNAG00000023257
astyanax_mexicanus ENSAMXG00000018970
ictalurus_punctatus ENSIPUG00000011324
danio_rerio ENSDARG00000014233
scleropages_formosus ENSSFOG00015018786
paramormyrops_kingsleyae ENSPKIG00000024403
scleropages_formosus ENSSFOG00015000919
paramormyrops_kingsleyae ENSPKIG00000024108
tetraodon_nigroviridis ENSTNIG00000018198
takifugu_rubripes ENSTRUG00000007476
gasterosteus_aculeatus ENSGACG00000020737
amphiprion_percula ENSAPEG00000018357
amphiprion_ocellaris ENSAOCG00000008571
acanthochromis_polyacanthus ENSAPOG00000006030
stegastes_partitus ENSSPAG00000012437
maylandia_zebra ENSMZEG00005003308
astatotilapia_calliptera ENSACLG00000012018
pundamilia_nyererei ENSPNYG00000014720
haplochromis_burtoni ENSHBUG00000021911
neolamprologus_brichardi ENSNBRG00000006377
oreochromis_niloticus ENSONIG00000008438
amphilophus_citrinellus ENSACIG00000009699
oryzias_latipes_asm223471v1 ENSORLG00020020688
oryzias_latipes_asm223469v1 ENSORLG00015004795
oryzias_latipes_asm223467v1 ENSORLG00000001313
oryzias_melastigma ENSOMEG00000004959
kryptolebias_marmoratus ENSKMAG00000010785
labrus_bergylta ENSLBEG00000017693
mola_mola ENSMMOG00000013752
mastacembelus_armatus ENSMAMG00000021464
monopterus_albus ENSMALG00000017593
anabas_testudineus ENSATEG00000011056
seriola_lalandi_dorsalis ENSSLDG00000007839
seriola_dumerili ENSSDUG00000019607
scophthalmus_maximus ENSSMAG00000004842
cynoglossus_semilaevis ENSCSEG00000017105
fundulus_heteroclitus ENSFHEG00000004452
cyprinodon_variegatus ENSCVAG00000005141
poecilia_formosa ENSPFOG00000007433
poecilia_latipinna ENSPLAG00000001815
poecilia_mexicana ENSPMEG00000024303
poecilia_reticulata ENSPREG00000005238
gambusia_affinis ENSGAFG00000005349
xiphophorus_couchianus ENSXCOG00000006394
xiphophorus_maculatus ENSXMAG00000001689
hippocampus_comes ENSHCOG00000016344
periophthalmus_magnuspinnatus ENSPMGG00000019861
gadus_morhua ENSGMOG00000008857
esox_lucius ENSELUG00000023981
astyanax_mexicanus ENSAMXG00000020162
pygocentrus_nattereri ENSPNAG00000005865
ictalurus_punctatus ENSIPUG00000011782
ictalurus_punctatus ENSIPUG00000004772
danio_rerio ENSDARG00000032606
lepisosteus_oculatus ENSLOCG00000010651
latimeria_chalumnae ENSLACG00000005880
