castor_canadensis ENSCCNG00000003949
cricetulus_griseus_crigri-picr ENSCGRG00015018734
mandrillus_leucophaeus ENSMLEG00000027963
theropithecus_gelada ENSTGEG00000025417
piliocolobus_tephrosceles ENSPTEG00000026312
theropithecus_gelada ENSTGEG00000020568
theropithecus_gelada ENSTGEG00000020278
macaca_nemestrina ENSMNEG00000003004
papio_anubis ENSPANG00000031156
rhinopithecus_roxellana ENSRROG00000005532
gorilla_gorilla ENSGGOG00000040498
cebus_capucinus_imitator ENSCCAG00000035629
aotus_nancymaae ENSANAG00000029492
callithrix_jacchus ENSCJAG00000042119
